customer_id,ym,monthly_spend,monthly_transactions
101686,2025-09,1530.38,2
100707,2025-07,1023.90,1
100916,2025-10,1552.75,1
100020,2025-12,12483.23,2
100256,2025-07,3974.46,1
100398,2025-05,375.52,1
101552,2025-12,2546.37,1
100446,2025-11,1262.27,2
101293,2025-02,1674.47,2
100594,2025-10,3848.47,2
100817,2025-10,5802.93,1
100635,2025-06,939.97,1
101825,2025-01,6611.66,2
101285,2025-09,1208.32,1
101388,2025-01,418.07,1
101072,2025-12,507.25,1
101541,2025-11,874.37,1
101141,2025-12,978.82,1
101476,2025-12,3241.05,1
100774,2025-09,3271.78,2
101888,2025-10,1590.69,1
100972,2025-08,8776.91,3
101970,2025-10,2428.55,1
101909,2025-05,12217.48,2
101664,2025-04,2956.18,2
100396,2025-10,493.48,1
100682,2025-10,1865.63,1
101050,2025-03,6767.89,1
100710,2025-01,964.79,1
101395,2025-07,3402.17,1
101922,2025-07,7197.67,1
101849,2025-12,9535.18,1
101880,2025-06,17785.73,1
101120,2025-12,5038.30,1
100528,2025-03,272.90,1
100684,2024-12,7180.36,1
101997,2025-12,7589.32,1
100612,2025-10,2851.88,1
100185,2025-06,244.34,1
100695,2025-07,2266.37,1
101973,2025-03,828.13,1
100214,2025-04,2042.56,1
101274,2025-08,4507.34,1
100215,2025-09,5710.78,2
100028,2025-08,5781.41,2
100101,2025-02,2265.42,1
100122,2025-10,2502.39,1
100053,2025-07,9604.10,1
101306,2025-03,5061.92,2
101637,2025-11,6091.56,2
101140,2025-02,3822.65,1
100615,2025-06,5696.44,3
100556,2025-06,8568.34,1
100113,2025-08,1542.84,1
100854,2025-02,2649.11,2
101566,2025-05,2596.82,2
100675,2025-10,5071.53,1
100976,2025-03,10625.08,3
100700,2025-08,1548.37,1
101316,2025-08,537.45,1
101218,2025-08,2385.00,1
100291,2025-01,16275.50,2
101910,2025-09,12208.57,3
100260,2025-03,2105.19,1
101965,2025-08,1108.14,1
101230,2025-10,8959.26,1
100563,2025-05,2801.92,1
100048,2025-01,8382.69,2
101029,2025-10,21973.48,2
100378,2025-01,3702.29,1
101417,2025-11,1280.27,1
101909,2025-04,2521.21,1
100223,2025-05,2650.54,1
101046,2025-06,3139.63,1
101007,2025-11,6071.30,1
100656,2025-06,6604.07,2
100109,2025-05,1035.76,1
101835,2025-04,10093.60,2
100552,2025-06,894.90,1
101422,2025-09,2.93,1
101195,2025-04,9789.30,2
100697,2025-11,25285.40,3
100725,2025-09,3245.80,1
100305,2025-08,14515.78,2
101587,2025-06,5732.82,1
101605,2025-02,2855.96,1
101731,2025-11,2019.07,1
100958,2024-12,2403.68,1
100953,2025-07,24607.73,2
101174,2025-09,3580.16,1
101451,2025-05,806.10,1
100620,2025-05,8118.94,2
100629,2025-10,221.40,1
100876,2024-12,1680.30,1
101630,2025-08,1047.78,2
101791,2025-02,7448.74,2
100555,2025-11,9852.16,2
101971,2025-08,1565.42,1
101179,2025-09,7968.94,1
100834,2024-12,1429.56,1
100205,2025-03,3263.81,1
100154,2025-08,793.63,1
101714,2025-01,1379.37,1
101532,2025-05,4905.69,2
101595,2025-03,5440.17,2
101097,2025-05,5674.14,2
101072,2025-02,579.26,1
100782,2025-09,526.08,1
101490,2025-11,5861.05,1
100584,2025-06,6141.87,2
101934,2025-08,7810.21,3
100178,2025-07,2139.32,1
101071,2025-09,4277.69,2
101095,2025-05,4188.95,3
100112,2025-09,584.97,1
100896,2025-04,9499.76,2
101926,2024-12,3443.46,1
100820,2025-12,844.59,1
100158,2025-10,1441.91,1
100785,2025-04,1511.97,1
101803,2025-07,3991.54,2
101839,2025-01,2332.13,2
101053,2025-11,9521.48,1
100250,2025-10,297.19,1
101542,2025-07,8274.32,2
101115,2025-02,499.36,1
100112,2025-08,4010.92,2
100258,2025-02,11170.52,1
100106,2025-06,6261.00,3
100574,2025-03,27.59,1
101413,2024-12,11017.77,2
100990,2025-02,7078.96,2
101381,2025-06,16047.29,2
101806,2025-07,2427.47,2
101222,2024-12,253.14,1
100426,2025-02,2536.58,1
101501,2025-03,488.46,1
100858,2025-07,2563.06,1
101872,2025-03,988.59,1
101526,2025-05,1250.25,2
101681,2025-06,1188.49,1
100917,2025-09,367.29,1
101596,2025-12,1169.18,1
101143,2025-08,7059.15,1
101596,2025-04,1284.40,1
101561,2025-05,2567.50,1
100626,2025-04,687.29,1
100474,2025-06,2040.54,1
100551,2025-06,6710.18,1
100343,2025-07,293.84,1
100627,2025-02,15737.83,3
100276,2025-04,6778.66,1
101834,2025-06,774.63,1
101556,2025-03,2317.90,1
101922,2025-10,10620.94,2
100030,2025-02,368.57,1
100246,2025-01,2848.43,1
100026,2025-04,9651.48,1
101976,2025-03,1192.51,1
101120,2025-11,2099.94,2
100672,2025-07,1136.08,2
101369,2025-11,1971.80,1
100475,2025-10,5371.27,1
101323,2025-08,4357.86,1
101322,2025-12,8070.24,1
100286,2025-07,3772.01,3
101908,2025-04,2972.01,1
101472,2025-08,10565.62,2
100211,2025-02,8934.67,2
101099,2025-02,7188.33,1
100400,2025-06,2192.60,1
100654,2025-05,8307.70,1
101057,2025-06,2054.81,1
100497,2025-10,8159.61,1
101539,2025-09,4183.35,2
101351,2025-08,12152.54,2
100097,2025-05,971.90,1
100365,2025-08,8366.90,1
101752,2025-08,3341.78,1
100462,2025-11,3852.60,1
100027,2025-01,405.25,1
101409,2025-12,12084.57,1
100825,2025-10,6510.98,1
100201,2025-10,3243.42,1
101544,2025-08,4045.47,1
100449,2024-12,1860.95,1
101111,2025-03,3269.49,1
101341,2025-12,7075.77,1
100018,2025-11,4389.59,1
101616,2025-10,4294.63,2
101130,2025-11,14681.81,1
101481,2025-05,5168.92,2
100310,2025-08,2435.24,1
100411,2025-01,5321.45,1
100741,2025-12,4380.10,2
100623,2025-06,10862.31,2
100731,2025-07,3360.24,1
100634,2025-11,4391.21,2
100497,2025-11,3045.14,2
100243,2025-08,1164.87,1
100576,2025-09,469.37,1
101403,2025-07,923.72,1
100514,2025-10,25639.18,3
100206,2025-05,1818.77,1
100393,2025-07,12135.87,2
101044,2025-04,1458.00,1
101828,2025-08,2425.78,2
101550,2025-10,5881.39,1
101366,2025-01,4690.33,2
100717,2025-01,1915.27,1
101998,2025-11,792.32,1
100201,2025-06,3486.22,2
100119,2025-03,7573.22,1
101672,2025-11,7417.57,2
101835,2025-07,1637.27,1
101830,2025-12,497.06,1
100388,2025-09,1906.36,1
101560,2025-04,5170.18,1
101847,2025-09,2870.85,2
101656,2025-05,3987.03,1
100601,2025-01,233.92,1
101343,2025-11,3533.65,1
100711,2025-11,5908.14,2
100981,2025-05,7623.97,2
101203,2025-10,6805.90,2
100856,2025-10,5919.48,3
101391,2025-07,6091.52,1
100075,2025-01,4741.79,1
100648,2025-03,13826.39,1
100649,2025-07,2673.06,1
100495,2025-11,327.03,1
101545,2025-08,1604.75,1
101224,2025-12,6384.35,1
100829,2025-10,1769.64,1
101369,2025-10,2128.73,1
100482,2025-01,1858.43,1
101242,2025-03,3547.85,2
101083,2025-06,5320.80,1
100990,2025-05,696.97,1
101682,2025-10,11302.10,2
100618,2024-12,985.66,1
100549,2025-11,2976.23,1
100645,2025-04,3330.86,1
101244,2025-07,310.60,1
101838,2025-06,3847.18,1
101964,2025-12,1699.07,1
100501,2025-08,7367.63,1
101156,2025-01,2610.07,1
100845,2025-03,309.05,1
100052,2025-02,32.41,1
100449,2025-10,4243.34,1
100061,2025-07,1790.87,1
101046,2025-07,1188.85,1
100043,2025-03,6784.07,2
100819,2025-04,263.01,1
101581,2025-08,11963.18,3
100658,2025-01,7735.20,2
100727,2025-01,20833.56,2
100851,2025-03,672.68,1
100046,2025-01,4941.60,1
101882,2025-06,13929.53,2
100819,2025-01,299.03,1
101047,2025-06,18773.57,3
101680,2025-02,6096.39,2
100088,2025-03,1054.31,1
101197,2025-02,3050.89,1
101599,2025-01,10595.28,2
101142,2025-07,11786.81,3
100734,2025-04,4597.71,1
101691,2025-12,15281.84,2
100177,2025-02,5645.74,2
101018,2025-12,16035.75,1
101855,2025-04,976.60,1
101947,2024-12,327.81,1
101365,2025-07,13261.25,1
101591,2025-07,580.55,1
101082,2025-06,2580.68,1
100900,2025-02,2210.49,1
100437,2025-10,7879.04,3
101451,2025-02,1768.46,1
100425,2025-10,2441.32,1
100967,2025-04,156.53,1
101404,2025-01,815.46,1
100485,2025-11,6264.07,1
101755,2024-12,2277.73,1
101208,2025-08,1199.83,2
101582,2025-08,1611.06,1
100459,2025-09,1174.62,1
101912,2025-12,7428.85,2
100920,2025-03,2704.22,2
101125,2025-03,891.99,1
101579,2025-05,1534.58,1
101038,2025-08,9219.24,1
100747,2025-02,3416.87,1
101896,2025-05,2455.92,1
100050,2025-11,741.08,1
100308,2025-01,2856.40,1
101057,2025-08,11535.83,2
101659,2025-09,3371.14,2
101004,2025-09,2795.96,2
101612,2025-05,29509.27,4
101927,2025-05,2450.41,2
100634,2025-08,1347.53,1
100204,2024-12,2449.73,1
100739,2025-11,1071.37,1
101093,2025-09,107.95,1
101253,2025-06,7710.26,1
101503,2025-04,1960.51,1
100532,2025-12,4892.76,1
100107,2025-11,12851.45,2
100875,2025-01,3504.45,1
101264,2025-11,4853.59,2
100250,2025-04,13183.22,2
100134,2025-01,3611.22,2
101113,2025-11,1349.30,1
101614,2025-11,8901.14,1
101463,2025-10,250.21,1
101321,2025-05,1461.02,1
100406,2025-10,5333.20,1
100101,2025-11,2103.82,1
101384,2025-04,1179.68,1
101870,2025-10,1525.07,1
101647,2024-12,3740.47,1
100692,2025-02,601.94,1
101639,2025-03,2774.85,1
101551,2025-07,3107.33,1
101631,2025-05,4306.78,1
101316,2025-04,3241.29,1
101169,2025-12,356.94,1
100403,2025-02,4448.03,2
100854,2025-07,434.04,1
101629,2025-01,34.67,1
101214,2025-11,10232.53,3
101026,2025-02,2068.96,1
101020,2025-04,3626.83,2
101510,2025-03,1036.91,1
101646,2025-03,2633.82,1
100176,2025-12,4743.67,1
101280,2025-10,1858.61,1
100872,2025-04,3324.00,1
100476,2025-11,10808.07,2
100397,2025-07,691.99,1
101519,2025-01,2264.80,1
100219,2025-01,3497.23,1
100172,2025-05,2566.87,1
100735,2025-08,2094.60,1
101413,2025-07,12701.72,1
100501,2025-11,9966.43,1
101600,2024-12,3308.72,1
101812,2025-02,2026.71,1
100760,2025-08,4928.20,1
101283,2025-02,2517.75,1
101136,2025-06,4053.57,1
100797,2025-10,247.08,1
100929,2025-10,14040.92,3
100722,2025-08,6466.25,1
101043,2025-12,9558.91,2
100214,2025-07,16232.16,2
101333,2025-12,4511.97,2
101274,2025-07,3342.43,2
100487,2025-08,3696.88,1
101405,2025-09,256.82,1
101432,2025-09,12710.22,1
101294,2025-09,4973.58,1
101957,2025-07,21224.17,2
101430,2025-11,6248.69,2
101715,2025-07,55.73,1
101217,2025-11,2578.31,1
100312,2025-12,3983.95,1
100078,2025-03,2408.92,1
100179,2025-01,4900.62,1
100674,2025-04,6184.71,1
101737,2025-12,4980.00,2
100013,2025-03,21093.21,2
100858,2025-05,8512.40,2
100245,2025-02,183.85,1
100032,2025-12,4549.09,2
101459,2025-10,10634.79,2
100256,2025-01,2033.72,1
100018,2025-06,214.69,1
101687,2025-01,6195.07,2
101283,2025-07,10897.51,2
101699,2025-03,18695.97,3
100588,2025-07,6535.96,2
101849,2025-10,2277.08,1
101439,2025-08,6834.39,1
100136,2025-11,2615.42,2
100358,2025-08,4952.58,1
101743,2025-07,16014.53,2
100753,2025-06,4733.63,1
101602,2025-03,1822.70,1
101139,2025-11,916.85,1
101225,2025-10,21033.77,3
101399,2025-11,4268.54,2
100249,2025-09,12571.16,2
100445,2025-08,11331.18,1
100953,2025-03,510.78,1
100277,2025-08,1650.91,1
100111,2025-12,9694.85,2
101986,2025-11,2226.73,1
101866,2025-07,2683.15,1
101496,2025-08,4817.43,1
100745,2024-12,827.39,1
100687,2025-11,13546.25,1
100391,2025-04,6876.22,2
100142,2025-02,9026.96,2
100180,2024-12,4043.45,1
100578,2025-11,137.66,1
101539,2025-05,3405.79,2
100797,2025-08,171.54,1
100268,2025-07,13554.42,2
101259,2025-01,2411.00,1
101300,2025-09,2170.60,1
100552,2025-09,10914.93,1
100632,2025-12,7619.06,2
100274,2025-11,2552.56,1
100742,2025-10,14494.40,1
101086,2025-06,633.98,1
100403,2025-03,3589.66,2
100191,2025-02,1441.67,1
101316,2025-02,19008.94,2
101054,2025-07,2325.98,1
101353,2025-10,81.49,1
101681,2025-10,6369.58,2
100621,2025-12,8353.33,2
100275,2025-11,6637.80,1
101745,2025-07,6169.75,1
100650,2025-03,3124.94,1
101621,2025-10,9133.56,2
100555,2025-03,1140.85,1
101105,2025-12,11087.46,1
101087,2025-10,279.88,1
101913,2025-09,1770.61,1
101953,2025-09,3784.45,1
101878,2025-01,11838.56,2
101856,2025-09,2436.74,1
100566,2025-03,7919.06,1
100585,2025-03,387.48,1
100128,2025-06,1329.55,1
100255,2025-09,5558.52,1
100230,2025-04,2256.93,1
101520,2025-08,234.42,1
101160,2025-03,3164.20,2
100862,2025-01,294.99,1
101478,2025-10,1246.17,1
101936,2025-02,474.89,1
100354,2025-07,1425.16,1
101647,2025-06,902.93,1
101508,2025-03,1175.04,1
101843,2025-09,562.18,1
100145,2025-06,2026.91,1
101982,2025-06,2409.09,1
101056,2025-11,6341.46,1
100259,2025-05,2708.93,1
100086,2025-05,2643.38,2
100842,2025-07,4659.94,1
101971,2025-07,1234.62,1
100264,2025-02,98855.00,1
101855,2025-11,1713.80,1
101565,2025-02,2523.07,1
100391,2025-10,9288.89,3
100231,2025-03,10903.63,1
100900,2025-07,583.94,1
100587,2025-03,9763.68,1
101152,2025-01,17728.88,1
101294,2025-05,2979.53,1
101112,2025-07,4173.87,2
100465,2025-06,6123.20,2
100933,2025-07,6036.76,1
101193,2025-06,2272.38,1
100127,2025-12,3972.67,1
101197,2025-05,3339.73,1
101972,2025-06,1829.48,1
101049,2025-10,6017.34,1
100572,2025-03,748.12,1
100510,2025-08,640.07,1
100487,2025-10,4667.14,1
100890,2025-11,3551.42,1
100578,2025-07,1337.80,1
100949,2025-12,3528.75,1
100405,2025-02,5153.73,1
101049,2025-01,7861.31,2
101106,2025-04,3047.89,1
100363,2025-12,6994.88,2
101390,2025-11,4096.85,3
101083,2025-04,8154.27,2
100550,2025-09,25137.03,3
101658,2025-07,8884.06,2
100291,2025-12,5565.89,1
100788,2025-07,2132.46,1
101960,2025-03,444.43,1
101909,2025-03,3779.94,1
100815,2025-03,2978.24,1
100190,2025-12,1148.83,1
100460,2025-03,115.01,1
101827,2025-02,1029.08,1
100663,2025-09,5199.58,2
101919,2025-10,591.31,1
100232,2025-08,13646.00,1
100473,2025-08,880.36,1
101428,2025-01,9103.73,2
100657,2025-10,2118.70,1
100270,2025-11,2835.05,1
101870,2025-07,9444.04,1
101157,2025-03,11297.40,2
100170,2025-11,1274.59,1
101438,2025-10,873.27,1
100027,2025-07,32858.26,3
100135,2025-06,15126.57,1
100924,2025-03,4132.44,2
100404,2025-02,4479.64,1
100976,2025-08,5226.34,2
101528,2025-10,19475.35,2
101264,2025-10,1130.79,1
100855,2025-03,4714.03,1
101977,2025-01,2016.56,1
100443,2025-05,3699.81,1
100433,2025-09,1826.91,1
101251,2025-08,11861.66,2
100508,2025-10,1441.08,1
101822,2025-07,2345.44,1
101326,2025-03,4318.03,1
100033,2025-05,152.76,1
101025,2025-05,1391.71,1
100361,2025-07,2765.23,1
101218,2025-05,4980.70,2
100605,2025-03,4250.93,1
101863,2025-10,7572.20,2
101331,2025-03,624.13,1
101670,2025-12,4627.85,1
100715,2025-04,3636.58,1
100249,2025-05,1851.93,1
100146,2025-03,631.08,1
101369,2025-04,15708.35,3
101277,2025-11,710.16,1
101357,2025-10,3276.82,1
101199,2025-04,5928.64,1
100124,2025-11,23903.87,2
100762,2025-02,160.67,1
100397,2025-01,4829.61,2
100130,2025-08,15826.41,1
101585,2025-10,5711.15,2
100604,2025-09,4402.06,1
100891,2025-09,2036.31,1
100821,2025-03,1544.41,1
100901,2025-01,4172.82,1
100944,2025-08,15506.14,1
101430,2025-04,336.50,1
100731,2025-11,1919.37,1
101869,2025-07,9883.22,1
100333,2025-07,418.89,1
101626,2025-08,1655.63,1
100955,2025-10,822.55,1
100354,2025-08,678.97,1
101196,2025-03,2541.92,1
101212,2025-08,1658.69,1
100823,2025-04,2367.32,1
101025,2025-01,19083.92,2
101896,2025-11,1849.24,2
100940,2025-02,19711.10,1
100167,2024-12,1606.42,1
100367,2025-09,6388.49,2
100962,2025-01,5044.72,1
101900,2025-02,3761.24,2
100579,2025-04,3745.55,1
101729,2025-09,390.18,1
101619,2025-07,1412.89,1
100949,2025-08,4147.26,1
101460,2025-06,2778.78,1
100206,2025-04,3933.34,1
101072,2025-04,11305.62,2
100543,2025-10,753.50,1
101705,2025-09,1652.31,1
100128,2025-01,3724.85,1
101470,2025-08,1680.17,1
100613,2025-01,16004.29,2
100034,2025-07,16872.65,1
100818,2025-08,4690.25,2
100198,2025-12,3225.89,1
100076,2025-08,2541.52,1
100368,2025-06,7127.50,1
100525,2025-07,113.46,1
100348,2024-12,11695.19,2
100505,2025-04,11071.42,2
100642,2025-01,2502.21,1
100237,2025-08,10144.72,1
101303,2025-11,7624.11,1
101600,2025-12,401.68,1
101455,2025-01,3427.28,1
100137,2025-02,2703.46,1
101292,2025-10,5243.79,1
101763,2025-08,1628.24,2
101224,2025-06,11633.67,2
101165,2025-08,717.70,1
100611,2025-06,829.20,1
100679,2025-09,1619.31,1
101942,2025-10,4291.23,1
101634,2025-08,270.01,1
101846,2025-09,9061.53,3
101854,2025-11,9495.10,3
100838,2025-07,3348.71,1
100937,2025-12,1301.50,1
100354,2025-12,1052.87,1
100577,2025-12,2314.99,1
100846,2025-07,3771.80,1
101352,2025-03,6909.40,2
100558,2025-02,1216.42,1
100848,2025-10,6788.12,2
101917,2025-01,2317.06,1
101254,2025-01,17373.49,3
101331,2025-04,7075.21,1
101742,2025-08,4534.66,1
101169,2025-11,4939.69,3
101175,2025-05,674.56,1
101814,2025-09,10324.67,2
100139,2025-04,1509.08,1
100662,2025-01,795.99,1
101277,2025-05,110.32,1
100063,2024-12,3566.08,2
101095,2025-09,2454.84,1
100989,2025-12,1794.75,1
100161,2025-02,6014.17,2
100129,2025-03,13048.45,2
100580,2025-06,2566.62,1
101950,2025-03,1176.11,1
100224,2025-08,16974.01,3
101781,2025-12,3246.97,1
101477,2025-11,10817.28,2
100982,2025-02,2367.01,3
101938,2025-10,2628.07,1
101407,2025-10,475.74,1
100620,2025-08,852.07,1
100839,2025-01,228.12,1
101164,2025-02,2055.50,1
100576,2025-02,5817.06,1
101157,2025-06,8416.19,3
100198,2025-11,5476.58,2
101903,2025-03,10531.15,2
100509,2025-05,2990.68,2
101971,2025-10,10296.68,1
100893,2025-12,261.61,1
101505,2025-09,5242.94,1
100511,2025-11,1703.83,1
100888,2025-04,2390.55,1
101023,2025-03,7506.55,2
100598,2025-05,14617.54,3
101839,2025-10,18324.16,3
100752,2025-02,11606.60,1
100599,2025-04,7593.18,3
100974,2025-04,5727.03,1
100482,2025-05,242.85,1
100835,2025-06,226.44,1
100171,2025-04,2017.56,1
100016,2025-12,11369.59,2
101758,2025-09,129.73,1
101317,2025-03,4176.08,1
100393,2025-08,1479.52,2
101845,2025-09,10880.76,1
101521,2025-12,1420.26,1
101242,2025-01,5335.40,3
101413,2025-08,9695.86,1
100247,2025-09,2307.92,1
101925,2025-08,1996.27,1
100014,2025-05,9345.71,1
101347,2025-12,1290.31,1
100440,2025-05,2234.50,2
101135,2025-06,3167.78,1
100695,2025-03,2368.22,1
101895,2025-12,223.90,1
100006,2025-02,2583.05,1
101586,2025-10,2892.72,1
100825,2025-01,4146.32,1
101776,2025-02,18945.76,1
101268,2025-09,1916.10,1
101471,2025-10,5297.51,2
101388,2025-03,272.87,1
101390,2025-07,6584.39,2
101945,2025-01,361.60,1
101721,2025-06,9504.35,1
101310,2025-01,1499.67,1
101985,2025-08,1441.51,1
101627,2025-10,2613.88,2
101129,2025-09,10519.50,1
101036,2025-03,13711.00,1
101169,2025-05,12673.02,1
100477,2025-03,4270.21,1
100630,2025-05,412.03,1
100714,2025-05,3214.85,2
101676,2025-08,6894.42,2
100114,2025-07,10037.63,3
100508,2025-06,6134.84,2
101175,2025-06,3354.47,1
100056,2025-12,236.70,2
100381,2025-07,6643.34,2
101180,2025-05,10631.72,1
100951,2025-05,3873.68,1
101845,2025-11,6685.42,1
101156,2025-02,2276.99,1
101186,2025-07,71.45,1
101718,2025-07,212.22,1
101100,2025-03,749.53,1
101860,2025-09,188.53,1
100043,2025-11,5966.63,2
100717,2025-10,3063.28,1
101573,2025-11,1882.54,2
100317,2025-08,10984.83,1
101608,2025-08,1148.84,1
101776,2025-09,4805.45,2
101959,2025-04,14661.76,2
101177,2025-06,5981.73,3
100236,2025-05,1023.65,1
100892,2025-08,1035.89,1
100516,2025-05,6010.68,1
101244,2025-02,2176.61,1
101333,2025-04,10431.75,3
101621,2025-03,3677.39,1
101200,2025-03,1279.63,1
100037,2025-06,84.61,1
100653,2025-10,296.62,1
101454,2025-05,1036.16,1
101933,2025-02,123961.48,2
100746,2025-09,589.13,1
101226,2025-11,7453.93,3
100840,2025-01,984.24,1
101829,2025-09,2509.68,1
100447,2025-08,4852.19,1
101518,2025-08,1082.27,1
100683,2025-01,6346.14,2
101861,2025-10,2766.41,1
101088,2025-05,347.70,1
100792,2025-08,4968.09,1
100783,2025-09,1137.34,1
101267,2025-01,6412.07,2
101550,2025-07,984.45,1
100464,2025-10,4305.73,1
100642,2025-10,5689.78,1
101730,2025-01,8934.15,1
100720,2025-07,9440.62,1
101974,2025-05,3358.61,1
101404,2025-05,1727.71,1
101648,2025-01,7640.41,1
100755,2025-04,3033.17,1
100165,2025-11,2119.80,1
101726,2025-03,522.86,2
100768,2025-02,4424.37,1
101862,2025-07,281.76,1
101241,2025-03,1195.72,1
101006,2025-01,11417.55,1
101298,2025-07,1307.79,1
101075,2025-04,9426.38,1
101397,2025-06,1442.04,1
101693,2025-05,1394.76,1
101386,2025-08,3653.98,1
100566,2024-12,492.88,1
101037,2025-03,26119.02,4
101363,2025-06,5391.14,1
100601,2025-10,10321.80,2
101562,2025-10,9649.87,2
101112,2024-12,9846.83,3
100904,2025-05,444.72,1
101327,2025-08,3010.04,1
101291,2025-08,5921.89,1
101161,2025-11,1556.02,2
101029,2025-06,1541.01,1
100241,2024-12,781.70,1
101018,2025-09,1531.01,1
100808,2025-09,1296.86,1
100978,2025-01,5271.60,2
100517,2025-01,5670.67,2
100897,2025-06,1462.10,1
100782,2025-01,554.39,1
101424,2025-04,2556.38,1
100783,2025-07,8789.99,1
101179,2025-04,461.60,1
100084,2025-07,4894.71,1
101735,2025-05,3201.59,1
101033,2025-07,3108.58,1
100137,2025-07,11665.78,2
100753,2025-11,11320.13,2
100905,2025-02,978.26,1
100712,2025-03,10000.44,2
100155,2025-09,3393.91,1
100407,2025-01,6616.36,2
100786,2024-12,3834.18,1
101248,2025-10,10929.84,1
100579,2025-12,9128.40,2
101207,2025-01,9851.60,1
101218,2025-07,4067.24,2
100553,2025-07,2308.38,1
100395,2025-08,3616.56,1
101937,2025-02,3229.32,1
101686,2025-10,1916.80,1
101619,2025-02,2893.06,1
101332,2025-01,12082.96,2
101889,2025-07,1270.08,1
100809,2025-02,51.65,1
100961,2024-12,2804.26,1
100541,2025-03,19142.90,2
101032,2025-02,195.03,1
100986,2025-11,3503.67,1
100169,2024-12,9929.59,1
100289,2025-07,5080.47,2
101191,2025-10,10381.56,2
101367,2025-12,5870.16,1
101520,2025-09,617.40,1
101168,2025-06,5417.22,1
101436,2025-08,2544.96,1
100739,2025-10,8780.56,1
101841,2025-04,735.05,1
100587,2025-01,3402.53,2
100734,2025-05,966.43,1
101712,2025-09,5539.35,2
100456,2025-05,1812.35,2
100700,2025-04,1164.42,1
100978,2025-11,3656.41,2
101325,2024-12,20591.33,2
100045,2025-05,547.14,1
101917,2025-10,3811.02,2
101040,2025-10,885.66,1
101383,2025-12,6061.45,2
101284,2025-12,80.49,1
101146,2025-06,1608.06,1
100230,2025-02,545.85,1
100636,2025-10,6089.58,1
101807,2025-11,3081.30,2
100592,2025-04,1225.22,1
101269,2025-05,5216.29,2
100858,2025-06,1306.54,1
100390,2025-10,5922.73,1
100391,2025-06,6941.06,3
100327,2025-03,5467.80,3
101238,2025-08,10038.84,2
101887,2025-05,2080.08,1
100746,2025-01,8112.44,1
100366,2025-11,8305.54,1
100081,2025-02,4878.54,2
100805,2025-04,2129.80,1
100821,2025-01,24893.31,2
101099,2025-09,19511.21,2
101550,2025-01,3988.41,1
101755,2025-09,823.29,1
101526,2025-03,6839.58,2
101765,2025-02,10594.08,1
101969,2025-11,1848.35,1
100951,2024-12,4185.90,1
101502,2024-12,2555.55,1
101288,2025-06,1506.89,1
100263,2025-03,1230.85,2
100109,2025-10,3918.43,1
101938,2025-01,8165.92,2
100306,2025-09,119.38,1
101223,2024-12,222.55,1
100225,2025-12,1057.62,1
100963,2025-07,474.71,1
100030,2025-01,801.95,1
100613,2025-12,8336.70,1
101794,2025-11,2764.86,1
100098,2025-04,3394.38,1
101362,2025-12,2129.32,1
100810,2025-02,3401.97,2
101820,2025-05,1002.83,1
101289,2025-04,4781.29,2
100651,2025-09,2228.52,1
100813,2025-01,2848.00,2
101821,2025-01,4149.00,1
101373,2025-12,1812.21,1
101019,2025-04,5827.47,2
100977,2025-11,8047.08,2
101751,2025-06,1341.61,1
101567,2025-10,10241.84,1
101480,2025-07,7408.06,1
101838,2025-10,932.62,1
100087,2025-06,11980.23,2
101086,2025-12,6724.01,1
100921,2025-11,14702.81,1
101410,2025-04,3965.65,1
101814,2025-07,12459.46,2
101482,2025-01,4100.19,1
100585,2025-08,6760.83,1
100817,2025-03,3299.48,1
100931,2025-04,9266.37,1
101659,2025-07,2554.97,1
101292,2025-01,9971.54,2
101917,2025-11,8709.53,1
100796,2025-08,1921.00,1
101957,2025-02,93.65,1
101018,2025-03,419.87,1
101012,2025-03,13058.00,2
100972,2025-03,7228.07,1
100632,2025-08,8836.32,3
100345,2025-09,11345.66,1
100723,2025-12,718.59,1
100900,2025-05,2761.07,2
101683,2025-11,4352.62,2
101101,2025-09,1685.12,1
100135,2025-03,568.87,1
101327,2025-11,5274.86,1
100396,2025-11,3269.20,2
100791,2025-03,15129.87,1
100078,2025-11,5789.54,1
101778,2025-07,6995.05,2
100704,2025-01,912.26,1
100981,2025-07,13941.89,2
101441,2025-02,117.12,1
101265,2025-11,884.68,1
101074,2025-06,131.14,1
100743,2025-07,11888.43,1
101794,2025-08,7180.02,1
100383,2025-07,10635.80,1
100374,2025-07,4870.69,2
101753,2025-09,4252.03,2
100205,2025-10,9383.33,1
101849,2025-09,1912.30,1
100488,2025-05,8351.88,2
101404,2025-02,1169.91,1
101991,2025-10,1182.97,1
100880,2025-10,5644.05,1
101334,2025-11,1036.79,1
100631,2025-10,4190.88,1
100591,2024-12,1186.23,1
101065,2025-04,46.26,1
100532,2025-02,9396.86,1
100521,2025-01,1316.85,1
100824,2025-09,5059.33,1
101176,2024-12,2215.39,1
101335,2025-06,503.87,1
101317,2025-06,3795.74,1
100597,2025-04,921.87,1
100112,2025-01,1188.47,1
101724,2025-08,151.53,2
101135,2025-09,12909.57,4
101198,2025-04,2522.67,1
101845,2025-04,208.36,1
101325,2025-07,822.45,1
101987,2025-03,12214.52,2
101539,2025-11,1161.78,2
100733,2025-05,1202.61,1
101985,2025-05,4537.95,1
101244,2025-08,7549.40,1
101194,2025-06,165.60,1
100317,2025-02,717.87,1
100995,2025-04,1717.91,1
100212,2025-07,1567.45,1
