customer_id,age,gender,city,account_tenure_months,credit_limit,credit_score,utilization_ratio,total_transactions,total_spend,avg_transaction_value,max_transaction_value,total_repayments,total_repaid,avg_payment_delay,max_payment_delay
100472,25,Male,Pune,68,200000.00,791,1.19,6,183779.45,6125.981667,12225.65,5,376985.82,10.0000,30
100473,42,Male,Mumbai,81,75000.00,339,0.27,6,25215.58,2101.298333,4730.99,2,149384.34,20.0000,30
100474,49,Female,Chennai,77,200000.00,658,0.15,5,31704.66,1056.822000,2040.54,6,258668.80,7.5000,30
100475,23,Female,Pune,93,75000.00,873,0.44,9,99121.50,3671.166667,6503.16,3,289062.54,1.6667,5
100476,32,Female,Chennai,85,200000.00,553,0.20,4,114375.15,5718.757500,7932.38,5,217043.36,8.0000,15
100477,46,Female,Hyderabad,119,50000.00,880,0.65,5,15191.57,3038.314000,4270.21,1,26610.65,5.0000,5
100478,36,Male,Kolkata,9,75000.00,697,0.78,7,17655.92,2522.274286,6777.03,1,65454.69,5.0000,5
100479,57,Female,Pune,43,75000.00,469,0.72,6,13355.96,2225.993333,3813.95,1,5425.14,0.0000,0
100480,42,Male,Pune,113,150000.00,810,0.35,8,120075.08,3752.346250,9297.25,4,316121.04,8.7500,15
100481,49,Male,Kolkata,32,200000.00,559,1.10,8,22706.16,2838.270000,6998.46,1,58266.72,10.0000,10
100482,34,Female,Chennai,14,200000.00,883,0.07,9,67474.64,3748.591111,18125.81,2,107874.99,5.0000,10
100483,48,Female,Hyderabad,116,75000.00,758,0.45,8,74196.60,2318.643750,6116.65,4,289489.36,10.0000,30
100484,25,Female,Delhi,21,50000.00,828,0.88,4,69580.53,5798.377500,18109.13,3,92751.08,13.3333,15
100485,67,Male,Kolkata,61,50000.00,640,0.93,3,11849.65,3949.883333,6264.07,1,48853.11,0.0000,0
100486,69,Female,Mumbai,81,300000.00,356,0.53,5,30106.88,1505.344000,3173.16,4,262700.00,13.7500,30
100487,50,Female,Chennai,36,50000.00,517,0.07,4,18676.16,2334.520000,4667.14,2,38656.56,5.0000,10
100488,66,Male,Kolkata,93,200000.00,763,0.76,5,39298.53,2619.902000,6744.74,3,177331.10,5.0000,15
100489,25,Female,Kolkata,19,150000.00,546,0.12,5,129288.75,5171.550000,14318.70,5,192517.20,7.0000,30
100490,32,Male,Pune,114,75000.00,672,0.17,6,12647.37,2107.895000,5230.87,0,NULL,NULL,NULL
100491,36,Female,Mumbai,30,100000.00,716,0.80,2,10884.05,1088.405000,1657.14,5,72811.14,3.0000,15
100492,46,Male,Mumbai,39,150000.00,330,0.41,3,24398.92,2033.243333,2654.17,4,111161.40,1.2500,5
100493,46,Female,Mumbai,72,100000.00,667,0.45,3,10340.93,3446.976667,6491.23,0,NULL,NULL,NULL
100494,68,Female,Kolkata,29,150000.00,858,0.61,4,21973.10,2746.637500,3861.50,2,93555.80,7.5000,15
100495,41,Male,Delhi,111,50000.00,407,1.18,5,14767.90,2953.580000,7767.13,1,31291.40,5.0000,5
100496,59,Male,Bengaluru,78,200000.00,NULL,1.16,2,11963.36,2990.840000,4046.63,2,64926.40,7.5000,15
100497,56,Female,Chennai,31,100000.00,717,0.53,9,137001.81,5074.141111,19095.00,3,335569.59,10.0000,15
100498,53,Male,Bengaluru,25,150000.00,697,0.36,5,58482.60,2924.130000,8022.53,4,276344.35,5.0000,15
100499,50,Male,Kolkata,69,200000.00,571,0.40,4,17281.14,4320.285000,7189.74,1,11295.72,10.0000,10
100500,57,Male,Bengaluru,109,100000.00,415,0.36,5,13712.59,2742.518000,7312.30,1,35704.65,10.0000,10
100501,43,Male,Kolkata,15,75000.00,885,0.66,3,37417.78,6236.296667,9966.43,2,79755.54,2.5000,5
100502,30,Female,Bengaluru,88,150000.00,555,0.75,3,11074.15,3691.383333,5652.08,1,13515.84,5.0000,5
100503,25,Female,Mumbai,72,75000.00,380,0.61,5,16654.05,3330.810000,7808.24,1,10594.05,10.0000,10
100504,56,Male,Hyderabad,29,50000.00,427,0.52,3,23146.38,2571.820000,6860.27,3,93734.01,8.3333,15
100505,54,Male,Mumbai,10,75000.00,534,0.29,5,16314.75,3262.950000,6596.88,1,30320.55,15.0000,15
100506,51,Male,Mumbai,72,75000.00,852,0.60,4,49085.37,4090.447500,9021.71,3,159314.56,13.3333,30
100507,30,Male,Pune,63,300000.00,480,0.44,8,34127.91,4265.988750,12285.48,0,NULL,NULL,NULL
100508,39,Female,Pune,32,150000.00,456,0.67,10,112982.19,3766.073000,10288.61,3,365681.60,15.0000,30
100509,52,Female,Bengaluru,85,50000.00,753,0.83,5,749873.46,49991.564000,237645.00,3,67565.00,5.0000,15
100510,21,Male,Kolkata,118,75000.00,870,0.78,10,51628.76,2581.438000,9614.05,2,268952.10,15.0000,30
100511,25,Male,Mumbai,20,200000.00,323,0.58,7,74189.88,1766.425714,3728.43,6,514572.31,3.3333,10
100512,65,Male,Bengaluru,40,100000.00,772,0.69,4,9507.31,2376.827500,4218.33,0,NULL,NULL,NULL
100513,24,Female,Pune,81,75000.00,699,0.38,3,63140.94,7015.660000,12832.42,3,130126.74,25.0000,30
100514,36,Male,Hyderabad,110,50000.00,891,0.08,14,160380.27,3818.577857,11360.43,3,196978.04,0.0000,0
100515,44,Female,Chennai,58,75000.00,433,0.77,9,267308.70,5940.193333,21765.07,5,362412.09,4.0000,10
100516,36,Male,Bengaluru,49,100000.00,720,0.34,2,27859.05,4643.175000,6010.68,3,79410.40,8.3333,10
100517,22,Female,Hyderabad,31,50000.00,512,0.82,9,27912.40,3101.377778,10431.85,0,NULL,NULL,NULL
100518,69,Male,Chennai,52,150000.00,781,0.91,6,10258.10,1709.683333,3874.35,1,106421.16,0.0000,0
100519,48,Female,Delhi,39,50000.00,647,1.10,2,15880.01,7940.005000,13386.41,0,NULL,NULL,NULL
100520,52,Male,Bengaluru,92,150000.00,465,1.15,6,22725.91,3787.651667,12231.55,1,27662.10,30.0000,30
100521,47,Male,Bengaluru,100,50000.00,647,0.06,6,95078.72,3961.613333,7163.57,4,297074.10,12.5000,30
100522,40,Male,Delhi,55,100000.00,697,1.19,7,36456.18,1736.008571,4853.69,3,208178.74,8.3333,10
100523,44,Female,Delhi,89,100000.00,NULL,0.84,6,56533.29,3140.738333,8883.56,3,238393.56,11.6667,30
100524,32,Male,Bengaluru,17,50000.00,734,0.79,8,125510.36,3922.198750,9335.16,4,267075.92,15.0000,30
100525,55,Female,Delhi,92,75000.00,876,0.07,8,21942.72,1371.420000,4610.31,2,242822.08,0.0000,0
100526,53,Female,Mumbai,9,100000.00,520,1.04,10,132085.44,3302.136000,13862.47,4,405071.80,11.2500,15
100527,53,Male,Chennai,92,150000.00,607,0.22,6,12231.00,679.500000,1918.78,3,196532.76,11.6667,30
100528,63,Male,Chennai,53,150000.00,765,1.01,6,60143.88,5011.990000,8629.48,2,172345.56,10.0000,15
100529,57,Male,Chennai,60,200000.00,398,0.07,7,49762.72,3554.480000,8109.20,2,133851.97,7.5000,10
100530,32,Female,Mumbai,117,300000.00,541,0.79,8,226927.96,7091.498750,22441.47,4,357746.80,1.2500,5
100531,23,Male,Kolkata,6,300000.00,457,0.55,2,8631.68,4315.840000,6827.25,1,26923.12,15.0000,15
100532,21,Female,Delhi,94,300000.00,853,0.28,4,22142.49,5535.622500,9396.86,0,NULL,NULL,NULL
100533,53,Female,Hyderabad,71,150000.00,526,0.17,6,34205.82,5700.970000,9462.01,0,NULL,NULL,NULL
100534,60,Male,Delhi,35,200000.00,722,0.56,9,248974.85,5532.774444,16665.53,5,576285.21,8.0000,15
100535,30,Male,Bengaluru,8,300000.00,371,0.19,7,123096.25,3517.035714,8936.34,5,401138.99,9.0000,30
100536,63,Male,Pune,26,300000.00,542,0.61,2,13302.00,3325.500000,3399.56,2,60395.02,0.0000,0
100537,64,Male,Chennai,94,50000.00,829,0.77,3,35049.52,2920.793333,4082.03,4,158124.18,0.0000,0
100538,49,Male,Delhi,89,50000.00,888,1.00,4,14660.75,3665.187500,5863.49,0,NULL,NULL,NULL
100539,33,Male,Hyderabad,54,50000.00,344,0.83,7,37031.20,2645.085714,10682.67,2,102883.34,0.0000,0
100540,32,Female,Bengaluru,91,75000.00,NULL,0.12,1,5190.60,5190.600000,5190.60,0,NULL,NULL,NULL
100541,51,Female,Mumbai,90,300000.00,670,0.40,12,268244.05,4470.734167,16791.10,5,643013.52,1.0000,5
100542,66,Female,Kolkata,67,75000.00,NULL,0.38,9,71085.40,3949.188889,9140.25,2,152522.55,0.0000,0
100543,22,Male,Mumbai,102,200000.00,321,1.10,3,6275.88,1045.980000,1827.33,2,88681.65,15.0000,30
100544,55,Female,Hyderabad,43,150000.00,471,1.05,3,20700.38,3450.063333,4687.11,2,73818.69,15.0000,30
100545,43,Female,Bengaluru,20,300000.00,NULL,0.48,2,28955.08,7238.770000,13485.00,2,27833.42,2.5000,5
100546,37,Female,Chennai,115,150000.00,376,0.13,3,5295.70,882.616667,1677.05,2,33242.31,10.0000,15
100547,46,Female,Delhi,57,50000.00,580,1.08,2,10545.51,1757.585000,2174.50,3,63855.30,1.6667,5
100548,28,Female,Bengaluru,84,300000.00,663,1.07,6,130973.94,3638.165000,5908.22,6,276513.12,10.0000,30
100549,49,Male,Kolkata,51,100000.00,478,1.03,4,33754.95,1687.747500,2976.23,5,248742.84,10.0000,30
100550,46,Male,Mumbai,30,75000.00,537,1.02,7,120627.60,4308.128571,22388.37,4,377930.42,15.0000,30
100551,30,Female,Kolkata,26,75000.00,434,0.60,6,76392.51,4244.028333,9445.42,3,200366.04,10.0000,30
100552,46,Female,Kolkata,93,300000.00,579,0.25,8,133244.36,4163.886250,10914.93,4,277825.92,16.2500,30
100553,54,Female,Hyderabad,10,50000.00,318,0.60,7,36639.52,2617.108571,10481.03,2,216791.05,12.5000,15
100554,61,Male,Hyderabad,75,75000.00,894,0.62,7,126712.28,4525.438571,13119.38,4,362275.48,8.7500,30
100555,27,Male,Delhi,118,50000.00,670,0.61,7,40287.26,2877.661429,9463.90,2,135016.49,22.5000,30
100556,24,Female,Hyderabad,112,200000.00,411,0.67,6,83347.20,2778.240000,8568.34,5,474398.16,12.0000,30
100557,65,Male,Hyderabad,117,150000.00,520,0.35,6,54295.26,3016.403333,8375.13,3,176458.86,11.6667,30
100558,31,Male,Bengaluru,113,100000.00,603,0.47,4,68542.20,4283.887500,8158.66,4,111259.00,15.0000,30
100559,49,Female,Chennai,52,150000.00,624,0.55,11,49188.15,4471.650000,10308.12,1,150845.53,0.0000,0
100560,56,Male,Delhi,92,150000.00,736,0.20,9,27792.30,3088.033333,8942.62,0,NULL,NULL,NULL
100561,45,Male,Bengaluru,73,200000.00,737,0.57,12,99074.58,4128.107500,13628.20,2,202799.64,5.0000,10
100562,41,Female,Chennai,96,75000.00,469,0.98,7,63574.96,2270.534286,5692.94,4,354264.12,8.7500,30
100563,56,Male,Kolkata,23,100000.00,674,1.00,4,21855.12,1821.260000,3220.93,3,92566.48,5.0000,10
100564,30,Male,Bengaluru,26,75000.00,856,0.52,6,163765.25,5458.841667,12385.07,5,321201.54,11.0000,30
100565,57,Female,Pune,97,300000.00,680,0.65,5,44780.16,4478.016000,10108.23,2,101329.45,10.0000,15
100566,29,Male,Bengaluru,104,150000.00,313,0.09,11,208212.55,2704.059091,7919.06,7,905418.80,7.8571,30
100567,44,Male,Hyderabad,91,300000.00,799,0.83,4,52559.16,3284.947500,7044.99,4,154710.36,10.0000,30
100568,55,Female,Chennai,109,50000.00,690,0.52,7,35606.30,2543.307143,8750.17,2,119537.18,7.5000,10
100569,69,Female,Delhi,28,150000.00,848,0.56,9,78260.56,4347.808889,8491.45,2,88691.85,15.0000,30
100570,55,Female,Delhi,69,75000.00,864,1.05,6,62725.30,2090.843333,4057.72,5,323717.46,1.0000,5
100571,68,Male,Chennai,72,150000.00,829,0.58,4,47990.02,5998.752500,17339.98,2,89882.16,5.0000,10
100572,56,Female,Hyderabad,45,50000.00,791,0.07,6,33255.31,5542.551667,15015.86,1,64419.24,0.0000,0
100573,38,Male,Mumbai,119,200000.00,849,0.31,7,21108.52,3015.502857,4931.57,1,93401.56,30.0000,30
100574,69,Female,Bengaluru,15,300000.00,684,0.60,7,37204.71,1771.652857,3484.91,3,221948.23,0.0000,0
100575,59,Male,Hyderabad,94,300000.00,495,0.54,11,26278.91,2388.991818,6127.68,1,145282.39,30.0000,30
100576,52,Female,Pune,57,75000.00,599,1.04,5,58041.90,1934.730000,5817.06,6,175966.60,10.0000,30
100577,44,Female,Kolkata,118,150000.00,846,0.67,3,14201.23,4733.743333,9486.00,0,NULL,NULL,NULL
100578,43,Female,Chennai,77,75000.00,607,0.84,5,9567.59,1913.518000,6233.36,1,64884.05,10.0000,10
100579,52,Female,Bengaluru,80,200000.00,551,0.59,10,177863.56,4446.589000,11665.00,4,332492.30,13.7500,30
100580,57,Male,Delhi,66,150000.00,NULL,0.56,5,77970.72,3898.536000,12904.17,4,95922.25,15.0000,30
100581,32,Female,Kolkata,69,150000.00,507,0.56,4,32340.08,4042.510000,12162.33,2,119117.76,0.0000,0
100582,69,Female,Mumbai,10,75000.00,430,0.52,6,16944.99,2824.165000,5258.29,1,116606.64,0.0000,0
100583,33,Male,Pune,114,75000.00,325,0.67,4,72101.61,6008.467500,14847.78,3,108091.12,3.3333,10
100584,43,Female,Delhi,58,50000.00,753,0.34,10,42515.88,2125.794000,3707.27,2,329177.80,0.0000,0
100585,45,Male,Chennai,60,200000.00,485,1.07,6,45773.20,3814.433333,6760.83,2,124753.92,15.0000,15
100586,55,Female,Bengaluru,42,50000.00,783,0.43,8,44136.80,2758.550000,4783.12,2,236716.08,0.0000,0
100587,61,Female,Chennai,61,300000.00,350,0.22,5,58252.29,3883.486000,9763.68,3,45413.55,3.3333,5
100588,50,Female,Kolkata,64,150000.00,304,0.16,9,149797.47,5548.054444,21719.92,3,411612.12,6.6667,15
100589,37,Male,Bengaluru,114,75000.00,888,0.07,7,22194.43,3170.632857,6393.46,1,128485.07,15.0000,15
100590,69,Female,Hyderabad,107,150000.00,459,0.54,3,16889.86,2814.976667,7318.22,2,63909.15,0.0000,0
100591,40,Female,Mumbai,98,150000.00,507,0.27,8,66304.86,2762.702500,5586.36,3,321293.44,5.0000,10
100592,68,Female,Hyderabad,74,100000.00,556,0.07,6,26139.38,2178.281667,6445.54,2,92235.12,5.0000,5
100593,45,Male,Hyderabad,78,300000.00,NULL,0.65,2,15941.24,3985.310000,6342.98,2,36346.92,22.5000,30
100594,42,Male,Chennai,64,100000.00,310,0.83,6,93921.24,3913.385000,15995.07,4,249770.58,7.5000,15
100595,33,Female,Kolkata,117,150000.00,307,0.15,6,21751.98,1812.665000,3939.74,2,141015.72,2.5000,5
100596,39,Male,Mumbai,7,75000.00,708,0.58,8,104265.50,2606.637500,5623.72,5,424296.16,6.0000,15
100597,69,Female,Bengaluru,70,150000.00,331,0.91,5,31870.04,3187.004000,4921.73,2,110705.80,7.5000,10
100598,56,Female,Bengaluru,109,300000.00,839,1.18,8,46050.84,2878.177500,9960.57,2,252414.64,15.0000,15
100599,32,Female,Pune,65,100000.00,686,0.82,7,165860.05,4738.858571,15082.62,5,385805.70,8.0000,15
100600,61,Female,Delhi,56,75000.00,527,0.33,5,70899.63,4726.642000,13370.44,3,223482.25,11.6667,15
100601,39,Female,Pune,35,150000.00,774,0.87,4,47864.68,2991.542500,9134.82,4,206875.44,0.0000,0
100602,32,Female,Pune,16,200000.00,NULL,0.74,3,7624.88,635.406667,958.85,4,109845.42,0.0000,0
100603,29,Female,Bengaluru,97,300000.00,617,0.29,3,28734.21,9578.070000,19547.46,1,19814.76,30.0000,30
100604,27,Male,Chennai,113,300000.00,856,1.03,7,51908.84,3707.774286,8290.99,2,153322.96,10.0000,15
100605,48,Male,Hyderabad,81,200000.00,647,0.54,8,215854.86,4496.976250,9769.09,6,530592.80,5.8333,30
100606,34,Male,Kolkata,44,150000.00,533,1.16,5,28720.21,5744.042000,14857.73,0,NULL,NULL,NULL
100607,51,Male,Hyderabad,95,300000.00,343,0.88,8,92805.45,2320.136250,5954.57,5,243537.84,12.0000,30
100608,39,Male,Hyderabad,82,75000.00,441,0.79,7,11439.72,1634.245714,3595.77,0,NULL,NULL,NULL
100609,67,Male,Mumbai,77,150000.00,475,0.89,5,97403.00,4870.150000,10124.87,4,183894.55,8.7500,15
100610,36,Male,Bengaluru,68,150000.00,748,0.60,3,31447.54,5241.256667,6656.22,2,101322.60,10.0000,10
100611,25,Female,Kolkata,69,100000.00,891,0.63,9,28239.86,3137.762222,7208.70,1,86157.18,10.0000,10
100612,55,Female,Chennai,66,300000.00,381,1.03,6,238052.46,6612.568333,21544.78,6,298395.00,10.0000,30
100613,32,Female,Mumbai,59,300000.00,434,0.83,8,44086.06,5510.757500,9172.71,1,78290.96,5.0000,5
100614,45,Female,Delhi,97,200000.00,476,1.08,7,40092.58,2863.755714,9155.51,2,217052.43,20.0000,30
100615,41,Male,Chennai,99,100000.00,682,1.07,4,23647.28,1477.955000,3580.50,4,257048.68,15.0000,30
100616,56,Male,Pune,78,100000.00,542,1.17,5,11436.28,2287.256000,4023.69,0,NULL,NULL,NULL
100617,43,Female,Chennai,108,300000.00,866,0.86,6,58036.26,3224.236667,10112.49,3,133831.80,11.6667,30
100618,36,Female,Chennai,100,150000.00,440,0.63,6,44241.15,1474.705000,4715.87,5,426894.42,15.0000,30
100619,59,Male,Hyderabad,63,100000.00,756,0.24,5,41572.05,2771.470000,6102.32,3,75202.35,5.0000,15
100620,65,Female,Chennai,90,200000.00,739,0.86,8,66490.20,4155.637500,9866.16,2,284691.68,22.5000,30
100621,62,Female,Pune,61,100000.00,355,0.39,6,55935.27,3107.515000,6531.70,3,223948.68,20.0000,30
100622,59,Female,Pune,116,200000.00,826,0.38,6,22144.04,3690.673333,11553.32,1,98128.62,15.0000,15
100623,34,Female,Bengaluru,39,100000.00,718,0.32,11,158658.55,2884.700909,9252.86,5,575419.35,0.0000,0
100624,51,Male,Chennai,36,200000.00,387,1.06,5,19487.11,3897.422000,10900.28,1,74849.30,30.0000,30
100625,25,Female,Hyderabad,57,100000.00,307,1.05,5,24900.57,4980.114000,9865.72,1,66549.35,0.0000,0
100626,55,Female,Chennai,94,100000.00,776,0.78,5,100235.35,4009.414000,11048.52,5,237020.85,1.0000,5
100627,43,Male,Delhi,81,75000.00,NULL,0.59,12,192320.12,4006.669167,8965.64,4,338488.32,6.2500,15
100628,49,Male,Delhi,6,200000.00,851,0.82,3,40753.55,2716.903333,3752.37,5,106904.85,21.0000,30
100629,63,Female,Hyderabad,60,200000.00,796,0.75,7,27721.20,3960.171429,7910.58,0,NULL,NULL,NULL
100630,31,Male,Bengaluru,27,200000.00,802,0.53,4,132318.69,4725.667500,14617.94,7,349720.48,8.5714,30
100631,38,Female,Bengaluru,45,50000.00,544,0.49,8,24433.22,1527.076250,4190.88,2,201482.00,7.5000,15
100632,67,Female,Pune,106,100000.00,777,0.49,8,47725.26,2982.828750,5737.68,2,100883.52,7.5000,15
100633,32,Male,Pune,116,200000.00,608,0.73,7,45867.42,2184.162857,4273.34,3,231396.34,16.6667,30
100634,29,Female,Mumbai,6,300000.00,530,0.79,5,15403.56,1540.356000,3701.59,2,161249.40,15.0000,30
100635,30,Female,Hyderabad,70,50000.00,682,0.57,5,10353.30,2070.660000,4103.63,0,NULL,NULL,NULL
100636,64,Female,Chennai,68,75000.00,454,1.16,5,21229.37,4245.874000,6463.32,1,71718.05,15.0000,15
100637,37,Female,Kolkata,111,200000.00,474,0.15,8,52916.72,3307.295000,6943.36,2,227558.32,7.5000,15
100638,58,Male,Hyderabad,59,200000.00,414,0.45,5,54236.25,2169.450000,4948.26,5,271183.70,5.0000,15
100639,27,Male,Mumbai,47,50000.00,689,0.53,7,92622.51,4410.595714,11738.79,3,235687.69,23.3333,30
100640,66,Female,Pune,26,100000.00,610,0.07,3,8865.71,2955.236667,7543.25,1,43129.50,15.0000,15
100641,33,Male,Hyderabad,84,300000.00,599,0.47,7,173780.12,6206.432857,15267.20,4,273584.85,2.5000,10
100642,60,Female,Hyderabad,86,75000.00,317,0.36,4,63135.96,2630.665000,5689.78,6,249963.88,3.3333,15
100643,62,Female,Pune,27,200000.00,311,0.63,3,10769.43,3589.810000,5213.82,1,46481.28,10.0000,10
100644,29,Female,Mumbai,43,100000.00,NULL,0.44,6,17522.04,2920.340000,4881.08,1,75620.28,15.0000,15
100645,47,Female,Pune,104,300000.00,531,0.89,5,83287.45,3331.498000,6152.15,5,228916.15,12.0000,30
100646,22,Female,Bengaluru,114,300000.00,577,0.64,5,35216.10,3521.610000,10727.84,2,135122.30,15.0000,30
100647,25,Male,Chennai,85,75000.00,NULL,0.20,6,25961.36,2163.446667,3698.69,2,77344.50,15.0000,30
100648,49,Female,Pune,13,150000.00,602,0.91,7,115193.58,5485.408571,13826.39,3,170663.29,20.0000,30
100649,57,Male,Mumbai,67,300000.00,840,0.16,10,60057.45,6005.745000,9427.68,1,26123.80,5.0000,5
100650,58,Male,Delhi,52,150000.00,769,1.01,7,27292.53,3898.932857,8998.04,1,4596.41,30.0000,30
100651,39,Female,Bengaluru,22,300000.00,376,1.12,8,59732.79,2488.866250,6144.98,3,161447.92,5.0000,10
100652,28,Female,Delhi,22,75000.00,820,0.42,3,63578.08,5298.173333,11951.39,4,76124.28,7.5000,30
100653,68,Female,Kolkata,95,50000.00,323,1.12,5,11420.01,2284.002000,7647.27,1,9294.05,5.0000,5
100654,65,Female,Pune,18,75000.00,314,0.96,8,195157.00,6098.656250,11866.69,4,291680.40,8.7500,15
100655,21,Female,Bengaluru,22,75000.00,824,1.11,10,166034.25,3320.685000,10586.63,5,832982.50,6.0000,15
100656,42,Male,Chennai,43,50000.00,646,0.82,11,182916.28,4157.188182,6896.55,4,582334.94,5.0000,15
100657,37,Female,Pune,86,50000.00,471,0.32,9,46699.84,2594.435556,6068.21,2,233501.94,15.0000,15
100658,27,Female,Chennai,117,100000.00,626,1.08,4,11332.61,2833.152500,6412.56,1,43578.08,30.0000,30
100659,45,Male,Hyderabad,83,300000.00,784,0.26,4,22200.81,1850.067500,2724.32,3,104655.36,11.6667,30
100660,65,Male,Delhi,50,100000.00,788,0.30,5,10697.93,2139.586000,4745.72,1,72123.95,5.0000,5
100661,24,Female,Bengaluru,11,50000.00,761,0.36,4,11666.40,2916.600000,6062.80,0,NULL,NULL,NULL
100662,56,Male,Chennai,40,150000.00,677,0.40,7,25456.96,3636.708571,8856.26,0,NULL,NULL,NULL
100663,26,Female,Mumbai,115,150000.00,887,0.64,6,78585.06,2182.918333,3244.99,6,504087.90,0.8333,5
100664,51,Male,Chennai,19,75000.00,463,0.87,10,166693.20,4167.330000,12729.01,4,254093.80,2.5000,5
100665,39,Male,Mumbai,116,200000.00,671,1.12,7,52114.38,3722.455714,12177.12,2,149231.95,7.5000,15
100666,64,Female,Pune,77,75000.00,NULL,0.15,3,24289.64,2024.136667,2302.35,4,169349.76,10.0000,30
100667,59,Male,Bengaluru,66,75000.00,723,1.15,4,9130.60,2282.650000,3787.99,1,17592.64,10.0000,10
100668,47,Male,Chennai,20,200000.00,776,1.11,6,19391.26,1615.938333,4099.36,2,88255.50,5.0000,10
100669,30,Male,Kolkata,59,300000.00,681,0.11,6,22753.80,1896.150000,4854.37,2,203859.06,20.0000,30
100670,46,Male,Chennai,32,50000.00,454,0.46,5,71499.20,2859.968000,4004.72,5,379327.10,5.0000,15
100671,39,Male,Kolkata,18,150000.00,556,0.99,7,220416.12,7872.004286,22765.29,4,200840.29,16.2500,30
100672,59,Male,Bengaluru,118,75000.00,367,0.75,7,18564.21,2652.030000,5074.02,1,94442.81,0.0000,0
100673,23,Female,Chennai,36,200000.00,643,0.95,4,12253.08,1531.635000,2653.49,2,47743.20,15.0000,30
100674,65,Female,Mumbai,40,100000.00,576,0.88,5,11595.97,2319.194000,6184.71,0,NULL,NULL,NULL
100675,33,Male,Chennai,65,75000.00,690,0.62,4,68794.32,5732.860000,10452.42,3,102393.56,10.0000,30
100676,48,Female,Delhi,11,150000.00,748,0.10,2,24221.46,4036.910000,6663.91,3,73205.42,13.3333,30
100677,40,Female,Pune,74,50000.00,558,0.72,6,70744.38,3930.243333,7006.97,3,203278.98,23.3333,30
100678,48,Female,Hyderabad,91,75000.00,606,0.11,4,26275.28,1642.205000,3260.07,4,158613.52,13.7500,30
100679,28,Male,Mumbai,63,75000.00,394,0.74,5,33433.00,3343.300000,11060.76,2,157155.15,2.5000,5
100680,61,Female,Delhi,54,300000.00,763,0.97,6,12292.60,2048.766667,4383.29,1,82342.20,5.0000,5
100681,59,Male,Kolkata,28,200000.00,545,0.72,1,8374.98,4187.490000,4187.49,2,24520.01,10.0000,15
100682,21,Female,Pune,94,100000.00,486,1.20,3,15132.42,2522.070000,3507.49,2,43166.28,7.5000,10
100683,23,Male,Bengaluru,39,100000.00,672,0.57,6,86583.03,4810.168333,10053.75,3,244017.78,1.6667,5
100684,33,Male,Mumbai,31,50000.00,871,0.91,11,91604.73,2775.900909,7180.36,3,230299.63,15.0000,30
100685,48,Female,Hyderabad,52,150000.00,705,0.82,4,35646.30,2970.525000,7900.92,3,127221.08,15.0000,30
100686,69,Female,Pune,10,50000.00,NULL,1.19,7,22073.70,3153.385714,8934.75,1,29323.28,10.0000,10
100687,45,Male,Kolkata,95,75000.00,424,0.87,4,178706.71,6382.382500,13546.25,7,324657.40,12.8571,30
100688,53,Female,Hyderabad,25,75000.00,636,0.24,10,130650.48,3266.262000,5730.41,4,491980.30,11.2500,30
100689,58,Female,Bengaluru,11,100000.00,640,1.15,7,14874.89,2124.984286,3783.89,0,NULL,NULL,NULL
100690,26,Female,Bengaluru,75,150000.00,862,0.82,10,26885.07,2688.507000,8548.22,1,104320.90,0.0000,0
100691,64,Male,Kolkata,64,200000.00,477,0.12,9,90723.84,5040.213333,19020.60,2,217961.19,17.5000,30
100692,65,Male,Mumbai,69,150000.00,469,0.81,2,8587.68,1431.280000,2260.62,3,55811.72,3.3333,10
100693,52,Female,Kolkata,119,75000.00,338,1.07,14,177668.72,3172.655714,13803.63,4,400288.56,7.5000,15
100694,65,Female,Chennai,23,200000.00,368,0.71,4,60706.05,3035.302500,7889.33,5,148894.84,9.0000,30
100695,67,Female,Bengaluru,9,150000.00,535,0.46,9,40219.48,2234.415556,5569.73,2,173142.90,10.0000,10
100696,41,Male,Pune,22,150000.00,859,0.99,4,67238.47,16809.617500,54204.60,1,28323.44,10.0000,10
100697,36,Male,Chennai,19,200000.00,680,0.95,8,184114.68,5753.583750,11012.64,4,305995.04,12.5000,30
100698,41,Female,Delhi,83,75000.00,356,0.68,6,43439.28,3619.940000,9721.27,2,94621.98,15.0000,30
100699,31,Female,Hyderabad,18,150000.00,576,0.23,8,84308.76,3512.865000,5327.45,3,353522.16,3.3333,10
100700,57,Female,Chennai,12,200000.00,398,0.34,6,17198.86,2866.476667,6597.57,1,26292.36,10.0000,10
100701,56,Female,Hyderabad,49,300000.00,826,0.90,10,66538.30,3326.915000,11929.83,2,295944.40,5.0000,10
100702,55,Female,Kolkata,20,300000.00,NULL,0.98,8,48379.38,2015.807500,4750.60,3,68672.80,3.3333,10
100703,39,Female,Chennai,24,75000.00,760,0.37,4,50073.40,3129.587500,7329.32,4,180161.60,8.7500,30
100704,40,Male,Kolkata,68,200000.00,478,0.47,6,13118.88,2186.480000,4609.56,1,90531.96,15.0000,15
100705,38,Female,Delhi,112,300000.00,873,0.14,4,13762.74,1146.895000,1851.20,3,133112.80,8.3333,15
100706,67,Male,Bengaluru,116,200000.00,418,0.87,4,7498.00,1874.500000,5783.03,1,48023.28,15.0000,15
100707,61,Female,Delhi,113,150000.00,768,0.05,7,20225.44,2889.348571,5785.76,1,80022.11,10.0000,10
