repayment_id,customer_id,payment_date,payment_amount,payment_delay_days
801347,100354,"2025-04-28 14:16:23.313428",3583.46,0
801348,101579,"2025-08-19 14:16:23.313430",11476.93,0
801349,101744,"2025-10-30 14:16:23.313432",19008.25,0
801350,100260,"2025-11-14 14:16:23.313434",17973.43,0
801351,101730,"2025-07-17 14:16:23.313436",6813.20,30
801352,100591,"2025-08-10 14:16:23.313438",17361.05,5
801353,101010,"2025-10-23 14:16:23.313440",19103.45,10
801354,100579,"2025-09-09 14:16:23.313441",6236.26,10
801355,101672,"2025-08-05 14:16:23.313443",18153.06,10
801356,101027,"2025-11-12 14:16:23.313446",19949.87,0
801357,100340,"2025-07-03 14:16:23.313448",16054.60,0
801358,100969,"2025-05-26 14:16:23.313450",8109.35,5
801359,101652,"2025-03-11 14:16:23.313452",12366.56,10
801360,100094,"2025-09-25 14:16:23.313454",7601.64,0
801361,101744,"2025-10-04 14:16:23.313456",19921.25,15
801362,100015,"2025-09-19 14:16:23.313457",1823.14,0
801363,101134,"2025-08-19 14:16:23.313459",17915.07,10
801364,100325,"2025-09-10 14:16:23.313461",1953.69,0
801365,101245,"2025-01-27 14:16:23.313463",1322.86,0
801366,101294,"2025-03-21 14:16:23.313465",18828.82,0
801367,100874,"2025-10-04 14:16:23.313468",17412.00,0
801368,101459,"2024-12-30 14:16:23.313470",7550.45,30
801369,100670,"2025-08-03 14:16:23.313472",19171.88,0
801370,100093,"2025-04-01 14:16:23.313475",17306.21,10
801371,100996,"2025-05-20 14:16:23.313476",18088.67,30
801372,100335,"2025-11-05 14:16:23.313477",12104.75,10
801373,100811,"2025-09-11 14:16:23.313478",19187.41,5
801374,101524,"2025-03-07 14:16:23.313480",16286.85,30
801375,100163,"2025-10-05 14:16:23.313481",18829.08,0
801376,100893,"2025-08-12 14:16:23.313482",5989.46,0
801377,101409,"2025-11-16 14:16:23.313483",10875.90,15
801378,100411,"2025-05-16 14:16:23.313484",17419.43,30
801379,100367,"2025-03-20 14:16:23.313485",11804.72,30
801380,101319,"2024-12-19 14:16:23.313487",16121.42,0
801381,100318,"2025-10-12 14:16:23.313491",19475.39,5
801382,101278,"2025-05-01 14:16:23.313493",16188.98,0
801383,101854,"2025-04-27 14:16:23.313495",6649.51,0
801384,101808,"2025-07-17 14:16:23.313497",2814.64,30
801385,100488,"2025-12-06 14:16:23.313499",5818.56,0
801386,100549,"2025-11-11 14:16:23.313501",13424.43,15
801387,100895,"2025-07-01 14:16:23.313503",713.42,0
801388,101443,"2025-02-08 14:16:23.313505",4199.52,5
801389,101951,"2025-12-06 14:16:23.313507",6874.60,0
801390,101717,"2025-06-27 14:16:23.313509",17566.89,10
801391,100186,"2025-05-07 14:16:23.313511",1494.58,10
801392,100024,"2025-07-16 14:16:23.313513",1473.76,30
801393,101868,"2025-01-18 14:16:23.313515",11259.76,10
801394,100141,"2025-12-11 14:16:23.313517",3966.44,15
801395,100427,"2025-04-26 14:16:23.313520",5223.20,5
801396,101147,"2025-11-10 14:16:23.313522",4092.60,5
801397,100024,"2025-02-23 14:16:23.313523",11841.34,0
801398,101826,"2025-04-18 14:16:23.313524",1583.18,0
801399,100476,"2025-08-17 14:16:23.313525",18830.00,15
801400,101486,"2025-07-16 14:16:23.313526",2901.20,15
801401,100846,"2025-02-23 14:16:23.313527",19056.11,10
801402,101710,"2025-04-16 14:16:23.313528",15673.52,30
801403,101454,"2024-12-20 14:16:23.313530",16646.31,15
801404,101255,"2025-11-07 14:16:23.313531",3869.76,0
801405,101680,"2025-03-28 14:16:23.313535",13558.12,0
801406,101368,"2025-09-01 14:16:23.313536",16432.91,10
801407,101046,"2025-05-06 14:16:23.313537",11381.69,30
801408,101759,"2025-06-27 14:16:23.313538",11245.96,0
801409,100121,"2025-09-04 14:16:23.313539",3608.56,5
801410,101246,"2025-01-03 14:16:23.313540",8577.53,0
801411,100982,"2025-01-14 14:16:23.313541",3435.53,5
801412,101253,"2025-06-19 14:16:23.313542",19470.73,10
801413,100016,"2025-09-16 14:16:23.313543",13854.58,5
801414,101308,"2025-08-21 14:16:23.313544",1444.23,0
801415,100001,"2025-08-19 14:16:23.313546",9796.97,30
801416,100266,"2025-06-14 14:16:23.313550",12940.30,30
801417,101551,"2025-03-24 14:16:23.313552",2364.99,15
801418,101970,"2025-01-10 14:16:23.313554",13467.28,0
801419,101872,"2025-12-02 14:16:23.313556",3957.45,0
801420,101556,"2025-11-16 14:16:23.313558",8453.65,30
801421,100250,"2025-01-06 14:16:23.313560",12698.30,0
801422,100276,"2025-09-14 14:16:23.313563",7618.56,5
801423,101029,"2025-09-03 14:16:23.313565",7927.24,30
801424,101837,"2025-06-26 14:16:23.313567",16950.50,5
801425,101260,"2025-01-26 14:16:23.313569",6530.66,5
801426,101558,"2025-03-02 14:16:23.313571",13276.29,10
801427,101849,"2025-01-21 14:16:23.313573",17058.48,10
801428,101720,"2025-11-11 14:16:23.313575",3476.66,0
801429,101980,"2025-11-26 14:16:23.313579",1395.60,0
801430,100223,"2025-05-14 14:16:23.313582",16597.91,0
801431,101574,"2025-09-23 14:16:23.313583",11247.05,0
801432,100940,"2025-02-05 14:16:23.313584",16640.18,15
801433,101509,"2025-11-06 14:16:23.313585",4654.19,0
801434,101436,"2025-07-30 14:16:23.313586",16736.33,0
801435,101054,"2025-05-17 14:16:23.313587",2358.55,10
801436,100472,"2025-07-11 14:16:23.313588",17722.46,5
801437,100513,"2025-03-14 14:16:23.313590",16539.41,30
801438,101365,"2025-06-30 14:16:23.313591",11563.03,10
801439,100164,"2025-07-11 14:16:23.313592",12362.63,5
801440,100299,"2025-04-22 14:16:23.313593",7243.96,30
801441,100974,"2024-12-25 14:16:23.313594",4431.52,5
801442,100453,"2025-07-15 14:16:23.313595",9381.04,10
801443,100638,"2025-04-30 14:16:23.313596",13320.32,0
801444,101854,"2025-05-10 14:16:23.313597",19970.06,5
801445,101913,"2025-01-15 14:16:23.313598",16436.43,10
801446,100480,"2025-07-01 14:16:23.313600",8969.00,0
801447,100074,"2025-03-08 14:16:23.313601",14993.33,0
801448,100308,"2025-04-19 14:16:23.313602",2606.93,5
801449,100075,"2024-12-25 14:16:23.313603",8593.20,0
801450,100386,"2025-07-09 14:16:23.313604",8786.03,5
801451,101373,"2025-08-26 14:16:23.313605",19977.06,30
801452,101298,"2025-03-25 14:16:23.313606",8124.79,15
801453,101324,"2025-09-18 14:16:23.313607",2123.99,0
801454,100956,"2025-02-25 14:16:23.313609",1810.95,0
801455,100746,"2024-12-26 14:16:23.313610",14118.50,5
801456,101078,"2025-02-13 14:16:23.313611",6137.32,30
801457,101734,"2025-02-03 14:16:23.313612",17443.81,10
801458,100459,"2025-01-27 14:16:23.313613",9917.48,15
801459,101564,"2025-02-04 14:16:23.313614",6942.26,15
801460,101839,"2025-01-12 14:16:23.313615",15302.73,15
801461,101863,"2025-02-19 14:16:23.313617",8641.88,0
801462,101598,"2025-04-29 14:16:23.313618",14878.97,0
801463,100660,"2025-10-07 14:16:23.313619",14424.79,5
801464,100312,"2025-09-02 14:16:23.313620",14602.62,0
801465,100268,"2025-10-29 14:16:23.313622",17213.88,0
801466,101520,"2024-12-22 14:16:23.313623",17043.79,30
801467,100154,"2025-12-16 14:16:23.313624",13459.86,5
801468,101219,"2025-10-13 14:16:23.313625",19160.76,5
801469,100479,"2024-12-25 14:16:23.313626",904.19,0
801470,101879,"2025-06-30 14:16:23.313627",18643.25,30
801471,101471,"2025-05-17 14:16:23.313628",3390.94,15
801472,101128,"2025-08-02 14:16:23.313630",4627.04,10
801473,101800,"2025-06-20 14:16:23.313631",16439.28,15
801474,101097,"2025-01-04 14:16:23.313632",8308.49,15
801475,101098,"2025-05-21 14:16:23.313633",8793.55,30
801476,101120,"2025-03-09 14:16:23.313634",5593.93,0
801477,101264,"2025-12-16 14:16:23.313635",4876.60,15
801478,101414,"2025-07-14 14:16:23.313636",2571.69,5
801479,101674,"2025-02-13 14:16:23.313637",4337.04,0
801480,101132,"2025-07-29 14:16:23.313638",11551.55,30
801481,100027,"2025-11-20 14:16:23.313639",14278.87,15
801482,101125,"2025-04-05 14:16:23.313640",14907.37,0
801483,100861,"2025-02-21 14:16:23.313642",7717.40,0
801484,100118,"2025-04-14 14:16:23.313643",18478.12,0
801485,101607,"2025-01-16 14:16:23.313644",6910.20,10
801486,101050,"2025-09-24 14:16:23.313645",2667.16,0
801487,100149,"2025-04-19 14:16:23.313646",18931.84,0
801488,100681,"2025-05-26 14:16:23.313647",11043.20,15
801489,101695,"2025-03-20 14:16:23.313648",19441.84,30
801490,101165,"2025-03-22 14:16:23.313649",8176.50,0
801491,101177,"2025-10-31 14:16:23.313651",15269.17,10
801492,101515,"2025-11-02 14:16:23.313652",2643.77,10
801493,100761,"2025-06-24 14:16:23.313654",17154.54,0
801494,100182,"2025-03-23 14:16:23.313657",3828.65,0
801495,101226,"2025-05-04 14:16:23.313660",1839.24,0
801496,101094,"2024-12-27 14:16:23.313662",2406.19,10
801497,100182,"2025-04-08 14:16:23.313664",11368.82,15
801498,100172,"2025-04-16 14:16:23.313666",6191.53,0
801499,100541,"2025-11-26 14:16:23.313668",19238.61,0
801500,101857,"2025-11-26 14:16:23.313670",17127.19,0
801501,100354,"2025-05-08 14:16:23.313672",16164.50,0
801502,100153,"2025-01-05 14:16:23.313674",16287.95,0
801503,100600,"2025-06-02 14:16:23.313677",17868.21,15
801504,100384,"2025-05-01 14:16:23.313680",17371.60,5
801505,100732,"2025-01-20 14:16:23.313682",18600.05,30
801506,100919,"2025-01-16 14:16:23.313684",18720.14,10
801507,101334,"2025-05-02 14:16:23.313687",6317.27,0
801508,101893,"2025-06-04 14:16:23.313688",4781.50,15
801509,101856,"2025-04-28 14:16:23.313690",13040.41,0
801510,101048,"2025-03-02 14:16:23.313692",2904.96,0
801511,101121,"2025-03-28 14:16:23.313694",4617.33,0
801512,100553,"2025-07-14 14:16:23.313697",15572.66,10
801513,101323,"2025-11-21 14:16:23.313699",13162.04,15
801514,101092,"2025-05-08 14:16:23.313702",13191.61,30
801515,100360,"2025-05-30 14:16:23.313703",19037.45,15
801516,101931,"2025-09-20 14:16:23.313704",13518.68,0
801517,100775,"2025-02-06 14:16:23.313705",8900.74,15
801518,100873,"2025-07-01 14:16:23.313706",5966.48,0
801519,101086,"2025-02-27 14:16:23.313707",7101.83,0
801520,100717,"2025-01-07 14:16:23.313708",5917.36,10
801521,100659,"2024-12-20 14:16:23.313710",1182.27,0
801522,100494,"2025-06-21 14:16:23.313711",5600.69,0
801523,100423,"2025-02-21 14:16:23.313712",16789.72,0
801524,100840,"2025-11-25 14:16:23.313713",14700.47,30
801525,101403,"2025-05-30 14:16:23.313715",12625.85,0
801526,100254,"2025-01-26 14:16:23.313719",18093.00,10
801527,101786,"2025-10-02 14:16:23.313721",5650.44,0
801528,100260,"2025-05-09 14:16:23.313723",11764.85,10
801529,101152,"2025-01-27 14:16:23.313725",1110.87,0
801530,100522,"2025-06-13 14:16:23.313727",17894.13,10
801531,101923,"2025-04-11 14:16:23.313729",9230.87,10
801532,100421,"2025-08-09 14:16:23.313731",3968.49,5
801533,101552,"2025-11-25 14:16:23.313733",5166.67,30
801534,100579,"2025-11-11 14:16:23.313735",17040.66,30
801535,100415,"2025-11-30 14:16:23.313737",2621.72,30
801536,101028,"2024-12-28 14:16:23.313739",18541.45,15
801537,100917,"2025-04-01 14:16:23.313741",7782.52,15
801538,100205,"2025-11-07 14:16:23.313743",5396.16,10
801539,100468,"2025-01-04 14:16:23.313745",6971.24,30
801540,100081,"2025-01-14 14:16:23.313747",8475.17,0
801541,101090,"2025-10-07 14:16:23.313749",11188.21,0
801542,100756,"2025-07-31 14:16:23.313751",11942.75,15
801543,100266,"2025-05-18 14:16:23.313754",9232.48,0
801544,100750,"2025-12-12 14:16:23.313757",9204.10,15
801545,101766,"2025-08-21 14:16:23.313758",6063.35,30
801546,101763,"2025-10-10 14:16:23.313759",7984.29,0
801547,100474,"2025-10-02 14:16:23.313760",9609.20,0
801548,101509,"2025-03-17 14:16:23.313761",12152.97,10
801549,100152,"2025-01-01 14:16:23.313763",3048.65,30
801550,100553,"2025-09-17 14:16:23.313764",15397.49,15
801551,100486,"2025-07-18 14:16:23.313765",13771.14,30
801552,101826,"2025-11-30 14:16:23.313766",6325.97,30
801553,101614,"2025-01-29 14:16:23.313767",9457.21,10
801554,100570,"2025-11-13 14:16:23.313768",18965.12,0
801555,100628,"2025-09-07 14:16:23.313769",899.31,30
801556,100760,"2025-03-22 14:16:23.313770",16321.36,10
801557,101071,"2025-02-14 14:16:23.313771",10478.63,15
801558,101748,"2025-03-16 14:16:23.313773",12566.84,15
801559,101794,"2025-04-03 14:16:23.313774",13848.38,15
801560,101047,"2025-11-13 14:16:23.313775",9392.39,10
801561,101398,"2025-12-10 14:16:23.313776",4241.26,0
801562,101771,"2025-04-03 14:16:23.313777",18237.02,0
801563,100708,"2025-02-11 14:16:23.313778",14933.72,10
801564,101380,"2025-06-01 14:16:23.313779",11412.00,5
801565,101056,"2025-07-31 14:16:23.313780",9244.90,0
801566,101495,"2025-11-29 14:16:23.313781",10236.97,0
801567,100837,"2025-09-24 14:16:23.313783",16559.00,15
801568,100174,"2025-11-26 14:16:23.313784",743.82,0
801569,100564,"2025-04-27 14:16:23.313785",17374.03,0
801570,100684,"2025-03-07 14:16:23.313786",1411.66,15
801571,100966,"2025-01-14 14:16:23.313787",12510.30,15
801572,101521,"2025-08-11 14:16:23.313788",6995.89,10
801573,100722,"2025-10-27 14:16:23.313789",13725.61,10
801574,101336,"2025-11-19 14:16:23.313790",2168.09,0
801575,101748,"2025-02-03 14:16:23.313791",11346.53,10
801576,101221,"2025-11-19 14:16:23.313793",17177.07,5
801577,101831,"2025-08-07 14:16:23.313794",10145.44,0
801578,101021,"2025-05-21 14:16:23.313795",2144.76,0
801579,101026,"2025-11-26 14:16:23.313796",1228.88,0
801580,101072,"2025-06-24 14:16:23.313797",12613.43,0
801581,101037,"2025-08-21 14:16:23.313798",1855.85,0
801582,101916,"2025-08-04 14:16:23.313799",1890.13,0
801583,101427,"2025-09-27 14:16:23.313800",8796.07,0
801584,101741,"2024-12-19 14:16:23.313801",4585.41,0
801585,101217,"2025-10-11 14:16:23.313803",4481.82,30
801586,100792,"2025-11-08 14:16:23.313804",9879.04,0
801587,101283,"2025-09-18 14:16:23.313805",5975.63,0
801588,101960,"2025-07-19 14:16:23.313806",4775.70,30
801589,100246,"2025-05-10 14:16:23.313807",10531.08,10
801590,101598,"2025-10-03 14:16:23.313808",6172.23,0
801591,100431,"2025-04-27 14:16:23.313809",2064.30,5
801592,100566,"2025-07-30 14:16:23.313810",13813.41,0
801593,100480,"2025-09-19 14:16:23.313811",11919.36,15
801594,100257,"2025-10-14 14:16:23.313812",4636.28,30
801595,100534,"2025-07-16 14:16:23.313813",11853.80,15
801596,100107,"2025-05-17 14:16:23.313814",19134.00,15
801597,100175,"2024-12-21 14:16:23.313815",19151.33,15
801598,100468,"2024-12-25 14:16:23.313816",10872.88,10
801599,101910,"2025-08-01 14:16:23.313818",2411.58,10
801600,100526,"2025-05-01 14:16:23.313819",9434.62,15
801601,100818,"2025-11-06 14:16:23.313820",1026.18,15
801602,100151,"2025-04-26 14:16:23.313821",8596.42,0
801603,101299,"2025-09-23 14:16:23.313822",18233.67,30
801604,100823,"2025-01-04 14:16:23.313823",9615.15,15
801605,101061,"2025-07-05 14:16:23.313824",11234.50,15
801606,100280,"2025-06-03 14:16:23.313825",3581.71,0
801607,101621,"2025-01-07 14:16:23.313826",805.19,30
801608,100947,"2025-10-17 14:16:23.313827",19870.99,15
801609,101970,"2025-11-14 14:16:23.313828",7096.02,15
801610,100430,"2025-03-11 14:16:23.313830",5947.32,0
801611,101859,"2025-05-01 14:16:23.313832",11639.99,0
801612,101615,"2025-02-11 14:16:23.313836",15033.71,5
801613,100319,"2025-07-04 14:16:23.313838",5402.45,10
801614,101194,"2025-05-19 14:16:23.313840",10720.42,0
801615,100070,"2025-03-16 14:16:23.313842",6986.39,5
801616,101111,"2025-10-25 14:16:23.313844",9878.83,30
801617,100056,"2025-06-17 14:16:23.313846",3645.54,15
801618,100166,"2025-05-11 14:16:23.313848",10447.31,30
801619,100630,"2025-09-11 14:16:23.313850",1423.27,5
801620,100796,"2025-10-16 14:16:23.313852",16879.95,30
801621,101259,"2025-11-06 14:16:23.313854",12739.36,5
801622,100921,"2025-04-13 14:16:23.313856",18859.06,30
801623,101421,"2025-08-30 14:16:23.313857",12194.77,15
801624,100319,"2025-07-17 14:16:23.313858",4052.24,0
801625,101838,"2025-06-04 14:16:23.313859",9938.99,30
801626,100531,"2025-07-23 14:16:23.313860",13461.56,15
801627,100006,"2025-05-22 14:16:23.313861",7797.36,5
801628,101745,"2025-04-19 14:16:23.313862",11276.67,0
801629,100457,"2025-09-02 14:16:23.313863",3672.43,0
801630,100237,"2025-12-13 14:16:23.313864",15653.92,0
801631,101885,"2025-07-27 14:16:23.313865",18235.83,5
801632,100450,"2025-08-03 14:16:23.313867",6640.09,5
801633,100895,"2025-03-12 14:16:23.313868",15969.96,10
801634,101137,"2025-07-05 14:16:23.313869",2292.94,30
801635,100491,"2025-08-04 14:16:23.313870",5310.74,0
801636,101332,"2025-08-12 14:16:23.313871",9506.47,10
801637,100448,"2025-10-14 14:16:23.313872",8034.94,15
801638,101181,"2025-03-04 14:16:23.313873",12582.70,0
801639,101004,"2025-08-12 14:16:23.313874",11478.21,30
801640,101857,"2025-06-04 14:16:23.313875",2201.80,0
801641,101422,"2025-09-27 14:16:23.313876",3068.04,10
801642,100638,"2025-03-01 14:16:23.313877",1508.38,0
801643,100202,"2025-09-25 14:16:23.313879",19075.83,0
801644,101759,"2025-07-19 14:16:23.313880",13084.21,0
801645,100581,"2025-06-12 14:16:23.313881",17183.90,0
801646,101477,"2025-05-21 14:16:23.313882",11054.65,0
801647,100859,"2025-11-20 14:16:23.313883",4279.84,0
801648,100119,"2025-10-19 14:16:23.313884",12718.72,30
801649,101976,"2025-09-15 14:16:23.313885",10354.11,0
801650,100664,"2025-01-17 14:16:23.313886",8459.75,5
801651,101558,"2025-08-26 14:16:23.313887",7750.20,0
801652,101675,"2025-01-23 14:16:23.313889",13176.49,0
801653,100943,"2025-08-16 14:16:23.313890",12546.35,0
801654,100623,"2025-11-09 14:16:23.313891",3455.54,0
801655,101673,"2025-04-05 14:16:23.313892",16416.33,15
801656,100912,"2025-12-05 14:16:23.313893",12903.78,5
801657,100179,"2025-05-04 14:16:23.313895",10948.27,10
801658,100630,"2025-06-07 14:16:23.313896",15103.89,0
801659,100641,"2025-11-06 14:16:23.313897",3496.49,0
801660,100699,"2025-06-16 14:16:23.313898",18434.47,0
801661,100952,"2025-11-13 14:16:23.313899",5776.45,30
801662,101535,"2025-11-11 14:16:23.313900",5623.77,0
801663,100492,"2025-10-04 14:16:23.313901",16390.60,5
801664,101616,"2025-04-12 14:16:23.313902",7012.83,30
801665,101736,"2025-08-13 14:16:23.313903",16698.81,15
801666,100942,"2025-11-28 14:16:23.313904",6896.19,15
801667,101350,"2025-05-16 14:16:23.313905",11238.42,30
801668,100396,"2025-04-15 14:16:23.313906",5001.48,0
801669,101609,"2025-05-24 14:16:23.313907",14764.65,30
801670,101535,"2025-07-20 14:16:23.313908",3755.35,10
801671,100789,"2025-02-08 14:16:23.313909",18038.91,10
801672,101661,"2025-07-05 14:16:23.313910",7747.15,30
801673,101691,"2025-02-18 14:16:23.313911",9695.70,5
801674,101206,"2025-09-01 14:16:23.313913",968.43,10
801675,101969,"2025-01-03 14:16:23.313914",19527.90,0
801676,101129,"2025-08-12 14:16:23.313915",16356.92,0
801677,101915,"2025-07-13 14:16:23.313916",9216.67,15
801678,101521,"2025-01-03 14:16:23.313917",18445.10,5
801679,100333,"2025-04-26 14:16:23.313918",18655.66,10
801680,100658,"2025-08-18 14:16:23.313919",10894.52,30
801681,101397,"2025-02-22 14:16:23.313920",5060.09,15
801682,100000,"2025-04-29 14:16:23.313921",9998.65,5
801683,101498,"2025-09-27 14:16:23.313922",6833.57,5
801684,100451,"2025-10-15 14:16:23.313923",9235.72,0
801685,100183,"2025-12-12 14:16:23.313924",18272.14,0
801686,101111,"2024-12-31 14:16:23.313925",5995.77,5
801687,101933,"2025-03-06 14:16:23.313926",16859.85,15
801688,100703,"2025-05-28 14:16:23.313928",18738.37,0
801689,101508,"2025-09-22 14:16:23.313929",16198.53,10
801690,101622,"2025-07-14 14:16:23.313930",10781.44,5
801691,100580,"2025-09-12 14:16:23.313931",11497.56,0
801692,100339,"2024-12-24 14:16:23.313932",16482.88,10
801693,100917,"2025-05-12 14:16:23.313933",1367.77,0
801694,100621,"2025-05-22 14:16:23.313934",14850.63,30
801695,101919,"2025-09-01 14:16:23.313935",10812.92,0
801696,101895,"2025-05-18 14:16:23.313936",8244.18,15
801697,100171,"2025-07-23 14:16:23.313938",15455.09,30
801698,100377,"2025-05-24 14:16:23.313939",5691.82,5
801699,100176,"2025-10-21 14:16:23.313940",17962.91,0
801700,100610,"2025-04-18 14:16:23.313941",13925.51,10
801701,100035,"2025-10-22 14:16:23.313942",12398.03,15
801702,101476,"2025-10-08 14:16:23.313944",10700.85,15
801703,100224,"2025-04-02 14:16:23.313945",4648.77,30
801704,100855,"2025-11-06 14:16:23.313946",12530.43,15
801705,100929,"2024-12-25 14:16:23.313947",14635.82,5
801706,101316,"2025-11-14 14:16:23.313948",727.95,0
801707,101496,"2025-03-19 14:16:23.313949",7645.17,0
801708,101276,"2024-12-30 14:16:23.313950",16733.05,0
801709,101074,"2025-06-08 14:16:23.313951",12828.11,10
801710,101316,"2025-07-29 14:16:23.313952",12497.77,5
801711,100152,"2025-03-26 14:16:23.313954",4957.95,15
801712,101877,"2025-08-19 14:16:23.313955",12825.73,0
801713,100748,"2025-04-08 14:16:23.313956",15829.93,10
801714,101284,"2025-04-09 14:16:23.313957",8334.25,30
801715,101671,"2025-03-29 14:16:23.313958",4050.80,0
801716,100765,"2025-02-05 14:16:23.313959",2006.85,15
801717,100820,"2025-02-23 14:16:23.313960",10361.07,0
801718,100104,"2025-07-27 14:16:23.313961",13835.24,5
801719,100366,"2025-04-11 14:16:23.313963",3671.47,5
801720,101306,"2025-07-04 14:16:23.313964",8718.15,0
801721,101340,"2025-09-08 14:16:23.313968",11588.54,0
801722,101506,"2025-01-01 14:16:23.313970",3539.24,0
801723,100832,"2025-11-06 14:16:23.313972",5762.85,0
801724,101107,"2025-09-13 14:16:23.313974",12364.06,15
801725,101734,"2025-03-07 14:16:23.313976",14637.97,30
801726,101023,"2025-06-23 14:16:23.313978",12901.87,0
801727,101068,"2025-04-20 14:16:23.313981",14415.87,0
801728,101410,"2025-05-05 14:16:23.313983",11839.34,0
801729,101212,"2025-02-20 14:16:23.313985",16798.74,0
801730,100489,"2025-03-06 14:16:23.313988",16621.35,30
801731,100049,"2025-11-02 14:16:23.313990",16026.83,0
801732,100815,"2025-11-02 14:16:23.313992",11721.43,0
801733,100200,"2025-05-07 14:16:23.313994",19885.54,0
801734,100174,"2025-12-13 14:16:23.313996",1262.68,0
801735,100141,"2025-03-27 14:16:23.313998",4315.24,0
801736,101298,"2025-08-30 14:16:23.314006",16273.11,0
801737,100189,"2025-04-19 14:16:23.314010",16612.70,15
801738,101157,"2025-07-20 14:16:23.314011",16465.68,0
801739,101926,"2025-12-11 14:16:23.314012",17517.92,5
801740,101636,"2025-02-07 14:16:23.314013",8740.85,0
801741,100857,"2025-02-18 14:16:23.314014",18670.75,0
801742,100780,"2025-01-04 14:16:23.314015",4578.82,30
801743,100868,"2025-03-16 14:16:23.314016",18770.50,15
801744,101837,"2025-07-12 14:16:23.314018",11355.23,10
801745,101568,"2025-07-16 14:16:23.314019",3695.74,5
801746,101651,"2025-10-07 14:16:23.314020",14853.50,0
801747,101120,"2025-08-03 14:16:23.314021",6269.65,5
801748,101064,"2025-08-01 14:16:23.314022",4798.92,0
801749,100328,"2025-07-21 14:16:23.314023",3855.47,0
801750,101742,"2024-12-23 14:16:23.314024",1073.40,10
801751,100964,"2025-01-06 14:16:23.314025",15410.75,0
801752,101524,"2025-10-29 14:16:23.314026",9986.83,15
801753,101564,"2025-09-08 14:16:23.314027",19585.28,0
801754,101396,"2025-07-03 14:16:23.314029",9065.80,15
801755,101534,"2025-10-13 14:16:23.314030",16945.34,15
801756,100774,"2025-04-20 14:16:23.314031",19377.85,30
801757,100094,"2025-07-24 14:16:23.314032",938.01,0
801758,100693,"2025-04-20 14:16:23.314033",2553.72,15
801759,100481,"2025-08-24 14:16:23.314034",7283.34,10
801760,100010,"2025-03-21 14:16:23.314035",17467.27,0
801761,101577,"2025-08-08 14:16:23.314036",16840.03,10
801762,101490,"2025-02-16 14:16:23.314037",7651.33,0
801763,100772,"2025-11-10 14:16:23.314038",4398.13,30
801764,100470,"2025-08-05 14:16:23.314039",16145.26,5
801765,100430,"2025-06-18 14:16:23.314040",12139.83,0
801766,101537,"2025-12-04 14:16:23.314041",1116.21,30
801767,101066,"2025-05-28 14:16:23.314042",16182.21,0
801768,100003,"2025-09-24 14:16:23.314043",19160.74,0
801769,100336,"2025-04-18 14:16:23.314044",1320.70,0
801770,100374,"2025-03-03 14:16:23.314045",6074.54,15
801771,101118,"2025-07-22 14:16:23.314046",16479.57,30
801772,101470,"2025-08-13 14:16:23.314048",11900.67,15
801773,101594,"2025-02-02 14:16:23.314049",19792.45,0
801774,100029,"2025-02-23 14:16:23.314050",18352.31,10
801775,100897,"2025-10-08 14:16:23.314051",3976.30,30
801776,101111,"2025-09-24 14:16:23.314052",13643.55,0
801777,100841,"2025-08-02 14:16:23.314053",13239.10,30
801778,100219,"2025-03-16 14:16:23.314054",2661.72,0
801779,100127,"2025-08-27 14:16:23.314055",2245.62,15
801780,101194,"2025-10-16 14:16:23.314056",11604.16,5
801781,101887,"2025-09-20 14:16:23.314058",8357.98,30
801782,100224,"2025-10-02 14:16:23.314059",11136.20,15
801783,101297,"2025-08-21 14:16:23.314060",5157.15,0
801784,100407,"2025-02-15 14:16:23.314061",11354.93,0
801785,100676,"2025-03-10 14:16:23.314062",7976.21,0
801786,100157,"2025-05-03 14:16:23.314063",17806.98,0
801787,100708,"2025-08-04 14:16:23.314064",6468.69,0
801788,101850,"2025-08-17 14:16:23.314065",17481.27,0
801789,100406,"2025-06-02 14:16:23.314069",8104.85,10
801790,100029,"2025-11-18 14:16:23.314088",11774.23,10
801791,100195,"2025-11-30 14:16:23.314089",6084.35,15
801792,101192,"2025-11-25 14:16:23.314090",16277.23,0
801793,100818,"2025-11-10 14:16:23.314091",16951.11,0
801794,100343,"2025-04-25 14:16:23.314092",16276.48,10
801795,100578,"2025-04-14 14:16:23.314093",12976.81,10
801796,101422,"2024-12-22 14:16:23.314094",6443.29,5
801797,100183,"2025-11-18 14:16:23.314096",12911.52,10
801798,101773,"2025-08-21 14:16:23.314097",19210.48,0
801799,100511,"2025-03-07 14:16:23.314098",13143.51,5
801800,100960,"2025-10-05 14:16:23.314099",19149.66,5
801801,101225,"2025-10-08 14:16:23.314100",6439.32,30
801802,100620,"2025-03-20 14:16:23.314101",16997.02,15
801803,100217,"2025-01-27 14:16:23.314102",14510.14,30
801804,101974,"2024-12-21 14:16:23.314103",16474.48,0
801805,101099,"2025-05-19 14:16:23.314105",14359.88,0
801806,100320,"2025-01-17 14:16:23.314106",9867.08,30
801807,100001,"2025-07-30 14:16:23.314107",13888.21,0
801808,101546,"2025-04-24 14:16:23.314108",18675.75,10
801809,101611,"2025-12-11 14:16:23.314109",8642.05,15
801810,101115,"2025-05-16 14:16:23.314110",19059.03,0
801811,101632,"2025-10-11 14:16:23.314111",1463.30,0
