customer_id,transaction_category,category_spend,category_transactions
101285,travel,1208.32,1
101388,grocery,418.07,1
101072,"online shopping",3466.33,2
101541,grocery,874.37,1
101652,fuel,4014.69,1
101141,entertainment,1349.88,2
101476,fuel,3241.05,1
100774,electronics,1037.46,1
101888,travel,2867.29,2
100972,grocery,7716.60,1
101970,entertainment,10764.05,4
101909,entertainment,10521.29,3
101664,utilities,734.40,1
100396,grocery,493.48,1
100682,electronics,4058.72,2
101050,entertainment,12209.36,2
100710,utilities,7042.74,3
101395,fuel,3402.17,1
101922,grocery,14467.30,2
101849,groceries,10327.09,2
101880,grocery,17785.73,1
101120,grocery,5038.30,1
100528,dining,5709.57,2
100684,grocery,7180.36,1
101997,entertainment,7589.32,1
100612,"online shopping",6273.22,2
100185,fuel,1234.11,2
100695,electronics,4584.07,2
101973,entertainment,3437.59,3
101274,"online shopping",5035.49,2
100215,utilities,3854.44,1
100028,electronics,13037.78,2
100101,travel,2265.42,1
100122,travel,2502.39,1
100053,electronics,9604.10,1
101306,dining,3491.10,1
101637,electronics,4817.77,1
101140,entertainment,3971.96,2
100615,electronics,3580.50,1
100556,dining,11701.63,2
100113,dining,1542.84,1
100854,groceries,1953.26,1
101566,grocery,1671.72,1
100675,dining,8696.24,2
100976,dining,7098.48,1
101910,utilities,3606.99,2
100260,fuel,2105.19,1
101965,entertainment,1108.14,1
101230,groceries,9856.05,2
100563,grocery,2801.92,1
100048,travel,3025.80,1
101029,entertainment,8211.73,2
101417,entertainment,2586.99,3
101909,electronics,2521.21,1
100223,electronics,2650.54,1
101046,entertainment,5151.97,3
101007,grocery,6071.30,1
100723,groceries,7724.90,2
101835,electronics,6076.67,2
100552,travel,894.90,1
101195,fuel,3837.48,1
101005,travel,598.50,1
100305,entertainment,8850.41,2
101587,entertainment,7795.56,2
101605,groceries,3475.43,2
101731,utilities,2019.07,1
100958,fuel,2403.68,1
100953,grocery,11162.75,2
101174,dining,11699.29,2
101451,electronics,8938.65,3
100620,groceries,10093.89,3
101490,dining,3069.22,2
100629,dining,221.40,1
100876,entertainment,1680.30,1
101791,grocery,6383.21,1
100555,groceries,388.26,1
100834,electronics,2758.13,2
100205,fuel,3263.81,1
100785,groceries,3432.36,2
100154,electronics,793.63,1
101714,utilities,3912.45,2
101532,grocery,9308.25,3
101595,entertainment,7866.14,3
101097,fuel,1620.49,1
101072,entertainment,2142.25,2
100782,utilities,526.08,1
101490,fuel,5861.05,1
100584,electronics,5691.90,2
100707,utilities,4557.23,1
101071,"online shopping",4277.69,2
101095,grocery,645.16,1
100112,"online shopping",1773.44,2
100756,dining,16807.83,1
100896,groceries,9499.76,2
101926,electronics,3443.46,1
100820,groceries,844.59,1
100158,entertainment,1441.91,1
100785,fuel,8778.46,2
101803,entertainment,2273.12,1
101839,entertainment,18444.03,3
101053,travel,9521.48,1
101120,"online shopping",10178.54,2
100250,entertainment,297.19,1
101542,utilities,2848.93,2
101115,dining,499.36,1
100112,travel,1146.63,1
100258,fuel,14588.95,2
100106,grocery,12042.61,2
100574,grocery,27.59,1
101413,groceries,17921.51,3
100990,grocery,7373.70,2
101381,groceries,3228.97,1
101806,dining,2424.10,1
101222,dining,253.14,1
101501,grocery,1885.18,2
100858,groceries,9631.32,2
101872,dining,1808.21,2
101526,travel,544.98,1
101681,entertainment,2726.57,2
100917,electronics,8393.36,3
101596,entertainment,1169.18,1
101143,grocery,7059.15,1
101596,"online shopping",1983.35,2
101332,entertainment,17089.93,4
101561,groceries,2567.50,1
100474,dining,2040.54,1
100551,grocery,6710.18,1
100343,grocery,293.84,1
100627,"online shopping",8965.64,1
100135,grocery,9653.60,2
100276,groceries,16190.72,2
101834,grocery,774.63,1
101556,electronics,2317.90,1
100030,groceries,368.57,1
100246,"online shopping",2848.43,1
100410,travel,11294.76,2
100026,dining,9651.48,1
100072,entertainment,1141.65,1
101976,fuel,6951.12,2
101120,groceries,1104.99,1
100672,grocery,10426.77,4
101369,"online shopping",13223.02,3
100475,groceries,10151.67,2
101323,groceries,4357.86,1
100286,fuel,1538.79,1
101908,dining,2972.01,1
101472,dining,5091.54,1
100211,fuel,13712.19,2
101099,"online shopping",7188.33,1
100400,grocery,2759.94,2
100654,fuel,8307.70,1
101057,entertainment,2054.81,1
100847,groceries,5251.58,1
101539,utilities,877.02,1
100097,"online shopping",971.90,1
101752,grocery,3341.78,1
100462,utilities,3852.60,1
100027,"online shopping",14018.03,4
100712,grocery,238.01,1
100825,travel,6510.98,1
101150,travel,4266.51,1
100201,dining,3243.42,1
101544,travel,4045.47,1
101310,dining,327.73,1
100449,"online shopping",1860.95,1
101111,groceries,4785.75,2
101341,fuel,7075.77,1
100018,grocery,4604.28,2
101616,"online shopping",1020.01,1
101130,"online shopping",24219.81,2
101481,groceries,9230.35,2
100310,"online shopping",2435.24,1
100411,entertainment,5509.98,2
100741,entertainment,3230.73,1
100623,grocery,4332.42,1
100731,electronics,3360.24,1
100634,dining,4391.21,2
100497,"online shopping",2743.48,1
100243,electronics,1164.87,1
100689,"online shopping",2956.24,1
100576,grocery,469.37,1
101403,travel,923.72,1
100514,utilities,7176.99,2
100206,entertainment,5637.35,2
100947,electronics,14643.72,2
100393,electronics,2410.99,1
101044,dining,1458.00,1
101828,grocery,2425.78,2
101550,electronics,12080.72,2
101366,grocery,4483.52,2
100717,entertainment,4978.55,2
101998,electronics,2022.42,2
100201,entertainment,7114.54,2
100119,groceries,8047.98,2
101830,dining,497.06,1
100388,travel,1972.65,2
101560,grocery,5170.18,1
101847,utilities,156.76,1
100233,fuel,11170.12,3
101656,electronics,3987.03,1
100601,fuel,233.92,1
101343,utilities,3533.65,1
100711,"online shopping",1241.65,1
100981,grocery,683.01,1
100856,entertainment,804.65,1
101391,fuel,6091.52,1
100075,entertainment,5027.58,2
100648,utilities,17663.11,2
100649,fuel,18451.07,3
100495,grocery,5366.95,2
101545,fuel,1604.75,1
101224,dining,8688.35,2
100829,fuel,1769.64,1
101369,groceries,2128.73,1
100482,"online shopping",2432.22,2
101242,grocery,939.31,1
101083,electronics,7243.42,2
100990,travel,10577.86,4
101682,groceries,1583.64,1
100618,entertainment,985.66,1
100549,entertainment,2976.23,1
100645,"online shopping",3330.86,1
101934,"online shopping",3518.83,2
101244,dining,310.60,1
101838,fuel,3847.18,1
100501,fuel,8742.46,2
101156,utilities,2610.07,1
100052,fuel,32.41,1
100043,groceries,2872.38,2
100819,electronics,263.01,1
100658,dining,1322.64,1
100727,utilities,5636.34,1
100046,grocery,4941.60,1
100819,fuel,299.03,1
101047,travel,14450.41,3
101680,grocery,9968.83,2
100088,grocery,1054.31,1
101197,utilities,3050.89,1
101599,dining,8056.79,1
101142,"online shopping",9347.99,1
100734,entertainment,4597.71,1
101691,entertainment,11931.63,3
100177,utilities,1136.96,1
101018,fuel,16035.75,1
101855,fuel,976.60,1
101947,travel,10270.54,2
101365,dining,13261.25,1
101591,groceries,2996.40,2
101082,electronics,2580.68,1
100437,grocery,6598.31,1
100967,electronics,156.53,1
101404,grocery,815.46,1
101755,utilities,2277.73,1
101208,groceries,4178.11,3
101582,groceries,1611.06,1
100459,electronics,1174.62,1
101912,fuel,2843.50,1
100920,entertainment,184.86,1
101125,fuel,891.99,1
101579,entertainment,3418.52,2
101038,grocery,9219.24,1
100747,fuel,3416.87,1
101896,dining,10266.32,3
100308,"online shopping",2856.40,1
101057,dining,9258.23,1
101659,entertainment,5478.95,2
101004,entertainment,1844.07,2
101612,grocery,20473.66,1
101927,entertainment,8322.80,3
100634,travel,2166.40,2
100204,travel,2449.73,1
100739,dining,5468.93,2
101093,entertainment,11789.34,3
101253,"online shopping",7710.26,1
101503,entertainment,2180.93,2
100107,utilities,12422.57,1
100875,electronics,3504.45,1
101264,entertainment,5626.72,2
100250,dining,10041.29,1
100134,dining,2543.86,1
101113,entertainment,7251.50,3
101614,dining,8901.14,1
101463,utilities,250.21,1
100688,dining,10892.26,3
101321,groceries,11002.88,2
100406,grocery,5333.20,1
100101,dining,2126.02,2
101384,travel,1179.68,1
101870,travel,1525.07,1
101647,entertainment,4643.40,2
100692,entertainment,601.94,1
101551,utilities,3608.24,2
101631,utilities,4306.78,1
101169,travel,356.94,1
100403,dining,4085.61,1
100813,"online shopping",76.96,1
101025,dining,3886.79,3
100854,fuel,3617.99,2
101629,utilities,5652.90,2
101214,"online shopping",2822.66,2
101026,fuel,8061.79,3
100941,electronics,962.16,1
101020,"online shopping",250.16,1
101510,electronics,1036.91,1
101646,dining,2633.82,1
100176,entertainment,6385.57,2
101280,travel,1858.61,1
100872,fuel,3324.00,1
100476,entertainment,7932.38,1
100397,entertainment,8216.03,2
101519,grocery,2264.80,1
100219,travel,5533.98,2
100172,groceries,2566.87,1
100735,groceries,2094.60,1
101413,travel,20385.63,2
100501,dining,9966.43,1
101600,fuel,3308.72,1
101812,entertainment,2026.71,1
100760,travel,4928.20,1
101283,dining,4417.72,2
100130,"online shopping",18967.45,1
101136,grocery,4053.57,1
100797,"online shopping",247.08,1
100798,fuel,1799.05,1
100929,"online shopping",4586.10,1
100722,dining,6466.25,1
101043,electronics,5875.19,1
100214,utilities,13239.28,1
101333,utilities,5826.93,2
100487,grocery,3696.88,1
101405,"online shopping",2529.70,2
101294,dining,8847.80,3
101957,travel,14089.81,1
101430,groceries,1657.65,1
101715,travel,24090.54,3
101217,travel,6591.52,2
100312,travel,3983.95,1
100078,entertainment,2408.92,1
100179,entertainment,5276.99,2
100674,grocery,6184.71,1
101737,grocery,7872.67,2
100013,"online shopping",15396.31,1
100858,entertainment,20915.39,4
100245,entertainment,2385.20,2
101037,grocery,19274.18,2
101459,entertainment,9324.82,2
100033,utilities,6182.86,2
101687,travel,2047.76,1
101283,utilities,3724.25,1
101699,dining,1097.53,1
100588,fuel,4866.93,2
101849,entertainment,2277.08,1
101439,fuel,9190.97,2
100136,groceries,617.48,1
100358,electronics,6349.41,2
101743,grocery,9437.42,1
100753,entertainment,10810.72,2
101602,electronics,1822.70,1
101139,fuel,1874.11,2
100403,grocery,2630.31,2
101225,dining,8661.17,3
101399,entertainment,931.39,2
100249,utilities,12571.16,2
100445,electronics,11331.18,1
100277,electronics,1650.91,1
100111,utilities,9691.32,1
101986,electronics,2226.73,1
101866,entertainment,7775.28,3
101496,utilities,4817.43,1
100745,utilities,1054.85,2
100687,entertainment,13546.25,1
100391,entertainment,14218.31,3
101055,utilities,10961.29,2
100578,electronics,137.66,1
101539,grocery,535.98,1
100797,fuel,171.54,1
100268,utilities,12784.82,1
101259,grocery,5295.45,2
101300,travel,2170.60,1
100552,grocery,10914.93,1
100632,entertainment,2458.62,1
100274,"online shopping",6293.10,2
100742,dining,17662.27,2
101839,fuel,2282.19,2
100085,utilities,17569.57,2
101086,groceries,633.98,1
100403,utilities,2241.35,1
100191,grocery,3125.35,2
101316,grocery,10886.74,1
101353,grocery,81.49,1
101681,travel,7242.26,3
100106,dining,17325.26,3
100621,dining,5940.52,3
100275,entertainment,16924.07,3
101745,"online shopping",6169.75,1
100650,grocery,3124.94,1
100555,dining,1140.85,1
101105,utilities,11087.46,1
101087,grocery,279.88,1
101913,entertainment,1770.61,1
101953,grocery,3784.45,1
101878,travel,10193.93,1
101856,travel,2436.74,1
100566,"online shopping",7919.06,1
100884,groceries,2654.40,1
100128,dining,5054.40,2
100255,entertainment,5558.52,1
100230,fuel,2256.93,1
101520,entertainment,234.42,1
101160,groceries,6911.41,2
100862,groceries,5444.07,3
101478,utilities,1246.17,1
100354,travel,4385.67,3
101508,entertainment,1175.04,1
101843,entertainment,562.18,1
100145,groceries,2026.91,1
101982,groceries,3366.51,2
101056,"online shopping",6461.32,2
100259,groceries,2708.93,1
100842,"online shopping",4659.94,1
101971,electronics,8975.89,3
101855,dining,2899.22,2
101565,groceries,11180.81,3
100391,utilities,2452.40,1
100900,entertainment,8005.39,5
100446,dining,3099.89,2
101112,grocery,5910.55,4
100933,entertainment,6036.76,1
101193,dining,2272.38,1
100127,entertainment,3972.67,1
101197,entertainment,3339.73,1
101972,electronics,3195.44,2
101049,entertainment,13022.62,2
100572,entertainment,10147.04,2
100510,grocery,640.07,1
100487,dining,5055.24,2
100890,dining,3551.42,1
100578,groceries,1337.80,1
100405,entertainment,8462.09,2
101049,electronics,856.03,1
101106,"online shopping",3047.89,1
100363,dining,6093.72,1
101390,electronics,1854.07,1
101083,grocery,2968.06,1
100550,entertainment,2748.66,2
101658,entertainment,13029.38,3
100291,travel,5565.89,1
100788,grocery,2132.46,1
101960,dining,444.43,1
100815,electronics,3997.33,2
101817,dining,8817.37,1
100190,"online shopping",1148.83,1
100460,"online shopping",115.01,1
101827,grocery,1029.08,1
101919,travel,591.31,1
100232,utilities,13646.00,1
100473,travel,3783.96,3
101428,"online shopping",3964.70,1
100657,grocery,2118.70,1
100270,groceries,2835.05,1
100170,entertainment,1274.59,1
101438,travel,873.27,1
100027,entertainment,7789.45,1
100924,entertainment,11908.60,2
100976,grocery,2466.52,1
100887,utilities,5938.54,4
101528,grocery,11655.75,1
101264,groceries,1866.94,2
101977,groceries,2365.10,2
100443,dining,4488.75,2
100433,utilities,7437.54,3
100508,travel,1441.08,1
101822,dining,2345.44,1
101326,"online shopping",4318.03,1
100361,"online shopping",2765.23,1
100605,dining,15794.97,3
101670,electronics,4627.85,1
100715,grocery,3636.58,1
100249,dining,1851.93,1
100146,utilities,13742.71,2
100347,utilities,2182.75,1
101277,"online shopping",710.16,1
101357,utilities,3276.82,1
100124,utilities,28108.42,2
100762,dining,160.67,1
100397,dining,4705.56,1
100130,electronics,15826.41,1
101585,entertainment,18231.46,4
100604,electronics,4402.06,1
100891,fuel,2036.31,1
100821,electronics,1544.41,1
100901,travel,11980.94,2
100944,grocery,30209.60,3
100731,grocery,1919.37,1
101869,grocery,9883.22,1
100333,fuel,762.66,2
101043,dining,3683.72,1
100204,electronics,1968.43,1
101626,dining,9126.06,2
100955,electronics,822.55,1
100354,grocery,678.97,1
101196,dining,5478.36,2
100823,groceries,2367.32,1
101896,entertainment,5131.48,3
100940,groceries,19711.10,1
100167,utilities,1606.42,1
100367,travel,1862.82,1
101948,"online shopping",4761.28,3
100962,groceries,5044.72,1
101900,grocery,9605.66,4
101393,entertainment,2846.11,1
101729,travel,390.18,1
101619,dining,1412.89,1
100949,utilities,4949.03,2
101460,"online shopping",4807.47,2
100206,utilities,3933.34,1
100543,entertainment,753.50,1
101852,fuel,6198.02,1
101705,travel,1652.31,1
101470,"online shopping",1680.17,1
100613,electronics,9172.71,1
100034,"online shopping",16872.65,1
100198,fuel,4720.86,2
101836,"online shopping",6432.17,1
100832,groceries,1864.19,1
100348,dining,9140.95,1
100505,entertainment,4474.54,1
100642,dining,2502.21,1
101303,entertainment,11562.60,3
101600,electronics,870.18,2
101455,electronics,3427.28,1
100137,fuel,2703.46,1
101292,entertainment,12422.54,3
101763,dining,8492.53,2
101224,travel,19955.43,3
100611,travel,829.20,1
101673,dining,9578.50,2
101942,"online shopping",4291.23,1
101634,grocery,2597.21,2
101846,electronics,2333.09,1
101854,entertainment,8751.81,2
100838,entertainment,3348.71,1
100937,"online shopping",1301.50,1
100577,utilities,2314.99,1
100846,grocery,5072.15,2
101352,"online shopping",159.66,1
100558,entertainment,5281.20,2
100848,"online shopping",8846.87,2
101917,grocery,13068.76,2
101254,dining,10615.26,1
101331,grocery,7075.21,1
101681,utilities,1475.29,1
101169,entertainment,9699.28,4
101175,fuel,674.56,1
101814,"online shopping",7450.81,1
100139,travel,1509.08,1
100020,dining,21637.39,2
100063,fuel,16225.14,3
101241,"online shopping",137.11,1
101095,"online shopping",2454.84,1
100989,groceries,1794.75,1
100161,entertainment,4463.75,1
100129,travel,10779.52,1
100580,groceries,17585.32,3
101950,grocery,1176.11,1
100224,groceries,7199.84,1
101781,groceries,3246.97,1
101477,electronics,731.37,1
100982,groceries,145.03,1
101004,electronics,4705.66,2
101407,electronics,475.74,1
100106,entertainment,15563.88,4
100620,dining,852.07,1
100839,entertainment,228.12,1
101126,entertainment,5798.63,3
101164,groceries,2055.50,1
100576,dining,5817.06,1
100198,groceries,3981.61,1
101903,entertainment,4099.93,3
100509,fuel,39.08,1
100078,dining,6490.83,2
100893,groceries,261.61,1
101505,electronics,11805.15,2
100511,entertainment,4653.35,2
100888,travel,2390.55,1
101023,dining,6011.57,1
100598,grocery,5741.39,2
101839,utilities,1798.75,1
100752,"online shopping",11606.60,1
100599,dining,16693.41,2
100974,travel,5727.03,1
100482,fuel,242.85,1
100835,grocery,226.44,1
100171,entertainment,2017.56,1
100868,travel,3082.98,1
100016,utilities,3282.49,1
101758,groceries,129.73,1
101317,entertainment,4176.08,1
100393,groceries,487.12,1
101845,fuel,10880.76,1
101521,groceries,1420.26,1
101242,dining,2195.21,2
100247,groceries,2307.92,1
101925,fuel,4160.72,2
100051,"online shopping",6912.67,2
100014,fuel,9345.71,1
101347,fuel,6706.32,2
101135,electronics,3167.78,1
100695,entertainment,9318.12,4
101895,entertainment,8744.95,2
100006,fuel,2583.05,1
101586,utilities,2892.72,1
100825,entertainment,7448.46,4
101471,entertainment,3641.25,2
101388,dining,272.87,1
101390,grocery,7055.91,2
101721,entertainment,19079.29,4
101985,dining,11797.35,2
101627,utilities,1394.41,1
101036,travel,13711.00,1
101169,grocery,13884.00,2
100477,"online shopping",7924.27,2
100714,fuel,1709.23,1
100114,entertainment,4313.18,1
100508,dining,7104.80,2
101175,dining,3354.47,1
100056,fuel,30.69,1
100381,grocery,5345.31,1
101180,groceries,10631.72,1
100951,utilities,7658.94,3
101845,dining,8890.30,2
101186,entertainment,2290.24,2
100274,utilities,16286.30,1
101100,"online shopping",749.53,1
101860,dining,1482.53,2
100043,dining,3432.51,1
101573,electronics,4302.95,3
100317,entertainment,16145.35,2
101608,dining,2059.78,2
101776,fuel,3764.17,1
101959,fuel,6764.21,1
101177,entertainment,1560.90,1
100236,entertainment,1023.65,1
100892,travel,2880.56,2
100516,electronics,6010.68,1
101244,electronics,2176.61,1
101333,fuel,4397.59,1
101621,fuel,3677.39,1
101200,grocery,1279.63,1
101794,groceries,816.52,1
101243,fuel,470.50,1
100037,utilities,10252.07,3
100653,groceries,296.62,1
101454,groceries,1036.16,1
101933,entertainment,6688.58,2
100746,fuel,589.13,1
100840,travel,10815.26,2
101829,dining,2509.68,1
100447,utilities,4852.19,1
101518,grocery,1082.27,1
100683,fuel,18131.28,4
100124,fuel,4493.09,1
101861,entertainment,3472.48,3
101088,"online shopping",347.70,1
100792,utilities,4968.09,1
100783,electronics,6304.89,2
101267,electronics,1701.79,1
101550,dining,6290.58,3
100464,utilities,4305.73,1
100642,grocery,5689.78,1
101730,fuel,8934.15,1
100292,fuel,5691.21,2
100720,"online shopping",9440.62,1
101974,groceries,3869.64,2
101404,utilities,1727.71,1
101648,entertainment,17458.49,3
100755,grocery,6554.43,2
100165,entertainment,4374.51,2
101726,travel,3136.52,2
100768,utilities,4424.37,1
101862,groceries,1807.00,2
101241,travel,2470.88,2
101006,"online shopping",23210.42,3
101298,electronics,1307.79,1
101075,electronics,11876.52,2
101397,entertainment,4079.88,4
101386,"online shopping",3653.98,1
101804,fuel,3591.52,2
101363,entertainment,11682.27,3
100601,entertainment,2597.43,2
101562,utilities,1127.34,1
101112,entertainment,207.31,1
100904,travel,444.72,1
100040,travel,2583.27,1
101327,fuel,3010.04,1
101291,groceries,5921.89,1
101161,travel,217.37,1
101029,travel,1541.01,1
100241,utilities,781.70,1
101018,entertainment,2129.66,3
100691,groceries,1530.86,1
100808,entertainment,6705.44,3
100978,groceries,5053.41,1
100517,travel,4095.83,1
100897,dining,7915.28,4
100782,entertainment,554.39,1
101424,groceries,2556.38,1
100783,fuel,8789.99,1
100084,"online shopping",10355.69,2
101735,electronics,3201.59,1
101033,travel,3108.58,1
100137,grocery,9548.38,1
100753,utilities,10927.76,1
100905,groceries,978.26,1
100712,fuel,10000.44,2
100155,entertainment,3720.80,2
100407,dining,11833.54,2
101248,entertainment,10929.84,1
100579,utilities,2546.18,1
101218,electronics,3603.96,1
100553,"online shopping",2932.99,2
100395,entertainment,3616.56,1
101937,grocery,5948.14,2
101619,entertainment,8523.49,3
101157,entertainment,4599.06,2
101332,dining,6430.71,2
101889,"online shopping",1270.08,1
100809,travel,2387.59,2
100961,groceries,2804.26,1
100541,"online shopping",2351.80,1
101032,groceries,195.03,1
100169,"online shopping",13775.15,3
100289,groceries,1800.93,1
101191,travel,22025.87,2
101367,groceries,5870.16,1
101520,fuel,617.40,1
101168,"online shopping",8926.06,2
101436,utilities,2544.96,1
100739,groceries,8780.56,1
101841,grocery,10931.47,2
100587,electronics,467.55,1
100734,"online shopping",966.43,1
101712,dining,215.17,1
100700,electronics,2907.84,2
100978,utilities,1883.78,1
101325,dining,2176.00,1
100045,groceries,547.14,1
101917,fuel,3811.02,2
101040,"online shopping",9528.74,2
101601,grocery,1040.69,3
101383,fuel,4318.24,1
101284,electronics,80.49,1
101146,dining,1608.06,1
100230,utilities,1066.06,2
100636,utilities,6089.58,1
100111,entertainment,3289.56,3
101807,utilities,3490.53,2
100592,fuel,1225.22,1
101269,groceries,748.54,1
100858,electronics,1306.54,1
100390,utilities,9647.72,2
100327,entertainment,6663.83,2
101238,travel,8561.39,1
101887,utilities,16702.66,3
100746,travel,8112.44,1
100366,dining,8305.54,1
100081,entertainment,4155.91,2
100805,fuel,12387.07,3
100821,"online shopping",5044.41,2
101099,grocery,8678.57,1
101550,entertainment,3988.41,1
101755,grocery,3966.59,3
101526,entertainment,9423.15,3
101765,electronics,10594.08,1
100951,"online shopping",4185.90,1
101502,entertainment,4969.63,2
100371,"online shopping",415.78,1
101288,dining,1506.89,1
101938,grocery,3053.75,1
100306,travel,119.38,1
101223,entertainment,2398.52,3
100225,groceries,14906.94,3
100184,entertainment,7725.45,2
100963,electronics,474.71,1
100030,grocery,801.95,1
100613,entertainment,8336.70,1
101794,fuel,2764.86,1
101362,grocery,7869.67,2
100810,utilities,1247.22,1
101820,grocery,1002.83,1
100651,electronics,8834.81,3
101821,dining,4149.00,1
101019,groceries,2723.83,2
100977,groceries,16134.98,2
101567,fuel,10241.84,1
101480,grocery,13940.65,2
101838,"online shopping",932.62,1
100087,fuel,11780.85,1
101086,electronics,6724.01,1
100921,travel,15031.89,2
101410,utilities,3965.65,1
101814,entertainment,9343.94,1
101482,fuel,11560.66,3
100585,utilities,9014.12,2
100817,entertainment,3299.48,1
100931,grocery,9266.37,1
101292,utilities,4741.02,2
101917,dining,8709.53,1
101012,grocery,12503.38,1
100972,entertainment,8288.38,3
100632,electronics,2311.82,1
100345,utilities,11345.66,1
101683,utilities,3219.64,1
101101,entertainment,3288.48,2
101388,utilities,1453.08,1
101327,travel,5274.86,1
100791,entertainment,19466.29,3
101778,utilities,6995.05,2
100981,utilities,19625.69,3
101441,electronics,1832.43,2
101265,utilities,884.68,1
100743,fuel,12588.46,2
101794,utilities,7180.02,1
100383,electronics,10635.80,1
100374,entertainment,5395.72,3
101753,groceries,1206.26,2
100205,groceries,9383.33,1
101849,fuel,1912.30,1
100488,entertainment,2466.45,2
101404,entertainment,1169.91,1
101991,utilities,12910.59,3
101334,utilities,1036.79,1
101398,entertainment,879.33,1
100631,utilities,4190.88,1
100591,electronics,1186.23,1
101065,utilities,46.26,1
100532,grocery,9396.86,1
101176,fuel,11865.01,2
101335,fuel,503.87,1
101317,electronics,3795.74,1
100597,entertainment,921.87,1
101198,electronics,2522.67,1
101845,groceries,208.36,1
101987,travel,15704.64,2
101539,fuel,3172.53,2
100733,utilities,1202.61,1
101244,groceries,16612.07,3
101194,fuel,165.60,1
100317,"online shopping",4499.72,2
100995,fuel,1717.91,1
100212,groceries,1567.45,1
100252,groceries,1191.46,1
100123,dining,971.17,1
101236,"online shopping",904.16,2
100623,dining,9876.99,2
101108,"online shopping",3266.73,1
101539,"online shopping",1209.53,1
101341,dining,1858.40,1
101266,groceries,10961.21,1
100897,utilities,1070.66,1
101160,utilities,1220.52,1
100246,groceries,4134.93,1
100044,electronics,8325.22,1
100657,entertainment,6280.28,2
100879,entertainment,7017.51,3
101711,travel,1206.19,1
100553,travel,797.54,2
100808,fuel,4748.72,2
100970,fuel,5546.51,1
101112,dining,10727.00,2
100729,fuel,1409.77,1
101020,entertainment,3397.44,1
100953,electronics,9795.73,3
101251,groceries,4827.70,2
101833,"online shopping",622.47,1
101314,utilities,3050.89,1
101445,groceries,6618.57,1
101274,entertainment,6328.23,2
101064,utilities,940.99,1
100098,dining,6342.13,1
101329,"online shopping",26135.46,1
101877,travel,9036.60,1
101479,fuel,14356.93,1
101614,electronics,1762.39,1
100300,entertainment,4622.24,2
101222,travel,3045.37,1
101682,electronics,14201.37,2
100487,travel,585.96,1
101129,utilities,1598.95,1
101424,"online shopping",227.00,1
101728,"online shopping",6339.37,2
100476,fuel,2875.69,1
101145,"online shopping",255.25,1
101100,entertainment,12644.08,2
101335,electronics,499.37,1
101135,fuel,18411.24,3
100860,electronics,4383.95,1
101705,"online shopping",3093.79,1
101121,"online shopping",1782.71,2
100458,entertainment,2968.45,1
100229,grocery,7678.89,2
101832,grocery,1567.56,1
101800,grocery,5639.15,2
100007,electronics,6993.34,1
101195,dining,341.36,1
101977,electronics,5637.34,1
101383,entertainment,2271.44,2
100194,"online shopping",2719.95,1
101292,dining,21990.17,2
101042,electronics,17030.96,2
100353,utilities,1328.26,1
101887,entertainment,7842.41,2
101072,electronics,9742.63,1
100463,fuel,7839.60,1
100355,"online shopping",5407.96,2
100849,entertainment,115.32,1
100973,travel,4870.00,1
101181,utilities,613.80,1
100065,entertainment,10027.77,1
101996,"online shopping",1999.03,1
100858,travel,3341.84,1
100570,groceries,1155.02,1
101844,travel,2255.76,1
101360,dining,5860.60,4
101694,groceries,7395.91,2
100782,"online shopping",4369.29,1
100120,groceries,281.80,1
100765,entertainment,3267.34,1
101427,travel,6011.78,2
100772,travel,2244.33,2
101670,groceries,6654.00,2
101809,travel,2741.66,2
101591,utilities,2166.68,2
101866,grocery,1436.30,1
100095,entertainment,10560.26,1
101137,entertainment,6995.33,2
100986,travel,2157.05,1
101892,electronics,4917.20,1
101452,groceries,5279.93,1
101841,entertainment,275.73,1
100001,grocery,5308.23,1
100579,grocery,6582.22,1
101663,groceries,1423.45,1
100332,dining,8716.46,2
101047,entertainment,7444.03,2
101788,entertainment,1849.00,2
101391,travel,2062.28,2
100741,grocery,3243.46,1
100505,"online shopping",6596.88,1
100999,entertainment,13312.89,3
101199,grocery,16118.91,3
101452,entertainment,995.72,2
100732,electronics,4375.36,1
101465,entertainment,2516.06,3
101571,entertainment,17989.94,2
100513,travel,16077.41,2
100894,entertainment,14925.84,1
100360,dining,5063.01,2
100273,grocery,8945.54,3
100176,utilities,6187.74,1
101287,grocery,72.58,1
101209,entertainment,9983.34,2
100912,electronics,760.36,1
100705,entertainment,1953.16,2
101221,electronics,568.86,1
101372,travel,3972.23,1
101946,fuel,9873.48,2
101444,travel,900.52,1
101328,entertainment,7280.01,2
100289,grocery,8582.15,1
100017,groceries,9112.10,2
100329,electronics,4281.84,1
101893,groceries,3750.09,3
101040,fuel,3105.81,2
100442,"online shopping",1961.76,2
100140,electronics,1002.45,1
101331,fuel,8798.46,2
100443,grocery,3759.13,1
100495,groceries,132.20,1
100425,"online shopping",10327.58,1
101498,"online shopping",1572.15,1
101855,travel,8728.44,1
101825,travel,23627.16,4
100350,entertainment,13561.05,4
100869,"online shopping",1291.56,1
101983,groceries,11713.45,2
101163,grocery,13943.31,2
101516,grocery,1313.24,1
101611,utilities,3416.27,2
101554,groceries,3683.72,1
100392,grocery,2523.61,1
100400,utilities,2324.04,1
100049,dining,2640.23,1
100743,dining,15366.12,2
101318,grocery,1725.21,1
101448,utilities,4932.86,1
