transaction_id,customer_id,transaction_date,transaction_category,transaction_amount
901915,101689,2025-05-23 14:16:23.259685,ENTERTAINMENT,7589.39
901916,101588,2025-06-23 14:16:23.259686,Electronics,2228.85
901917,100178,2025-02-15 14:16:23.259687,Fuel,2688.63
901918,101956,2025-06-10 14:16:23.259688,Travel,6997.49
901919,101775,2024-12-26 14:16:23.259689,Groceries,5585.73
901920,100136,2025-10-11 14:16:23.259690,Online Shopping,1358.8
901921,100766,2025-01-25 14:16:23.259691,Online Shopping,320.21
901922,100987,2025-03-26 14:16:23.259692,Travel,618.97
901923,101759,2025-03-23 14:16:23.259694,Travel,1449.51
901924,101203,2024-12-21 14:16:23.259695,Utilities,1274.92
901925,101205,2024-12-23 14:16:23.259696,Groceries,136.72
901926,101282,2025-08-12 14:16:23.259697,Electronics,1980.12
901927,100242,2025-03-29 14:16:23.259698,Travel,391.59
901928,101119,2025-05-11 14:16:23.259699,Electronics,873.61
901929,100196,2025-04-20 14:16:23.259700,Dining,5420.57
901930,101927,2025-04-18 14:16:23.259701,Online Shopping,2390.35
901931,100525,2025-11-29 14:16:23.259702,ENTERTAINMENT,1633.57
901932,100631,2025-07-16 14:16:23.259704,Fuel,717.86
901933,101410,2025-05-03 14:16:23.259705,grocery,7042.03
901934,100407,2025-10-21 14:16:23.259709,entertainment,8190.63
901935,101292,2025-03-12 14:16:23.259711,Fuel,2559.27
901936,101194,2025-11-03 14:16:23.259713,Dining,8896.27
901937,101948,2025-09-07 14:16:23.259714,ENTERTAINMENT,2187.83
901938,101607,2025-10-31 14:16:23.259716,Dining,397.04
901939,100690,2025-10-29 14:16:23.259718,Utilities,60.15
901940,100169,2025-09-28 14:16:23.259720,Electronics,480.9
901941,100158,2025-02-21 14:16:23.259722,Fuel,3411.1
901942,101532,2025-10-20 14:16:23.259724,entertainment,1354.48
901943,100446,2025-07-10 14:16:23.259726,grocery,3657.51
901944,101689,2025-09-06 14:16:23.259728,grocery,2482.3
901945,101937,2025-01-18 14:16:23.259734,Fuel,1417.44
901946,101017,2025-03-19 14:16:23.259736,Travel,863.7
901947,101105,2025-06-18 14:16:23.259737,grocery,295.81
901948,101080,2025-08-24 14:16:23.259738,Utilities,5337.69
901949,101542,2024-12-21 14:16:23.259739,Electronics,5982.48
901950,100111,2025-03-26 14:16:23.259740,grocery,2728.91
901951,100047,2025-07-07 14:16:23.259742,Travel,598.15
901952,101615,2025-07-28 14:16:23.259745,Fuel,1070.6
901953,101910,2025-02-03 14:16:23.259746,Online Shopping,10865.14
901954,100375,2025-02-17 14:16:23.259747,grocery,896.37
901955,100827,2025-09-15 14:16:23.259748,Groceries,204.69
901956,100032,2025-04-12 14:16:23.259749,entertainment,2795.16
901957,100503,2025-01-09 14:16:23.259750,Electronics,1062.93
901958,100626,2025-02-15 14:16:23.259751,Electronics,11048.52
901959,101919,2025-02-05 14:16:23.259753,Fuel,2992.92
901960,101026,2025-04-22 14:16:23.259754,Utilities,11815.86
901961,101509,2025-10-20 14:16:23.259755,Electronics,5389.31
901962,101539,2025-12-03 14:16:23.259756,entertainment,4494.15
901963,101891,2025-03-08 14:16:23.259757,Electronics,6209.36
901964,101795,2025-05-29 14:16:23.259758,ENTERTAINMENT,3250.03
901965,100041,2025-04-25 14:16:23.259759,Electronics,39.14
901966,100008,2025-02-25 14:16:23.259760,Travel,1744.21
901967,100999,2025-03-06 14:16:23.259762,Fuel,865.21
901968,100818,2025-10-06 14:16:23.259763,Electronics,1994.0
901969,100656,2025-05-18 14:16:23.259764,grocery,2225.7
901970,101936,2025-12-07 14:16:23.259766,grocery,478.7
901971,101632,2025-01-15 14:16:23.259770,Electronics,82.99
901972,101811,2025-05-07 14:16:23.259772,Online Shopping,520.56
901973,101165,2025-02-03 14:16:23.259774,Fuel,6817.66
901974,100789,2025-05-29 14:16:23.259776,Electronics,4934.96
901975,101459,2025-05-01 14:16:23.259778,Groceries,5613.71
901976,101050,2025-10-28 14:16:23.259780,Travel,1131.86
901977,101066,2025-10-22 14:16:23.259782,Travel,942.61
901978,101154,2025-08-08 14:16:23.259784,Travel,133.31
901979,101239,2025-03-13 14:16:23.259785,Travel,2237.09
901980,101629,2025-02-24 14:16:23.259787,entertainment,1686.75
901981,101543,2025-02-16 14:16:23.259790,Groceries,6325.18
901982,100597,2025-05-07 14:16:23.259792,Online Shopping,4008.51
901983,101368,2025-06-27 14:16:23.259794,Online Shopping,545.37
901984,101531,2025-03-01 14:16:23.259796,Groceries,15241.84
901985,101673,2025-03-27 14:16:23.259798,Groceries,5153.63
901986,101904,2025-04-15 14:16:23.259800,Travel,4458.35
901987,101436,2025-10-01 14:16:23.259803,entertainment,854.46
901988,100935,2025-08-05 14:16:23.259804,Online Shopping,8244.35
901989,101269,2025-07-31 14:16:23.259805,Dining,2248.06
901990,101472,2025-01-10 14:16:23.259806,Electronics,1236.66
901991,101011,2025-04-09 14:16:23.259807,grocery,3723.05
901992,100020,2025-06-25 14:16:23.259808,Travel,832.8
901993,100998,2025-10-19 14:16:23.259809,Online Shopping,8334.4
901994,101431,2024-12-31 14:16:23.259810,Online Shopping,6742.77
901995,100456,2025-04-08 14:16:23.259811,Online Shopping,2188.63
901996,101467,2025-12-10 14:16:23.259813,ENTERTAINMENT,740.37
901997,101013,2025-09-02 14:16:23.259814,grocery,2401.63
901998,101945,2025-06-30 14:16:23.259815,entertainment,565.27
901999,100264,2025-10-21 14:16:23.259816,Online Shopping,1100.76
902000,101683,2025-01-15 14:16:23.259817,Fuel,2307.18
902001,100183,2025-01-10 14:16:23.259818,Dining,74.78
902002,100226,2025-03-03 14:16:23.259819,Online Shopping,5079.37
902003,101827,2025-09-25 14:16:23.259820,ENTERTAINMENT,767.53
902004,101571,2025-08-23 14:16:23.259821,Fuel,7050.71
902005,101269,2025-06-01 14:16:23.259822,Online Shopping,78.79
902006,101096,2025-11-26 14:16:23.259823,grocery,2658.49
902007,101173,2025-05-13 14:16:23.259824,grocery,5246.57
902008,101536,2025-05-06 14:16:23.259825,grocery,951.09
902009,101092,2025-03-22 14:16:23.259826,Utilities,4303.15
902010,100968,2025-09-07 14:16:23.259828,entertainment,4466.24
902011,100804,2025-07-26 14:16:23.259829,ENTERTAINMENT,3554.88
902012,101253,2025-07-24 14:16:23.259830,Electronics,1585.34
902013,100722,2025-04-01 14:16:23.259831,ENTERTAINMENT,5380.97
902014,101095,2025-03-14 14:16:23.259832,ENTERTAINMENT,3465.1
902015,101001,2025-01-13 14:16:23.259833,Utilities,3123.91
902016,100874,2025-12-04 14:16:23.259834,Fuel,5985.52
902017,101631,2025-03-27 14:16:23.259838,entertainment,981.95
902018,101420,2025-03-06 14:16:23.259839,Electronics,926.1
902019,100083,2025-07-30 14:16:23.259840,entertainment,1709.71
902020,100739,2025-02-28 14:16:23.259841,Fuel,265.81
902021,101322,2025-11-17 14:16:23.259842,Utilities,1440.51
902022,101771,2025-06-30 14:16:23.259843,Electronics,1824.67
902023,101316,2024-12-28 14:16:23.259845,Dining,2391.59
902024,101757,2025-05-27 14:16:23.259846,grocery,1025.67
902025,101993,2025-03-02 14:16:23.259847,Online Shopping,8307.12
902026,100222,2025-08-29 14:16:23.259848,Electronics,1174.54
902027,100792,2025-10-11 14:16:23.259849,Online Shopping,6676.29
902028,100732,2025-06-18 14:16:23.259850,ENTERTAINMENT,2060.46
902029,101239,2025-06-05 14:16:23.259851,Groceries,4432.41
902030,101254,2025-08-14 14:16:23.259852,Groceries,411.42
902031,100404,2025-06-26 14:16:23.259853,Online Shopping,2753.31
902032,101192,2025-03-31 14:16:23.259854,Fuel,11339.09
902033,100328,2025-03-07 14:16:23.259856,entertainment,3840.78
902034,100425,2025-07-16 14:16:23.259857,Utilities,6007.42
902035,101577,2025-10-10 14:16:23.259858,Online Shopping,1058.93
902036,100769,2025-09-01 14:16:23.259859,Dining,5635.99
902037,101219,2025-11-13 14:16:23.259860,ENTERTAINMENT,1514.5
902038,101927,2024-12-24 14:16:23.259861,Utilities,2323.09
902039,100607,2025-11-04 14:16:23.259862,Utilities,728.71
902040,101852,2025-07-28 14:16:23.259863,Electronics,2327.31
902041,100525,2025-05-21 14:16:23.259864,Groceries,2537.69
902042,100624,2025-03-08 14:16:23.259865,Fuel,3408.04
902043,100076,2025-12-12 14:16:23.259867,entertainment,7104.18
902044,101300,2025-05-14 14:16:23.259868,Electronics,1272.7
902045,100919,2025-11-21 14:16:23.259869,Fuel,14503.13
902046,100945,2025-05-05 14:16:23.259870,Electronics,6586.43
902047,100465,2025-03-09 14:16:23.259871,entertainment,1804.98
902048,101964,2025-10-23 14:16:23.259872,Dining,899.64
902049,101471,2025-02-11 14:16:23.259873,Travel,259.63
902050,101343,2025-01-16 14:16:23.259874,Electronics,934.67
902051,101945,2025-09-04 14:16:23.259876,Utilities,7555.39
902052,101183,2025-11-30 14:16:23.259877,Fuel,1208.74
902053,100491,2025-05-27 14:16:23.259878,Groceries,519.67
902054,100312,2025-11-05 14:16:23.259879,Electronics,80.27
902055,101654,2025-09-20 14:16:23.259880,Utilities,1236.78
902056,101972,2025-10-05 14:16:23.259881,entertainment,852.39
902057,101184,2025-07-14 14:16:23.259882,entertainment,377.34
902058,100307,2025-03-27 14:16:23.259883,grocery,10561.91
902059,101886,2025-08-06 14:16:23.259885,ENTERTAINMENT,1090.1
902060,101169,2025-09-20 14:16:23.259886,Groceries,21.69
902061,101698,2025-04-26 14:16:23.259887,Utilities,10105.68
902062,101419,2025-08-08 14:16:23.259888,grocery,3023.88
902063,100690,2025-05-03 14:16:23.259889,entertainment,302.55
902064,100088,2025-11-14 14:16:23.259890,Online Shopping,111.74
902065,100734,2025-09-26 14:16:23.259891,grocery,399.42
902066,100777,2025-08-08 14:16:23.259892,Dining,3133.34
902067,100750,2024-12-29 14:16:23.259893,Utilities,223.54
902068,101331,2025-05-28 14:16:23.259894,Travel,2938.79
902069,101569,2025-03-06 14:16:23.259895,Fuel,3699.88
902070,100370,2025-01-16 14:16:23.259897,Online Shopping,558.85
902071,100450,2025-02-05 14:16:23.259898,Fuel,2345.97
902072,100166,2025-04-04 14:16:23.259899,Online Shopping,11623.17
902073,100391,2025-03-01 14:16:23.259900,grocery,6338.05
902074,101660,2025-08-15 14:16:23.259901,Travel,4497.69
902075,100735,2025-07-20 14:16:23.259902,Fuel,2552.42
902076,100490,2024-12-24 14:16:23.259903,entertainment,1754.65
902077,100924,2025-04-15 14:16:23.259904,Dining,42031.4
902078,101173,2025-06-26 14:16:23.259905,Dining,5062.79
902079,101491,2024-12-26 14:16:23.259906,Utilities,2828.37
902080,101989,2025-02-19 14:16:23.259908,entertainment,5063.44
902081,101724,2025-09-29 14:16:23.259909,ENTERTAINMENT,12258.16
902082,101066,2025-09-02 14:16:23.259913,grocery,3580.78
902083,100944,2025-02-21 14:16:23.259915,entertainment,3234.28
902084,100028,2025-02-16 14:16:23.259917,Dining,1824.02
902085,101897,2025-01-08 14:16:23.259919,Fuel,766.83
902086,101655,2025-10-21 14:16:23.259921,grocery,1640.54
902087,101872,2025-09-18 14:16:23.259923,Electronics,2569.6
902088,101054,2025-08-05 14:16:23.259925,Utilities,124.17
902089,100692,2025-01-02 14:16:23.259927,Fuel,2260.62
902090,101697,2025-07-02 14:16:23.259929,Dining,6935.54
902091,100127,2025-01-18 14:16:23.259931,Online Shopping,13146.21
902092,100766,2025-08-18 14:16:23.259933,entertainment,6771.84
902093,101317,2025-04-26 14:16:23.259935,grocery,660.52
902094,100440,2025-10-03 14:16:23.259937,Online Shopping,589.52
902095,100868,2025-02-12 14:16:23.259939,Online Shopping,1749.09
902096,101411,2025-11-25 14:16:23.259941,Online Shopping,894.07
902097,101789,2025-01-19 14:16:23.259943,Dining,3944.48
902098,101665,2025-10-06 14:16:23.259945,Travel,309.22
902099,100523,2025-09-21 14:16:23.259947,Groceries,2052.69
902100,101570,2025-09-06 14:16:23.259949,Fuel,1151.5
902101,101733,2025-09-15 14:16:23.259951,Fuel,3167.02
902102,100759,2025-02-05 14:16:23.259953,grocery,5582.04
902103,100109,2025-03-27 14:16:23.259955,Utilities,8999.52
902104,101351,2025-04-09 14:16:23.259958,Online Shopping,11620.54
902105,101428,2024-12-25 14:16:23.259959,entertainment,1514.18
902106,101268,2025-10-21 14:16:23.259960,ENTERTAINMENT,6779.1
902107,101785,2025-12-09 14:16:23.259961,Electronics,3137.39
902108,101901,2025-12-05 14:16:23.259962,Travel,4124.7
902109,101852,2025-08-09 14:16:23.259963,Dining,6666.4
902110,100162,2025-05-10 14:16:23.259964,entertainment,487.87
902111,100559,2025-01-23 14:16:23.259965,Travel,10308.12
902112,100398,2025-07-18 14:16:23.259967,Fuel,2774.59
902113,100582,2025-10-08 14:16:23.259968,Utilities,1433.17
902114,100398,2025-01-07 14:16:23.259969,Dining,1447.58
902115,101516,2025-11-28 14:16:23.259970,entertainment,4866.06
902116,101669,2025-09-28 14:16:23.259971,Groceries,3973.39
902117,100238,2025-05-04 14:16:23.259972,entertainment,4575.93
902118,101488,2025-01-06 14:16:23.259973,Electronics,1020.89
902119,101603,2025-11-29 14:16:23.259974,Fuel,652.98
902120,101813,2025-07-06 14:16:23.259975,Groceries,4478.7
902121,101055,2025-09-02 14:16:23.259976,Online Shopping,1240.77
902122,101146,2025-01-04 14:16:23.259977,ENTERTAINMENT,880.56
902123,101557,2025-05-18 14:16:23.259979,ENTERTAINMENT,845.51
902124,101690,2025-04-23 14:16:23.259980,ENTERTAINMENT,562.24
902125,100109,2025-07-24 14:16:23.259981,Dining,1947.92
902126,101294,2025-06-20 14:16:23.259982,Online Shopping,1058.36
902127,101403,2025-01-16 14:16:23.259983,grocery,7850.67
902128,100299,2025-06-03 14:16:23.259984,Online Shopping,4089.44
902129,101650,2025-03-06 14:16:23.259985,Electronics,4767.14
902130,101755,2025-10-26 14:16:23.259986,Fuel,1809.01
902131,101001,2025-04-22 14:16:23.259987,Utilities,3208.85
902132,101765,2025-03-03 14:16:23.259988,Groceries,2431.6
902133,100763,2025-03-06 14:16:23.259990,Online Shopping,641.42
902134,100248,2025-06-13 14:16:23.259991,Electronics,171.63
902135,100520,2025-12-12 14:16:23.259992,Electronics,4026.72
902136,100033,2025-03-10 14:16:23.259993,entertainment,452.08
902137,100227,2025-03-30 14:16:23.259994,ENTERTAINMENT,206.71
902138,100584,2025-10-30 14:16:23.259995,Utilities,2041.06
902139,101422,2024-12-31 14:16:23.259996,grocery,4688.29
902140,100957,2025-06-01 14:16:23.259998,entertainment,5126.69
902141,100812,2025-10-19 14:16:23.259999,Fuel,7235.45
902142,100723,2025-11-15 14:16:23.260000,Fuel,777.57
902143,100583,2025-02-18 14:16:23.260001,entertainment,14847.78
902144,100569,2025-04-18 14:16:23.260002,Online Shopping,5042.02
902145,100219,2025-06-29 14:16:23.260003,entertainment,598.65
902146,101394,2025-05-25 14:16:23.260004,ENTERTAINMENT,6429.85
902147,100786,2025-03-10 14:16:23.260005,ENTERTAINMENT,2418.74
902148,101784,2025-11-26 14:16:23.260006,Online Shopping,241.02
902149,100527,2025-11-01 14:16:23.260008,entertainment,495.64
902150,100074,2025-01-03 14:16:23.260012,Fuel,1991.4
902151,101641,2025-07-13 14:16:23.260014,entertainment,2646.36
902152,100135,2025-04-04 14:16:23.260018,Travel,10313.79
902153,101952,2025-07-28 14:16:23.260020,Groceries,850.43
902154,100073,2025-11-01 14:16:23.260022,Utilities,2249.28
902155,100253,2025-11-21 14:16:23.260024,Groceries,896.14
902156,101041,2025-11-21 14:16:23.260025,Groceries,2860.73
902157,101954,2025-07-26 14:16:23.260027,Groceries,8401.39
902158,101021,2025-10-04 14:16:23.260029,Dining,2935.63
902159,101066,2025-06-14 14:16:23.260031,Dining,2497.23
902160,100049,2025-12-08 14:16:23.260033,grocery,4853.84
902161,100514,2025-08-19 14:16:23.260035,Online Shopping,559.0
902162,100743,2025-03-04 14:16:23.260037,grocery,8261.31
902163,100730,2025-07-06 14:16:23.260039,Travel,3016.59
902164,100570,2025-03-29 14:16:23.260043,grocery,4057.72
902165,101819,2025-07-10 14:16:23.260044,Online Shopping,5981.65
902166,101837,2025-01-25 14:16:23.260045,Utilities,3527.87
902167,100575,2025-02-24 14:16:23.260046,Groceries,3587.52
902168,101605,2025-08-22 14:16:23.260048,Online Shopping,4577.76
902169,101326,2025-02-10 14:16:23.260049,grocery,187.78
902170,101165,2025-03-30 14:16:23.260050,Groceries,1685.63
902171,100902,2025-09-25 14:16:23.260051,Utilities,11532.95
902172,100201,2025-07-25 14:16:23.260052,grocery,1044.12
902173,100206,2025-06-30 14:16:23.260054,Electronics,2735.05
902174,100414,2025-01-18 14:16:23.260055,grocery,675.12
902175,100220,2025-02-12 14:16:23.260056,Dining,1366.71
902176,101385,2025-12-04 14:16:23.260057,Groceries,4419.07
902177,100757,2025-07-22 14:16:23.260058,ENTERTAINMENT,3605.99
902178,101104,2025-04-11 14:16:23.260059,Utilities,1872.41
902179,100762,2025-10-22 14:16:23.260060,Fuel,9736.48
902180,100562,2025-01-05 14:16:23.260061,Dining,5221.52
902181,101308,2025-02-19 14:16:23.260062,Dining,1091.55
902182,100368,2025-01-05 14:16:23.260063,entertainment,2192.13
902183,101515,2025-08-07 14:16:23.260065,Fuel,7364.06
902184,101934,2025-07-01 14:16:23.260066,Electronics,79.52
902185,100895,2025-09-07 14:16:23.260067,grocery,3048.49
902186,101369,2025-09-03 14:16:23.260068,entertainment,923.7
902187,100203,2025-06-30 14:16:23.260069,Online Shopping,230.82
902188,101048,2025-08-12 14:16:23.260070,Dining,8540.88
902189,100956,2025-04-12 14:16:23.260071,Electronics,5930.26
902190,101576,2025-11-16 14:16:23.260072,Fuel,717.25
902191,100068,2025-05-16 14:16:23.260073,Electronics,6347.87
902192,100515,2025-03-31 14:16:23.260074,Travel,554.14
902193,101515,2025-01-22 14:16:23.260075,Travel,2263.0
902194,100239,2025-04-18 14:16:23.260076,Utilities,4528.3
902195,100360,2025-03-08 14:16:23.260077,Travel,2671.03
902196,101464,2025-03-03 14:16:23.260079,Dining,6658.18
902197,101054,2025-03-30 14:16:23.260080,Utilities,3357.91
902198,101922,2025-01-15 14:16:23.260081,Travel,1979.42
902199,101652,2025-01-19 14:16:23.260082,grocery,9073.51
902200,100706,2025-02-07 14:16:23.260083,grocery,129.39
902201,101625,2025-09-24 14:16:23.260084,Fuel,2345.73
902202,100689,2025-01-23 14:16:23.260086,grocery,3783.89
902203,100656,2025-11-03 14:16:23.260090,Utilities,6328.86
902204,101979,2025-02-18 14:16:23.260093,Electronics,2726.66
902205,101737,2025-01-19 14:16:23.260095,Groceries,7585.67
902206,101345,2025-06-01 14:16:23.260097,grocery,1944.63
902207,100343,2025-05-31 14:16:23.260099,entertainment,1335.07
902208,101738,2025-01-23 14:16:23.260101,Travel,12748.6
902209,100535,2025-07-03 14:16:23.260103,Utilities,3850.55
902210,100354,2025-04-22 14:16:23.260105,Online Shopping,1941.59
902211,101494,2025-03-07 14:16:23.260107,grocery,7368.52
902212,100927,2025-06-11 14:16:23.260109,Online Shopping,4021.88
902213,100982,2025-10-08 14:16:23.260111,entertainment,3555.76
902214,100104,2025-07-26 14:16:23.260113,Dining,4563.76
902215,101810,2024-12-24 14:16:23.260115,Dining,4691.86
902216,101345,2025-05-23 14:16:23.260117,Travel,2377.24
902217,101595,2024-12-23 14:16:23.260121,Groceries,1902.37
902218,101906,2025-05-24 14:16:23.260122,grocery,8400.02
902219,100961,2025-05-10 14:16:23.260123,Travel,2406.8
902220,100526,2025-03-06 14:16:23.260124,Groceries,850.92
902221,100503,2025-07-08 14:16:23.260125,Online Shopping,2580.6
902222,101108,2025-10-07 14:16:23.260126,entertainment,122.6
902223,100930,2025-04-22 14:16:23.260127,Travel,4497.11
902224,100708,2025-08-13 14:16:23.260129,Dining,475.31
902225,100234,2025-09-24 14:16:23.260130,Electronics,414.66
902226,101946,2025-12-03 14:16:23.260131,Utilities,10238.86
902227,101879,2025-04-14 14:16:23.260132,Online Shopping,5182.99
902228,101286,2025-02-09 14:16:23.260133,Fuel,1871.89
902229,101029,2025-03-10 14:16:23.260134,Utilities,958.58
902230,100493,2025-12-16 14:16:23.260135,entertainment,6491.23
902231,101916,2025-10-05 14:16:23.260136,Groceries,12111.52
902232,101312,2025-10-15 14:16:23.260137,Online Shopping,2484.99
902233,101593,2025-04-01 14:16:23.260138,ENTERTAINMENT,3036.89
902234,101968,2025-01-05 14:16:23.260139,Utilities,974.62
902235,101680,2025-01-28 14:16:23.260141,Electronics,3114.2
902236,100877,2025-04-23 14:16:23.260142,grocery,1791.38
902237,101577,2025-01-15 14:16:23.260143,grocery,6538.24
902238,101373,2025-01-11 14:16:23.260144,ENTERTAINMENT,1656.87
902239,101223,2025-03-14 14:16:23.260145,Fuel,3662.19
902240,101959,2024-12-30 14:16:23.260146,Utilities,796.2
902241,101709,2025-05-31 14:16:23.260147,ENTERTAINMENT,332.68
902242,100966,2025-02-28 14:16:23.260149,Fuel,144.17
902243,100965,2025-03-07 14:16:23.260150,grocery,1880.37
902244,100963,2025-05-11 14:16:23.260151,Online Shopping,624.97
902245,100896,2025-07-09 14:16:23.260152,ENTERTAINMENT,17615.19
902246,101358,2025-06-18 14:16:23.260153,Travel,5604.86
902247,101630,2025-03-28 14:16:23.260154,entertainment,4137.43
902248,100216,2025-08-08 14:16:23.260155,Electronics,5691.59
902249,100622,2025-01-30 14:16:23.260156,Utilities,1066.89
902250,100352,2025-08-20 14:16:23.260157,Travel,7399.52
902251,100691,2025-05-13 14:16:23.260158,entertainment,19020.6
902252,100674,2025-07-11 14:16:23.260160,Fuel,1198.0
902253,100630,2025-02-21 14:16:23.260161,entertainment,14617.94
902254,100324,2025-08-31 14:16:23.260162,Fuel,1351.86
902255,100900,2025-04-24 14:16:23.260163,Utilities,41.27
902256,101251,2025-02-28 14:16:23.260164,Fuel,1601.68
902257,101168,2025-10-12 14:16:23.260165,Utilities,20991.19
902258,101972,2025-02-05 14:16:23.260166,Groceries,3528.95
902259,100307,2025-06-14 14:16:23.260168,Online Shopping,4161.48
902260,100653,2025-11-12 14:16:23.260169,grocery,952.93
902261,101657,2025-10-30 14:16:23.260170,Utilities,552.06
902262,100284,2025-04-06 14:16:23.260171,Dining,7585.45
902263,100391,2025-09-02 14:16:23.260172,Groceries,1866.9
902264,101761,2025-12-10 14:16:23.260173,Online Shopping,14.41
902265,100359,2025-04-26 14:16:23.260174,Dining,1219.71
902266,100768,2025-06-23 14:16:23.260175,Travel,762.38
902267,100796,2025-04-20 14:16:23.260176,Dining,3240.18
902268,100931,2025-11-07 14:16:23.260177,Online Shopping,4938.82
902269,101970,2024-12-26 14:16:23.260178,Electronics,2408.55
902270,100164,2025-04-17 14:16:23.260179,Fuel,719.85
902271,100732,2025-08-27 14:16:23.260180,Fuel,208.99
902272,100580,2025-04-06 14:16:23.260181,Travel,1316.7
902273,100820,2025-07-05 14:16:23.260182,Online Shopping,5738.98
902274,101247,2025-01-10 14:16:23.260183,Groceries,1903.61
902275,100123,2025-10-01 14:16:23.260185,Utilities,1017.41
902276,101971,2025-05-25 14:16:23.260186,entertainment,73.3
902277,100343,2025-02-10 14:16:23.260187,Utilities,2398.56
902278,101874,2025-06-05 14:16:23.260188,Travel,4041.16
902279,100523,2025-01-31 14:16:23.260190,Online Shopping,738.95
902280,101075,2025-10-15 14:16:23.260191,Dining,2696.53
902281,100128,2025-07-31 14:16:23.260192,Electronics,1911.01
902282,101158,2025-11-06 14:16:23.260193,Travel,4260.27
902283,100656,2025-02-15 14:16:23.260194,Electronics,6896.55
902284,101150,2025-05-23 14:16:23.260195,Online Shopping,1283.79
902285,100737,2025-02-17 14:16:23.260196,entertainment,8230.15
902286,100938,2025-10-06 14:16:23.260197,Online Shopping,4295.96
902287,100070,2025-07-18 14:16:23.260198,ENTERTAINMENT,132.56
902288,100272,2025-08-05 14:16:23.260199,grocery,5483.04
902289,101210,2024-12-21 14:16:23.260200,grocery,2388.61
902290,101026,2025-03-29 14:16:23.260202,grocery,10180.93
902291,101308,2025-05-16 14:16:23.260203,grocery,1368.56
902292,100021,2025-05-23 14:16:23.260204,Dining,3130.97
902293,100165,2025-05-28 14:16:23.260205,Fuel,10944.13
902294,101333,2025-08-30 14:16:23.260206,ENTERTAINMENT,1107.05
902295,100874,2025-11-17 14:16:23.260207,Travel,2235.0
902296,101500,2025-12-06 14:16:23.260208,Utilities,4887.14
902297,100497,2025-08-13 14:16:23.260209,Dining,4111.57
902298,100433,2025-02-08 14:16:23.260210,Groceries,6385.78
902299,100757,2025-06-07 14:16:23.260211,entertainment,2567.41
902300,100233,2025-07-31 14:16:23.260213,Dining,1344.27
902301,100836,2025-11-21 14:16:23.260214,Online Shopping,2680.65
902302,101693,2025-11-02 14:16:23.260215,Utilities,1507.52
902303,100662,2025-08-05 14:16:23.260216,entertainment,679.38
902304,100724,2025-02-04 14:16:23.260217,grocery,2833.65
902305,100375,2025-10-21 14:16:23.260218,Fuel,173.57
902306,100729,2025-12-05 14:16:23.260219,ENTERTAINMENT,130.41
902307,101269,2025-09-09 14:16:23.260220,grocery,233.63
902308,100302,2025-10-30 14:16:23.260221,Travel,3908.12
902309,100404,2025-03-02 14:16:23.260222,Groceries,1828.89
902310,101811,2025-09-15 14:16:23.260224,Fuel,2385.06
902311,101686,2025-09-14 14:16:23.260225,entertainment,1472.37
902312,100707,2025-07-26 14:16:23.260226,grocery,1023.9
902313,100916,2025-10-07 14:16:23.260227,Online Shopping,1552.75
902314,100020,2025-12-08 14:16:23.260228,Groceries,752.15
902315,100256,2025-07-09 14:16:23.260229,ENTERTAINMENT,3974.46
902316,100398,2025-05-18 14:16:23.260230,Utilities,375.52
902317,101552,2025-12-14 14:16:23.260231,grocery,2546.37
902318,100050,2025-05-08 14:16:23.260232,Travel,2267.45
902319,100446,2025-11-19 14:16:23.260233,Utilities,1257.99
902320,101293,2025-02-19 14:16:23.260234,Online Shopping,377.68
902321,100826,2025-05-29 14:16:23.260235,Travel,4253.3
902322,100594,2025-10-02 14:16:23.260236,entertainment,2950.16
902323,100817,2025-10-20 14:16:23.260237,Groceries,5802.93
902324,100635,2025-06-05 14:16:23.260238,Electronics,939.97
902325,101825,2025-01-30 14:16:23.260240,entertainment,5488.43
902326,101285,2025-09-02 14:16:23.260241,Travel,1208.32
902327,101388,2025-01-10 14:16:23.260242,grocery,418.07
902328,101072,2025-12-09 14:16:23.260243,Online Shopping,507.25
902329,101541,2025-11-28 14:16:23.260244,grocery,874.37
902330,101652,2025-07-22 14:16:23.260245,Fuel,4014.69
902331,101141,2025-12-01 14:16:23.260246,ENTERTAINMENT,978.82
902332,101476,2025-12-06 14:16:23.260247,Fuel,3241.05
902333,100774,2025-09-27 14:16:23.260248,Electronics,1037.46
902334,101888,2025-10-12 14:16:23.260249,Travel,1590.69
902335,100972,2025-08-07 14:16:23.260250,grocery,7716.6
902336,101970,2025-10-26 14:16:23.260251,ENTERTAINMENT,2428.55
902337,101909,2025-05-26 14:16:23.260252,ENTERTAINMENT,3209.22
902338,101664,2025-04-29 14:16:23.260253,Utilities,734.4
902339,100396,2025-10-25 14:16:23.260254,grocery,493.48
902340,100682,2025-10-11 14:16:23.260256,Electronics,1865.63
902341,101050,2025-03-02 14:16:23.260257,ENTERTAINMENT,6767.89
902342,100710,2025-01-08 14:16:23.260258,Utilities,964.79
902343,101395,2025-07-02 14:16:23.260259,Fuel,3402.17
902344,101922,2025-07-10 14:16:23.260260,grocery,7197.67
902345,101849,2025-12-03 14:16:23.260261,Groceries,9535.18
902346,101880,2025-06-10 14:16:23.260262,grocery,17785.73
902347,101120,2025-12-03 14:16:23.260263,grocery,5038.3
902348,100528,2025-03-06 14:16:23.260264,Dining,272.9
