repayment_id,customer_id,payment_date,payment_amount,payment_delay_days,severe_delay_flag
801171,101346,2025-02-22 14:16:23.313177,14848.61,30,True
801172,100626,2025-09-05 14:16:23.313179,18678.41,0,False
801173,101890,2025-01-07 14:16:23.313180,12153.06,10,False
801174,101484,2025-05-17 14:16:23.313181,3192.11,10,False
801175,100322,2025-08-22 14:16:23.313182,13670.83,0,False
801176,101293,2025-12-13 14:16:23.313186,4429.08,0,False
801177,100929,2025-07-17 14:16:23.313188,7246.39,10,False
801178,101836,2025-05-22 14:16:23.313190,10437.55,0,False
801179,101160,2025-03-05 14:16:23.313192,3568.64,30,True
801180,101417,2025-02-18 14:16:23.313193,905.24,0,False
801181,100903,2025-09-19 14:16:23.313196,6878.18,5,False
801182,101692,2025-10-29 14:16:23.313197,16574.16,10,False
801183,100060,2024-12-28 14:16:23.313199,799.91,10,False
801184,101973,2025-05-30 14:16:23.313202,2633.96,0,False
801185,100934,2025-07-15 14:16:23.313204,16233.67,0,False
801186,101021,2025-09-14 14:16:23.313207,6464.11,5,False
801187,101824,2025-09-30 14:16:23.313208,18795.16,30,True
801188,100918,2025-06-18 14:16:23.313209,7914.76,0,False
801189,100327,2025-02-07 14:16:23.313210,16035.73,30,True
801190,100894,2025-07-03 14:16:23.313211,5546.4,0,False
801191,100167,2025-06-15 14:16:23.313213,1705.71,0,False
801192,100357,2025-01-24 14:16:23.313214,17690.31,15,False
801193,101558,2025-01-22 14:16:23.313215,18582.28,15,False
801194,101082,2025-06-28 14:16:23.313216,14307.94,0,False
801195,101457,2025-08-02 14:16:23.313217,15516.32,5,False
801196,100867,2024-12-25 14:16:23.313218,638.99,30,True
801197,101983,2025-05-22 14:16:23.313219,15199.56,0,False
801198,101847,2025-02-17 14:16:23.313220,9707.83,10,False
801199,100682,2025-05-12 14:16:23.313222,9329.41,5,False
801200,101918,2025-06-11 14:16:23.313223,11031.36,0,False
801201,100083,2025-03-09 14:16:23.313224,5788.6,0,False
801202,100247,2025-08-26 14:16:23.313225,14077.63,5,False
801203,100825,2025-11-28 14:16:23.313226,6263.98,15,False
801204,101519,2025-09-21 14:16:23.313227,11392.83,30,True
801205,101021,2025-01-26 14:16:23.313228,3170.08,10,False
801206,101919,2025-02-24 14:16:23.313229,13663.97,30,True
801207,101419,2024-12-31 14:16:23.313230,4197.45,0,False
801208,100931,2025-03-31 14:16:23.313232,3823.07,0,False
801209,100968,2025-11-18 14:16:23.313233,973.52,0,False
801210,100480,2025-10-25 14:16:23.313234,2874.82,10,False
801211,100645,2025-06-26 14:16:23.313235,5035.12,5,False
801212,101311,2025-04-12 14:16:23.313236,4835.03,0,False
801213,100192,2025-12-08 14:16:23.313237,6889.59,15,False
801214,101723,2025-03-18 14:16:23.313238,1561.12,0,False
801215,100437,2025-03-28 14:16:23.313239,18736.36,0,False
801216,100499,2025-08-05 14:16:23.313240,2823.93,10,False
801217,100151,2025-10-18 14:16:23.313242,14188.3,0,False
801218,100668,2025-12-04 14:16:23.313243,10933.93,0,False
801219,101543,2025-04-04 14:16:23.313244,11279.38,10,False
801220,100268,2025-02-20 14:16:23.313245,2557.58,5,False
801221,100574,2025-03-17 14:16:23.313246,5242.69,0,False
801222,101560,2025-11-22 14:16:23.313247,15707.69,0,False
801223,100156,2025-11-09 14:16:23.313248,9541.89,15,False
801224,100186,2025-04-16 14:16:23.313249,9412.82,10,False
801225,100316,2025-07-20 14:16:23.313250,11145.28,0,False
801226,100599,2025-05-24 14:16:23.313252,8959.21,15,False
801227,101660,2025-07-18 14:16:23.313253,16219.65,15,False
801228,100986,2025-08-24 14:16:23.313254,15099.75,5,False
801229,101266,2025-05-31 14:16:23.313255,6681.58,0,False
801230,101561,2025-06-20 14:16:23.313256,16335.58,0,False
801231,100083,2025-03-12 14:16:23.313257,10612.83,30,True
801232,100195,2025-06-27 14:16:23.313258,12740.87,30,True
801233,101301,2025-07-16 14:16:23.313259,17390.43,5,False
801234,101158,2024-12-27 14:16:23.313260,9781.87,0,False
801235,101976,2025-02-02 14:16:23.313261,15247.08,0,False
801236,101853,2025-08-25 14:16:23.313263,12747.7,5,False
801237,100377,2025-02-18 14:16:23.313264,8821.53,5,False
801238,100117,2025-07-29 14:16:23.313265,15886.44,15,False
801239,101937,2025-03-14 14:16:23.313266,2550.6,5,False
801240,101801,2025-12-02 14:16:23.313267,11833.79,30,True
801241,101822,2025-07-23 14:16:23.313269,1405.01,5,False
801242,100025,2025-03-31 14:16:23.313270,3545.3,0,False
801243,101718,2025-11-19 14:16:23.313271,12178.04,0,False
801244,100238,2025-04-02 14:16:23.313272,6498.33,0,False
801245,101132,2025-08-26 14:16:23.313276,5618.26,0,False
801246,101113,2025-12-10 14:16:23.313277,19138.85,15,False
801247,100381,2025-02-17 14:16:23.313279,7635.16,0,False
801248,100792,2025-04-07 14:16:23.313280,11512.46,0,False
801249,101655,2025-09-25 14:16:23.313281,10917.85,0,False
801250,101715,2025-12-02 14:16:23.313282,1709.36,0,False
801251,101041,2025-02-18 14:16:23.313283,13648.38,0,False
801252,100663,2025-03-06 14:16:23.313284,10501.58,0,False
801253,100501,2025-09-13 14:16:23.313285,7937.63,5,False
801254,100619,2025-08-18 14:16:23.313286,1787.33,0,False
801255,101678,2025-05-06 14:16:23.313288,6213.77,10,False
801256,101919,2025-11-19 14:16:23.313292,17739.86,0,False
801257,100775,2025-10-03 14:16:23.313294,3887.37,0,False
801258,101578,2025-01-28 14:16:23.313296,4777.01,0,False
801259,100216,2025-08-21 14:16:23.313298,4503.23,5,False
801260,100994,2025-06-30 14:16:23.313300,17870.69,30,True
801261,100023,2025-11-14 14:16:23.313302,14149.91,0,False
801262,101517,2025-03-31 14:16:23.313304,17695.94,0,False
801263,101785,2025-02-16 14:16:23.313306,18318.06,5,False
801264,100999,2025-06-13 14:16:23.313308,18595.37,15,False
801265,100372,2025-10-28 14:16:23.313311,9971.45,30,True
801266,100613,2025-12-09 14:16:23.313314,9786.37,5,False
801267,101492,2025-08-07 14:16:23.313315,16664.0,30,True
801268,101525,2025-06-09 14:16:23.313316,6972.57,10,False
801269,101856,2025-12-02 14:16:23.313317,933.12,0,False
801270,101561,2025-06-14 14:16:23.313318,6965.18,5,False
801271,100329,2025-06-17 14:16:23.313319,14468.83,10,False
801272,101177,2025-06-08 14:16:23.313321,2910.47,5,False
801273,101857,2025-09-25 14:16:23.313322,15803.23,15,False
801274,100935,2025-06-26 14:16:23.313323,16401.75,15,False
801275,101805,2025-09-17 14:16:23.313324,2467.79,10,False
801276,100416,2025-03-02 14:16:23.313325,2407.87,15,False
801277,101464,2025-10-17 14:16:23.313326,4376.84,30,True
801278,100422,2025-11-15 14:16:23.313327,7449.59,30,True
801279,101664,2025-07-28 14:16:23.313328,10888.3,10,False
801280,100605,2025-01-11 14:16:23.313330,9968.07,30,True
801281,101060,2024-12-21 14:16:23.313331,17136.79,15,False
801282,101297,2025-08-17 14:16:23.313332,3273.52,10,False
801283,101181,2025-08-25 14:16:23.313333,14102.67,5,False
801284,101690,2024-12-26 14:16:23.313334,11203.29,0,False
801285,100699,2025-09-29 14:16:23.313335,14868.08,0,False
801286,101456,2025-04-20 14:16:23.313336,7167.96,10,False
801287,100112,2025-08-04 14:16:23.313337,9691.9,15,False
801288,100541,2025-09-14 14:16:23.313338,1057.56,0,False
801289,100940,2025-03-29 14:16:23.313339,2764.07,0,False
801290,101780,2025-07-30 14:16:23.313341,7812.41,0,False
801291,101635,2025-09-21 14:16:23.313342,9884.47,30,True
801292,101556,2025-04-25 14:16:23.313343,2172.06,0,False
801293,101461,2025-10-20 14:16:23.313344,16587.27,0,False
801294,101423,2025-01-15 14:16:23.313345,18948.02,0,False
801295,100017,2025-06-26 14:16:23.313346,12129.75,0,False
801296,100161,2025-10-19 14:16:23.313347,1541.34,10,False
801297,101428,2025-07-02 14:16:23.313349,14907.11,5,False
801298,101483,2025-10-27 14:16:23.313350,4734.69,0,False
801299,100158,2025-05-04 14:16:23.313351,14806.21,15,False
801300,101033,2025-04-14 14:16:23.313352,8969.75,0,False
801301,100872,2025-01-20 14:16:23.313353,1541.82,10,False
801302,101785,2025-11-12 14:16:23.313354,5935.6,30,True
801303,101539,2025-01-19 14:16:23.313355,8827.08,0,False
801304,101038,2025-09-10 14:16:23.313357,14856.88,15,False
801305,100564,2025-10-10 14:16:23.313361,3094.85,30,True
801306,100698,2025-07-30 14:16:23.313363,6096.53,30,True
801307,101078,2025-06-01 14:16:23.313365,2128.98,0,False
801308,100445,2025-03-26 14:16:23.313367,12508.24,15,False
801309,101961,2025-12-10 14:16:23.313369,9748.29,0,False
801310,101768,2025-10-17 14:16:23.313371,18615.6,0,False
801311,101179,2025-07-31 14:16:23.313373,14940.78,0,False
801312,100889,2025-01-19 14:16:23.313375,15668.8,15,False
801313,100390,2024-12-22 14:16:23.313377,3705.66,0,False
801314,100138,2025-01-10 14:16:23.313381,5699.14,0,False
801315,101436,2025-08-30 14:16:23.313382,10506.22,5,False
801316,101697,2025-06-29 14:16:23.313383,762.95,10,False
801317,100883,2025-10-21 14:16:23.313384,17467.5,5,False
801318,100761,2025-01-08 14:16:23.313385,15665.94,5,False
801319,100124,2025-12-10 14:16:23.313386,1629.82,0,False
801320,101651,2024-12-20 14:16:23.313387,17056.16,10,False
801321,101885,2025-10-15 14:16:23.313388,587.52,5,False
801322,100218,2025-02-13 14:16:23.313390,2727.28,0,False
801323,100280,2025-01-25 14:16:23.313391,1579.61,5,False
801324,100439,2025-03-15 14:16:23.313392,9843.62,30,True
801325,101775,2025-06-10 14:16:23.313393,15788.97,0,False
801326,100101,2025-05-10 14:16:23.313394,3981.51,5,False
801327,101063,2025-09-30 14:16:23.313395,15543.99,15,False
801328,100470,2025-11-11 14:16:23.313397,4106.03,15,False
801329,101399,2025-06-13 14:16:23.313398,19815.46,10,False
801330,101628,2025-07-23 14:16:23.313399,17142.75,15,False
801331,101214,2025-09-14 14:16:23.313400,14875.14,30,True
801332,101910,2025-08-25 14:16:23.313401,12037.92,0,False
801333,100433,2025-06-28 14:16:23.313402,5229.69,15,False
801334,100010,2025-08-18 14:16:23.313403,2825.72,0,False
801335,101723,2025-02-07 14:16:23.313404,9475.98,0,False
801336,101727,2025-05-28 14:16:23.313405,8351.87,0,False
801337,101269,2025-07-06 14:16:23.313407,13652.38,15,False
801338,100131,2025-05-10 14:16:23.313410,3816.75,30,True
801339,100483,2025-04-03 14:16:23.313412,11461.51,30,True
801340,100414,2025-10-02 14:16:23.313414,14020.33,30,True
801341,101353,2025-10-04 14:16:23.313416,6329.84,30,True
801342,100821,2025-05-10 14:16:23.313418,15710.28,5,False
801343,101871,2025-05-31 14:16:23.313420,8920.94,30,True
801344,100567,2025-05-10 14:16:23.313422,3671.31,30,True
801345,101908,2025-09-16 14:16:23.313424,4298.02,5,False
801346,100861,2025-11-10 14:16:23.313426,5938.52,0,False
801347,100354,2025-04-28 14:16:23.313428,3583.46,0,False
801348,101579,2025-08-19 14:16:23.313430,11476.93,0,False
801349,101744,2025-10-30 14:16:23.313432,19008.25,0,False
801350,100260,2025-11-14 14:16:23.313434,17973.43,0,False
801351,101730,2025-07-17 14:16:23.313436,6813.2,30,True
801352,100591,2025-08-10 14:16:23.313438,17361.05,5,False
801353,101010,2025-10-23 14:16:23.313440,19103.45,10,False
801354,100579,2025-09-09 14:16:23.313441,6236.26,10,False
801355,101672,2025-08-05 14:16:23.313443,18153.06,10,False
801356,101027,2025-11-12 14:16:23.313446,19949.87,0,False
801357,100340,2025-07-03 14:16:23.313448,16054.6,0,False
801358,100969,2025-05-26 14:16:23.313450,8109.35,5,False
801359,101652,2025-03-11 14:16:23.313452,12366.56,10,False
801360,100094,2025-09-25 14:16:23.313454,7601.64,0,False
801361,101744,2025-10-04 14:16:23.313456,19921.25,15,False
801362,100015,2025-09-19 14:16:23.313457,1823.14,0,False
801363,101134,2025-08-19 14:16:23.313459,17915.07,10,False
801364,100325,2025-09-10 14:16:23.313461,1953.69,0,False
801365,101245,2025-01-27 14:16:23.313463,1322.86,0,False
801366,101294,2025-03-21 14:16:23.313465,18828.82,0,False
801367,100874,2025-10-04 14:16:23.313468,17412.0,0,False
801368,101459,2024-12-30 14:16:23.313470,7550.45,30,True
801369,100670,2025-08-03 14:16:23.313472,19171.88,0,False
801370,100093,2025-04-01 14:16:23.313475,17306.21,10,False
801371,100996,2025-05-20 14:16:23.313476,18088.67,30,True
801372,100335,2025-11-05 14:16:23.313477,12104.75,10,False
801373,100811,2025-09-11 14:16:23.313478,19187.41,5,False
801374,101524,2025-03-07 14:16:23.313480,16286.85,30,True
801375,100163,2025-10-05 14:16:23.313481,18829.08,0,False
801376,100893,2025-08-12 14:16:23.313482,5989.46,0,False
801377,101409,2025-11-16 14:16:23.313483,10875.9,15,False
801378,100411,2025-05-16 14:16:23.313484,17419.43,30,True
801379,100367,2025-03-20 14:16:23.313485,11804.72,30,True
801380,101319,2024-12-19 14:16:23.313487,16121.42,0,False
801381,100318,2025-10-12 14:16:23.313491,19475.39,5,False
801382,101278,2025-05-01 14:16:23.313493,16188.98,0,False
801383,101854,2025-04-27 14:16:23.313495,6649.51,0,False
801384,101808,2025-07-17 14:16:23.313497,2814.64,30,True
801385,100488,2025-12-06 14:16:23.313499,5818.56,0,False
801386,100549,2025-11-11 14:16:23.313501,13424.43,15,False
801387,100895,2025-07-01 14:16:23.313503,713.42,0,False
801388,101443,2025-02-08 14:16:23.313505,4199.52,5,False
801389,101951,2025-12-06 14:16:23.313507,6874.6,0,False
801390,101717,2025-06-27 14:16:23.313509,17566.89,10,False
801391,100186,2025-05-07 14:16:23.313511,1494.58,10,False
801392,100024,2025-07-16 14:16:23.313513,1473.76,30,True
801393,101868,2025-01-18 14:16:23.313515,11259.76,10,False
801394,100141,2025-12-11 14:16:23.313517,3966.44,15,False
801395,100427,2025-04-26 14:16:23.313520,5223.2,5,False
801396,101147,2025-11-10 14:16:23.313522,4092.6,5,False
801397,100024,2025-02-23 14:16:23.313523,11841.34,0,False
801398,101826,2025-04-18 14:16:23.313524,1583.18,0,False
801399,100476,2025-08-17 14:16:23.313525,18830.0,15,False
801400,101486,2025-07-16 14:16:23.313526,2901.2,15,False
801401,100846,2025-02-23 14:16:23.313527,19056.11,10,False
801402,101710,2025-04-16 14:16:23.313528,15673.52,30,True
801403,101454,2024-12-20 14:16:23.313530,16646.31,15,False
801404,101255,2025-11-07 14:16:23.313531,3869.76,0,False
801405,101680,2025-03-28 14:16:23.313535,13558.12,0,False
801406,101368,2025-09-01 14:16:23.313536,16432.91,10,False
801407,101046,2025-05-06 14:16:23.313537,11381.69,30,True
801408,101759,2025-06-27 14:16:23.313538,11245.96,0,False
801409,100121,2025-09-04 14:16:23.313539,3608.56,5,False
801410,101246,2025-01-03 14:16:23.313540,8577.53,0,False
801411,100982,2025-01-14 14:16:23.313541,3435.53,5,False
801412,101253,2025-06-19 14:16:23.313542,19470.73,10,False
801413,100016,2025-09-16 14:16:23.313543,13854.58,5,False
801414,101308,2025-08-21 14:16:23.313544,1444.23,0,False
801415,100001,2025-08-19 14:16:23.313546,9796.97,30,True
801416,100266,2025-06-14 14:16:23.313550,12940.3,30,True
801417,101551,2025-03-24 14:16:23.313552,2364.99,15,False
801418,101970,2025-01-10 14:16:23.313554,13467.28,0,False
801419,101872,2025-12-02 14:16:23.313556,3957.45,0,False
801420,101556,2025-11-16 14:16:23.313558,8453.65,30,True
801421,100250,2025-01-06 14:16:23.313560,12698.3,0,False
801422,100276,2025-09-14 14:16:23.313563,7618.56,5,False
801423,101029,2025-09-03 14:16:23.313565,7927.24,30,True
801424,101837,2025-06-26 14:16:23.313567,16950.5,5,False
801425,101260,2025-01-26 14:16:23.313569,6530.66,5,False
801426,101558,2025-03-02 14:16:23.313571,13276.29,10,False
801427,101849,2025-01-21 14:16:23.313573,17058.48,10,False
801428,101720,2025-11-11 14:16:23.313575,3476.66,0,False
801429,101980,2025-11-26 14:16:23.313579,1395.6,0,False
801430,100223,2025-05-14 14:16:23.313582,16597.91,0,False
801431,101574,2025-09-23 14:16:23.313583,11247.05,0,False
801432,100940,2025-02-05 14:16:23.313584,16640.18,15,False
801433,101509,2025-11-06 14:16:23.313585,4654.19,0,False
801434,101436,2025-07-30 14:16:23.313586,16736.33,0,False
801435,101054,2025-05-17 14:16:23.313587,2358.55,10,False
801436,100472,2025-07-11 14:16:23.313588,17722.46,5,False
801437,100513,2025-03-14 14:16:23.313590,16539.41,30,True
801438,101365,2025-06-30 14:16:23.313591,11563.03,10,False
801439,100164,2025-07-11 14:16:23.313592,12362.63,5,False
801440,100299,2025-04-22 14:16:23.313593,7243.96,30,True
801441,100974,2024-12-25 14:16:23.313594,4431.52,5,False
801442,100453,2025-07-15 14:16:23.313595,9381.04,10,False
801443,100638,2025-04-30 14:16:23.313596,13320.32,0,False
801444,101854,2025-05-10 14:16:23.313597,19970.06,5,False
801445,101913,2025-01-15 14:16:23.313598,16436.43,10,False
801446,100480,2025-07-01 14:16:23.313600,8969.0,0,False
801447,100074,2025-03-08 14:16:23.313601,14993.33,0,False
801448,100308,2025-04-19 14:16:23.313602,2606.93,5,False
801449,100075,2024-12-25 14:16:23.313603,8593.2,0,False
801450,100386,2025-07-09 14:16:23.313604,8786.03,5,False
801451,101373,2025-08-26 14:16:23.313605,19977.06,30,True
801452,101298,2025-03-25 14:16:23.313606,8124.79,15,False
801453,101324,2025-09-18 14:16:23.313607,2123.99,0,False
801454,100956,2025-02-25 14:16:23.313609,1810.95,0,False
801455,100746,2024-12-26 14:16:23.313610,14118.5,5,False
801456,101078,2025-02-13 14:16:23.313611,6137.32,30,True
801457,101734,2025-02-03 14:16:23.313612,17443.81,10,False
801458,100459,2025-01-27 14:16:23.313613,9917.48,15,False
801459,101564,2025-02-04 14:16:23.313614,6942.26,15,False
801460,101839,2025-01-12 14:16:23.313615,15302.73,15,False
801461,101863,2025-02-19 14:16:23.313617,8641.88,0,False
801462,101598,2025-04-29 14:16:23.313618,14878.97,0,False
801463,100660,2025-10-07 14:16:23.313619,14424.79,5,False
801464,100312,2025-09-02 14:16:23.313620,14602.62,0,False
801465,100268,2025-10-29 14:16:23.313622,17213.88,0,False
801466,101520,2024-12-22 14:16:23.313623,17043.79,30,True
801467,100154,2025-12-16 14:16:23.313624,13459.86,5,False
801468,101219,2025-10-13 14:16:23.313625,19160.76,5,False
801469,100479,2024-12-25 14:16:23.313626,904.19,0,False
801470,101879,2025-06-30 14:16:23.313627,18643.25,30,True
801471,101471,2025-05-17 14:16:23.313628,3390.94,15,False
801472,101128,2025-08-02 14:16:23.313630,4627.04,10,False
801473,101800,2025-06-20 14:16:23.313631,16439.28,15,False
801474,101097,2025-01-04 14:16:23.313632,8308.49,15,False
801475,101098,2025-05-21 14:16:23.313633,8793.55,30,True
801476,101120,2025-03-09 14:16:23.313634,5593.93,0,False
801477,101264,2025-12-16 14:16:23.313635,4876.6,15,False
801478,101414,2025-07-14 14:16:23.313636,2571.69,5,False
801479,101674,2025-02-13 14:16:23.313637,4337.04,0,False
801480,101132,2025-07-29 14:16:23.313638,11551.55,30,True
801481,100027,2025-11-20 14:16:23.313639,14278.87,15,False
801482,101125,2025-04-05 14:16:23.313640,14907.37,0,False
801483,100861,2025-02-21 14:16:23.313642,7717.4,0,False
801484,100118,2025-04-14 14:16:23.313643,18478.12,0,False
801485,101607,2025-01-16 14:16:23.313644,6910.2,10,False
801486,101050,2025-09-24 14:16:23.313645,2667.16,0,False
801487,100149,2025-04-19 14:16:23.313646,18931.84,0,False
801488,100681,2025-05-26 14:16:23.313647,11043.2,15,False
801489,101695,2025-03-20 14:16:23.313648,19441.84,30,True
801490,101165,2025-03-22 14:16:23.313649,8176.5,0,False
801491,101177,2025-10-31 14:16:23.313651,15269.17,10,False
801492,101515,2025-11-02 14:16:23.313652,2643.77,10,False
801493,100761,2025-06-24 14:16:23.313654,17154.54,0,False
801494,100182,2025-03-23 14:16:23.313657,3828.65,0,False
801495,101226,2025-05-04 14:16:23.313660,1839.24,0,False
801496,101094,2024-12-27 14:16:23.313662,2406.19,10,False
801497,100182,2025-04-08 14:16:23.313664,11368.82,15,False
801498,100172,2025-04-16 14:16:23.313666,6191.53,0,False
801499,100541,2025-11-26 14:16:23.313668,19238.61,0,False
801500,101857,2025-11-26 14:16:23.313670,17127.19,0,False
801501,100354,2025-05-08 14:16:23.313672,16164.5,0,False
801502,100153,2025-01-05 14:16:23.313674,16287.95,0,False
801503,100600,2025-06-02 14:16:23.313677,17868.21,15,False
801504,100384,2025-05-01 14:16:23.313680,17371.6,5,False
801505,100732,2025-01-20 14:16:23.313682,18600.05,30,True
801506,100919,2025-01-16 14:16:23.313684,18720.14,10,False
801507,101334,2025-05-02 14:16:23.313687,6317.27,0,False
801508,101893,2025-06-04 14:16:23.313688,4781.5,15,False
801509,101856,2025-04-28 14:16:23.313690,13040.41,0,False
801510,101048,2025-03-02 14:16:23.313692,2904.96,0,False
801511,101121,2025-03-28 14:16:23.313694,4617.33,0,False
801512,100553,2025-07-14 14:16:23.313697,15572.66,10,False
801513,101323,2025-11-21 14:16:23.313699,13162.04,15,False
801514,101092,2025-05-08 14:16:23.313702,13191.61,30,True
801515,100360,2025-05-30 14:16:23.313703,19037.45,15,False
801516,101931,2025-09-20 14:16:23.313704,13518.68,0,False
801517,100775,2025-02-06 14:16:23.313705,8900.74,15,False
801518,100873,2025-07-01 14:16:23.313706,5966.48,0,False
801519,101086,2025-02-27 14:16:23.313707,7101.83,0,False
801520,100717,2025-01-07 14:16:23.313708,5917.36,10,False
801521,100659,2024-12-20 14:16:23.313710,1182.27,0,False
801522,100494,2025-06-21 14:16:23.313711,5600.69,0,False
801523,100423,2025-02-21 14:16:23.313712,16789.72,0,False
801524,100840,2025-11-25 14:16:23.313713,14700.47,30,True
801525,101403,2025-05-30 14:16:23.313715,12625.85,0,False
801526,100254,2025-01-26 14:16:23.313719,18093.0,10,False
801527,101786,2025-10-02 14:16:23.313721,5650.44,0,False
801528,100260,2025-05-09 14:16:23.313723,11764.85,10,False
801529,101152,2025-01-27 14:16:23.313725,1110.87,0,False
801530,100522,2025-06-13 14:16:23.313727,17894.13,10,False
801531,101923,2025-04-11 14:16:23.313729,9230.87,10,False
801532,100421,2025-08-09 14:16:23.313731,3968.49,5,False
801533,101552,2025-11-25 14:16:23.313733,5166.67,30,True
801534,100579,2025-11-11 14:16:23.313735,17040.66,30,True
801535,100415,2025-11-30 14:16:23.313737,2621.72,30,True
801536,101028,2024-12-28 14:16:23.313739,18541.45,15,False
801537,100917,2025-04-01 14:16:23.313741,7782.52,15,False
801538,100205,2025-11-07 14:16:23.313743,5396.16,10,False
801539,100468,2025-01-04 14:16:23.313745,6971.24,30,True
801540,100081,2025-01-14 14:16:23.313747,8475.17,0,False
801541,101090,2025-10-07 14:16:23.313749,11188.21,0,False
801542,100756,2025-07-31 14:16:23.313751,11942.75,15,False
801543,100266,2025-05-18 14:16:23.313754,9232.48,0,False
801544,100750,2025-12-12 14:16:23.313757,9204.1,15,False
801545,101766,2025-08-21 14:16:23.313758,6063.35,30,True
801546,101763,2025-10-10 14:16:23.313759,7984.29,0,False
801547,100474,2025-10-02 14:16:23.313760,9609.2,0,False
801548,101509,2025-03-17 14:16:23.313761,12152.97,10,False
801549,100152,2025-01-01 14:16:23.313763,3048.65,30,True
801550,100553,2025-09-17 14:16:23.313764,15397.49,15,False
801551,100486,2025-07-18 14:16:23.313765,13771.14,30,True
801552,101826,2025-11-30 14:16:23.313766,6325.97,30,True
801553,101614,2025-01-29 14:16:23.313767,9457.21,10,False
801554,100570,2025-11-13 14:16:23.313768,18965.12,0,False
801555,100628,2025-09-07 14:16:23.313769,899.31,30,True
801556,100760,2025-03-22 14:16:23.313770,16321.36,10,False
801557,101071,2025-02-14 14:16:23.313771,10478.63,15,False
801558,101748,2025-03-16 14:16:23.313773,12566.84,15,False
801559,101794,2025-04-03 14:16:23.313774,13848.38,15,False
801560,101047,2025-11-13 14:16:23.313775,9392.39,10,False
801561,101398,2025-12-10 14:16:23.313776,4241.26,0,False
801562,101771,2025-04-03 14:16:23.313777,18237.02,0,False
801563,100708,2025-02-11 14:16:23.313778,14933.72,10,False
801564,101380,2025-06-01 14:16:23.313779,11412.0,5,False
801565,101056,2025-07-31 14:16:23.313780,9244.9,0,False
801566,101495,2025-11-29 14:16:23.313781,10236.97,0,False
801567,100837,2025-09-24 14:16:23.313783,16559.0,15,False
801568,100174,2025-11-26 14:16:23.313784,743.82,0,False
801569,100564,2025-04-27 14:16:23.313785,17374.03,0,False
801570,100684,2025-03-07 14:16:23.313786,1411.66,15,False
801571,100966,2025-01-14 14:16:23.313787,12510.3,15,False
801572,101521,2025-08-11 14:16:23.313788,6995.89,10,False
801573,100722,2025-10-27 14:16:23.313789,13725.61,10,False
801574,101336,2025-11-19 14:16:23.313790,2168.09,0,False
801575,101748,2025-02-03 14:16:23.313791,11346.53,10,False
801576,101221,2025-11-19 14:16:23.313793,17177.07,5,False
801577,101831,2025-08-07 14:16:23.313794,10145.44,0,False
801578,101021,2025-05-21 14:16:23.313795,2144.76,0,False
801579,101026,2025-11-26 14:16:23.313796,1228.88,0,False
801580,101072,2025-06-24 14:16:23.313797,12613.43,0,False
801581,101037,2025-08-21 14:16:23.313798,1855.85,0,False
801582,101916,2025-08-04 14:16:23.313799,1890.13,0,False
801583,101427,2025-09-27 14:16:23.313800,8796.07,0,False
801584,101741,2024-12-19 14:16:23.313801,4585.41,0,False
801585,101217,2025-10-11 14:16:23.313803,4481.82,30,True
801586,100792,2025-11-08 14:16:23.313804,9879.04,0,False
801587,101283,2025-09-18 14:16:23.313805,5975.63,0,False
801588,101960,2025-07-19 14:16:23.313806,4775.7,30,True
801589,100246,2025-05-10 14:16:23.313807,10531.08,10,False
801590,101598,2025-10-03 14:16:23.313808,6172.23,0,False
801591,100431,2025-04-27 14:16:23.313809,2064.3,5,False
801592,100566,2025-07-30 14:16:23.313810,13813.41,0,False
801593,100480,2025-09-19 14:16:23.313811,11919.36,15,False
801594,100257,2025-10-14 14:16:23.313812,4636.28,30,True
801595,100534,2025-07-16 14:16:23.313813,11853.8,15,False
801596,100107,2025-05-17 14:16:23.313814,19134.0,15,False
801597,100175,2024-12-21 14:16:23.313815,19151.33,15,False
801598,100468,2024-12-25 14:16:23.313816,10872.88,10,False
801599,101910,2025-08-01 14:16:23.313818,2411.58,10,False
801600,100526,2025-05-01 14:16:23.313819,9434.62,15,False
801601,100818,2025-11-06 14:16:23.313820,1026.18,15,False
801602,100151,2025-04-26 14:16:23.313821,8596.42,0,False
801603,101299,2025-09-23 14:16:23.313822,18233.67,30,True
801604,100823,2025-01-04 14:16:23.313823,9615.15,15,False
801605,101061,2025-07-05 14:16:23.313824,11234.5,15,False
801606,100280,2025-06-03 14:16:23.313825,3581.71,0,False
801607,101621,2025-01-07 14:16:23.313826,805.19,30,True
801608,100947,2025-10-17 14:16:23.313827,19870.99,15,False
801609,101970,2025-11-14 14:16:23.313828,7096.02,15,False
801610,100430,2025-03-11 14:16:23.313830,5947.32,0,False
801611,101859,2025-05-01 14:16:23.313832,11639.99,0,False
801612,101615,2025-02-11 14:16:23.313836,15033.71,5,False
801613,100319,2025-07-04 14:16:23.313838,5402.45,10,False
801614,101194,2025-05-19 14:16:23.313840,10720.42,0,False
801615,100070,2025-03-16 14:16:23.313842,6986.39,5,False
801616,101111,2025-10-25 14:16:23.313844,9878.83,30,True
801617,100056,2025-06-17 14:16:23.313846,3645.54,15,False
801618,100166,2025-05-11 14:16:23.313848,10447.31,30,True
801619,100630,2025-09-11 14:16:23.313850,1423.27,5,False
801620,100796,2025-10-16 14:16:23.313852,16879.95,30,True
