transaction_id,customer_id,transaction_date,transaction_category,transaction_amount,high_value_txn_flag,year_month
901960,101026,2025-04-22 14:16:23.259754,utilities,11815.86,False,2025-04
901961,101509,2025-10-20 14:16:23.259755,electronics,5389.31,False,2025-10
901962,101539,2025-12-03 14:16:23.259756,entertainment,4494.15,False,2025-12
901963,101891,2025-03-08 14:16:23.259757,electronics,6209.36,False,2025-03
901964,101795,2025-05-29 14:16:23.259758,entertainment,3250.03,False,2025-05
901965,100041,2025-04-25 14:16:23.259759,electronics,39.14,False,2025-04
901966,100008,2025-02-25 14:16:23.259760,travel,1744.21,False,2025-02
901967,100999,2025-03-06 14:16:23.259762,fuel,865.21,False,2025-03
901968,100818,2025-10-06 14:16:23.259763,electronics,1994.0,False,2025-10
901969,100656,2025-05-18 14:16:23.259764,groceries,2225.7,False,2025-05
901970,101936,2025-12-07 14:16:23.259766,groceries,478.7,False,2025-12
901971,101632,2025-01-15 14:16:23.259770,electronics,82.99,False,2025-01
901972,101811,2025-05-07 14:16:23.259772,online shopping,520.56,False,2025-05
901973,101165,2025-02-03 14:16:23.259774,fuel,6817.66,False,2025-02
901974,100789,2025-05-29 14:16:23.259776,electronics,4934.96,False,2025-05
901975,101459,2025-05-01 14:16:23.259778,groceries,5613.71,False,2025-05
901976,101050,2025-10-28 14:16:23.259780,travel,1131.86,False,2025-10
901977,101066,2025-10-22 14:16:23.259782,travel,942.61,False,2025-10
901978,101154,2025-08-08 14:16:23.259784,travel,133.31,False,2025-08
901979,101239,2025-03-13 14:16:23.259785,travel,2237.09,False,2025-03
901980,101629,2025-02-24 14:16:23.259787,entertainment,1686.75,False,2025-02
901981,101543,2025-02-16 14:16:23.259790,groceries,6325.18,False,2025-02
901982,100597,2025-05-07 14:16:23.259792,online shopping,4008.51,False,2025-05
901983,101368,2025-06-27 14:16:23.259794,online shopping,545.37,False,2025-06
901984,101531,2025-03-01 14:16:23.259796,groceries,15241.84,False,2025-03
901985,101673,2025-03-27 14:16:23.259798,groceries,5153.63,False,2025-03
901986,101904,2025-04-15 14:16:23.259800,travel,4458.35,False,2025-04
901987,101436,2025-10-01 14:16:23.259803,entertainment,854.46,False,2025-10
901988,100935,2025-08-05 14:16:23.259804,online shopping,8244.35,False,2025-08
901989,101269,2025-07-31 14:16:23.259805,dining,2248.06,False,2025-07
901990,101472,2025-01-10 14:16:23.259806,electronics,1236.66,False,2025-01
901991,101011,2025-04-09 14:16:23.259807,groceries,3723.05,False,2025-04
901992,100020,2025-06-25 14:16:23.259808,travel,832.8,False,2025-06
901993,100998,2025-10-19 14:16:23.259809,online shopping,8334.4,False,2025-10
901994,101431,2024-12-31 14:16:23.259810,online shopping,6742.77,False,2024-12
901995,100456,2025-04-08 14:16:23.259811,online shopping,2188.63,False,2025-04
901996,101467,2025-12-10 14:16:23.259813,entertainment,740.37,False,2025-12
901997,101013,2025-09-02 14:16:23.259814,groceries,2401.63,False,2025-09
901998,101945,2025-06-30 14:16:23.259815,entertainment,565.27,False,2025-06
901999,100264,2025-10-21 14:16:23.259816,online shopping,1100.76,False,2025-10
902000,101683,2025-01-15 14:16:23.259817,fuel,2307.18,False,2025-01
902001,100183,2025-01-10 14:16:23.259818,dining,74.78,False,2025-01
902002,100226,2025-03-03 14:16:23.259819,online shopping,5079.37,False,2025-03
902003,101827,2025-09-25 14:16:23.259820,entertainment,767.53,False,2025-09
902004,101571,2025-08-23 14:16:23.259821,fuel,7050.71,False,2025-08
902005,101269,2025-06-01 14:16:23.259822,online shopping,78.79,False,2025-06
902006,101096,2025-11-26 14:16:23.259823,groceries,2658.49,False,2025-11
902007,101173,2025-05-13 14:16:23.259824,groceries,5246.57,False,2025-05
902008,101536,2025-05-06 14:16:23.259825,groceries,951.09,False,2025-05
902009,101092,2025-03-22 14:16:23.259826,utilities,4303.15,False,2025-03
902010,100968,2025-09-07 14:16:23.259828,entertainment,4466.24,False,2025-09
902011,100804,2025-07-26 14:16:23.259829,entertainment,3554.88,False,2025-07
902012,101253,2025-07-24 14:16:23.259830,electronics,1585.34,False,2025-07
902013,100722,2025-04-01 14:16:23.259831,entertainment,5380.97,False,2025-04
902014,101095,2025-03-14 14:16:23.259832,entertainment,3465.1,False,2025-03
902015,101001,2025-01-13 14:16:23.259833,utilities,3123.91,False,2025-01
902016,100874,2025-12-04 14:16:23.259834,fuel,5985.52,False,2025-12
902017,101631,2025-03-27 14:16:23.259838,entertainment,981.95,False,2025-03
902018,101420,2025-03-06 14:16:23.259839,electronics,926.1,False,2025-03
902019,100083,2025-07-30 14:16:23.259840,entertainment,1709.71,False,2025-07
902020,100739,2025-02-28 14:16:23.259841,fuel,265.81,False,2025-02
902021,101322,2025-11-17 14:16:23.259842,utilities,1440.51,False,2025-11
902022,101771,2025-06-30 14:16:23.259843,electronics,1824.67,False,2025-06
902023,101316,2024-12-28 14:16:23.259845,dining,2391.59,False,2024-12
902024,101757,2025-05-27 14:16:23.259846,groceries,1025.67,False,2025-05
902025,101993,2025-03-02 14:16:23.259847,online shopping,8307.12,False,2025-03
902026,100222,2025-08-29 14:16:23.259848,electronics,1174.54,False,2025-08
902027,100792,2025-10-11 14:16:23.259849,online shopping,6676.29,False,2025-10
902028,100732,2025-06-18 14:16:23.259850,entertainment,2060.46,False,2025-06
902029,101239,2025-06-05 14:16:23.259851,groceries,4432.41,False,2025-06
902030,101254,2025-08-14 14:16:23.259852,groceries,411.42,False,2025-08
902031,100404,2025-06-26 14:16:23.259853,online shopping,2753.31,False,2025-06
902032,101192,2025-03-31 14:16:23.259854,fuel,11339.09,False,2025-03
902033,100328,2025-03-07 14:16:23.259856,entertainment,3840.78,False,2025-03
902034,100425,2025-07-16 14:16:23.259857,utilities,6007.42,False,2025-07
902035,101577,2025-10-10 14:16:23.259858,online shopping,1058.93,False,2025-10
902036,100769,2025-09-01 14:16:23.259859,dining,5635.99,False,2025-09
902037,101219,2025-11-13 14:16:23.259860,entertainment,1514.5,False,2025-11
902038,101927,2024-12-24 14:16:23.259861,utilities,2323.09,False,2024-12
902039,100607,2025-11-04 14:16:23.259862,utilities,728.71,False,2025-11
902040,101852,2025-07-28 14:16:23.259863,electronics,2327.31,False,2025-07
902041,100525,2025-05-21 14:16:23.259864,groceries,2537.69,False,2025-05
902042,100624,2025-03-08 14:16:23.259865,fuel,3408.04,False,2025-03
902043,100076,2025-12-12 14:16:23.259867,entertainment,7104.18,False,2025-12
902044,101300,2025-05-14 14:16:23.259868,electronics,1272.7,False,2025-05
902045,100919,2025-11-21 14:16:23.259869,fuel,14503.13,False,2025-11
902046,100945,2025-05-05 14:16:23.259870,electronics,6586.43,False,2025-05
902047,100465,2025-03-09 14:16:23.259871,entertainment,1804.98,False,2025-03
902048,101964,2025-10-23 14:16:23.259872,dining,899.64,False,2025-10
902049,101471,2025-02-11 14:16:23.259873,travel,259.63,False,2025-02
902050,101343,2025-01-16 14:16:23.259874,electronics,934.67,False,2025-01
902051,101945,2025-09-04 14:16:23.259876,utilities,7555.39,False,2025-09
902052,101183,2025-11-30 14:16:23.259877,fuel,1208.74,False,2025-11
902053,100491,2025-05-27 14:16:23.259878,groceries,519.67,False,2025-05
902054,100312,2025-11-05 14:16:23.259879,electronics,80.27,False,2025-11
902055,101654,2025-09-20 14:16:23.259880,utilities,1236.78,False,2025-09
902056,101972,2025-10-05 14:16:23.259881,entertainment,852.39,False,2025-10
902057,101184,2025-07-14 14:16:23.259882,entertainment,377.34,False,2025-07
902058,100307,2025-03-27 14:16:23.259883,groceries,10561.91,False,2025-03
902059,101886,2025-08-06 14:16:23.259885,entertainment,1090.1,False,2025-08
902060,101169,2025-09-20 14:16:23.259886,groceries,21.69,False,2025-09
902061,101698,2025-04-26 14:16:23.259887,utilities,10105.68,False,2025-04
902062,101419,2025-08-08 14:16:23.259888,groceries,3023.88,False,2025-08
902063,100690,2025-05-03 14:16:23.259889,entertainment,302.55,False,2025-05
902064,100088,2025-11-14 14:16:23.259890,online shopping,111.74,False,2025-11
902065,100734,2025-09-26 14:16:23.259891,groceries,399.42,False,2025-09
902066,100777,2025-08-08 14:16:23.259892,dining,3133.34,False,2025-08
902067,100750,2024-12-29 14:16:23.259893,utilities,223.54,False,2024-12
902068,101331,2025-05-28 14:16:23.259894,travel,2938.79,False,2025-05
902069,101569,2025-03-06 14:16:23.259895,fuel,3699.88,False,2025-03
902070,100370,2025-01-16 14:16:23.259897,online shopping,558.85,False,2025-01
902071,100450,2025-02-05 14:16:23.259898,fuel,2345.97,False,2025-02
902072,100166,2025-04-04 14:16:23.259899,online shopping,11623.17,False,2025-04
902073,100391,2025-03-01 14:16:23.259900,groceries,6338.05,False,2025-03
902074,101660,2025-08-15 14:16:23.259901,travel,4497.69,False,2025-08
902075,100735,2025-07-20 14:16:23.259902,fuel,2552.42,False,2025-07
902076,100490,2024-12-24 14:16:23.259903,entertainment,1754.65,False,2024-12
902077,100924,2025-04-15 14:16:23.259904,dining,42031.4,True,2025-04
902078,101173,2025-06-26 14:16:23.259905,dining,5062.79,False,2025-06
902079,101491,2024-12-26 14:16:23.259906,utilities,2828.37,False,2024-12
902080,101989,2025-02-19 14:16:23.259908,entertainment,5063.44,False,2025-02
902081,101724,2025-09-29 14:16:23.259909,entertainment,12258.16,False,2025-09
902082,101066,2025-09-02 14:16:23.259913,groceries,3580.78,False,2025-09
902083,100944,2025-02-21 14:16:23.259915,entertainment,3234.28,False,2025-02
902084,100028,2025-02-16 14:16:23.259917,dining,1824.02,False,2025-02
902085,101897,2025-01-08 14:16:23.259919,fuel,766.83,False,2025-01
902086,101655,2025-10-21 14:16:23.259921,groceries,1640.54,False,2025-10
902087,101872,2025-09-18 14:16:23.259923,electronics,2569.6,False,2025-09
902088,101054,2025-08-05 14:16:23.259925,utilities,124.17,False,2025-08
902089,100692,2025-01-02 14:16:23.259927,fuel,2260.62,False,2025-01
902090,101697,2025-07-02 14:16:23.259929,dining,6935.54,False,2025-07
902091,100127,2025-01-18 14:16:23.259931,online shopping,13146.21,False,2025-01
902092,100766,2025-08-18 14:16:23.259933,entertainment,6771.84,False,2025-08
902093,101317,2025-04-26 14:16:23.259935,groceries,660.52,False,2025-04
902094,100440,2025-10-03 14:16:23.259937,online shopping,589.52,False,2025-10
902095,100868,2025-02-12 14:16:23.259939,online shopping,1749.09,False,2025-02
902096,101411,2025-11-25 14:16:23.259941,online shopping,894.07,False,2025-11
902097,101789,2025-01-19 14:16:23.259943,dining,3944.48,False,2025-01
902098,101665,2025-10-06 14:16:23.259945,travel,309.22,False,2025-10
902099,100523,2025-09-21 14:16:23.259947,groceries,2052.69,False,2025-09
902100,101570,2025-09-06 14:16:23.259949,fuel,1151.5,False,2025-09
902101,101733,2025-09-15 14:16:23.259951,fuel,3167.02,False,2025-09
902102,100759,2025-02-05 14:16:23.259953,groceries,5582.04,False,2025-02
902103,100109,2025-03-27 14:16:23.259955,utilities,8999.52,False,2025-03
902104,101351,2025-04-09 14:16:23.259958,online shopping,11620.54,False,2025-04
902105,101428,2024-12-25 14:16:23.259959,entertainment,1514.18,False,2024-12
902106,101268,2025-10-21 14:16:23.259960,entertainment,6779.1,False,2025-10
902107,101785,2025-12-09 14:16:23.259961,electronics,3137.39,False,2025-12
902108,101901,2025-12-05 14:16:23.259962,travel,4124.7,False,2025-12
902109,101852,2025-08-09 14:16:23.259963,dining,6666.4,False,2025-08
902110,100162,2025-05-10 14:16:23.259964,entertainment,487.87,False,2025-05
902111,100559,2025-01-23 14:16:23.259965,travel,10308.12,False,2025-01
902112,100398,2025-07-18 14:16:23.259967,fuel,2774.59,False,2025-07
902113,100582,2025-10-08 14:16:23.259968,utilities,1433.17,False,2025-10
902114,100398,2025-01-07 14:16:23.259969,dining,1447.58,False,2025-01
902115,101516,2025-11-28 14:16:23.259970,entertainment,4866.06,False,2025-11
902116,101669,2025-09-28 14:16:23.259971,groceries,3973.39,False,2025-09
902117,100238,2025-05-04 14:16:23.259972,entertainment,4575.93,False,2025-05
902118,101488,2025-01-06 14:16:23.259973,electronics,1020.89,False,2025-01
902119,101603,2025-11-29 14:16:23.259974,fuel,652.98,False,2025-11
902120,101813,2025-07-06 14:16:23.259975,groceries,4478.7,False,2025-07
902121,101055,2025-09-02 14:16:23.259976,online shopping,1240.77,False,2025-09
902122,101146,2025-01-04 14:16:23.259977,entertainment,880.56,False,2025-01
902123,101557,2025-05-18 14:16:23.259979,entertainment,845.51,False,2025-05
902124,101690,2025-04-23 14:16:23.259980,entertainment,562.24,False,2025-04
902125,100109,2025-07-24 14:16:23.259981,dining,1947.92,False,2025-07
902126,101294,2025-06-20 14:16:23.259982,online shopping,1058.36,False,2025-06
902127,101403,2025-01-16 14:16:23.259983,groceries,7850.67,False,2025-01
902128,100299,2025-06-03 14:16:23.259984,online shopping,4089.44,False,2025-06
902129,101650,2025-03-06 14:16:23.259985,electronics,4767.14,False,2025-03
902130,101755,2025-10-26 14:16:23.259986,fuel,1809.01,False,2025-10
902131,101001,2025-04-22 14:16:23.259987,utilities,3208.85,False,2025-04
902132,101765,2025-03-03 14:16:23.259988,groceries,2431.6,False,2025-03
902133,100763,2025-03-06 14:16:23.259990,online shopping,641.42,False,2025-03
902134,100248,2025-06-13 14:16:23.259991,electronics,171.63,False,2025-06
902135,100520,2025-12-12 14:16:23.259992,electronics,4026.72,False,2025-12
902136,100033,2025-03-10 14:16:23.259993,entertainment,452.08,False,2025-03
902137,100227,2025-03-30 14:16:23.259994,entertainment,206.71,False,2025-03
902138,100584,2025-10-30 14:16:23.259995,utilities,2041.06,False,2025-10
902139,101422,2024-12-31 14:16:23.259996,groceries,4688.29,False,2024-12
902140,100957,2025-06-01 14:16:23.259998,entertainment,5126.69,False,2025-06
902141,100812,2025-10-19 14:16:23.259999,fuel,7235.45,False,2025-10
902142,100723,2025-11-15 14:16:23.260000,fuel,777.57,False,2025-11
902143,100583,2025-02-18 14:16:23.260001,entertainment,14847.78,False,2025-02
902144,100569,2025-04-18 14:16:23.260002,online shopping,5042.02,False,2025-04
902145,100219,2025-06-29 14:16:23.260003,entertainment,598.65,False,2025-06
902146,101394,2025-05-25 14:16:23.260004,entertainment,6429.85,False,2025-05
902147,100786,2025-03-10 14:16:23.260005,entertainment,2418.74,False,2025-03
902148,101784,2025-11-26 14:16:23.260006,online shopping,241.02,False,2025-11
902149,100527,2025-11-01 14:16:23.260008,entertainment,495.64,False,2025-11
902150,100074,2025-01-03 14:16:23.260012,fuel,1991.4,False,2025-01
902151,101641,2025-07-13 14:16:23.260014,entertainment,2646.36,False,2025-07
902152,100135,2025-04-04 14:16:23.260018,travel,10313.79,False,2025-04
902153,101952,2025-07-28 14:16:23.260020,groceries,850.43,False,2025-07
902154,100073,2025-11-01 14:16:23.260022,utilities,2249.28,False,2025-11
902155,100253,2025-11-21 14:16:23.260024,groceries,896.14,False,2025-11
902156,101041,2025-11-21 14:16:23.260025,groceries,2860.73,False,2025-11
902157,101954,2025-07-26 14:16:23.260027,groceries,8401.39,False,2025-07
902158,101021,2025-10-04 14:16:23.260029,dining,2935.63,False,2025-10
902159,101066,2025-06-14 14:16:23.260031,dining,2497.23,False,2025-06
902160,100049,2025-12-08 14:16:23.260033,groceries,4853.84,False,2025-12
902161,100514,2025-08-19 14:16:23.260035,online shopping,559.0,False,2025-08
902162,100743,2025-03-04 14:16:23.260037,groceries,8261.31,False,2025-03
902163,100730,2025-07-06 14:16:23.260039,travel,3016.59,False,2025-07
902164,100570,2025-03-29 14:16:23.260043,groceries,4057.72,False,2025-03
902165,101819,2025-07-10 14:16:23.260044,online shopping,5981.65,False,2025-07
902166,101837,2025-01-25 14:16:23.260045,utilities,3527.87,False,2025-01
902167,100575,2025-02-24 14:16:23.260046,groceries,3587.52,False,2025-02
902168,101605,2025-08-22 14:16:23.260048,online shopping,4577.76,False,2025-08
902169,101326,2025-02-10 14:16:23.260049,groceries,187.78,False,2025-02
902170,101165,2025-03-30 14:16:23.260050,groceries,1685.63,False,2025-03
902171,100902,2025-09-25 14:16:23.260051,utilities,11532.95,False,2025-09
902172,100201,2025-07-25 14:16:23.260052,groceries,1044.12,False,2025-07
902173,100206,2025-06-30 14:16:23.260054,electronics,2735.05,False,2025-06
902174,100414,2025-01-18 14:16:23.260055,groceries,675.12,False,2025-01
902175,100220,2025-02-12 14:16:23.260056,dining,1366.71,False,2025-02
902176,101385,2025-12-04 14:16:23.260057,groceries,4419.07,False,2025-12
902177,100757,2025-07-22 14:16:23.260058,entertainment,3605.99,False,2025-07
902178,101104,2025-04-11 14:16:23.260059,utilities,1872.41,False,2025-04
902179,100762,2025-10-22 14:16:23.260060,fuel,9736.48,False,2025-10
902180,100562,2025-01-05 14:16:23.260061,dining,5221.52,False,2025-01
902181,101308,2025-02-19 14:16:23.260062,dining,1091.55,False,2025-02
902182,100368,2025-01-05 14:16:23.260063,entertainment,2192.13,False,2025-01
902183,101515,2025-08-07 14:16:23.260065,fuel,7364.06,False,2025-08
902184,101934,2025-07-01 14:16:23.260066,electronics,79.52,False,2025-07
902185,100895,2025-09-07 14:16:23.260067,groceries,3048.49,False,2025-09
902186,101369,2025-09-03 14:16:23.260068,entertainment,923.7,False,2025-09
902187,100203,2025-06-30 14:16:23.260069,online shopping,230.82,False,2025-06
902188,101048,2025-08-12 14:16:23.260070,dining,8540.88,False,2025-08
902189,100956,2025-04-12 14:16:23.260071,electronics,5930.26,False,2025-04
902190,101576,2025-11-16 14:16:23.260072,fuel,717.25,False,2025-11
902191,100068,2025-05-16 14:16:23.260073,electronics,6347.87,False,2025-05
902192,100515,2025-03-31 14:16:23.260074,travel,554.14,False,2025-03
902193,101515,2025-01-22 14:16:23.260075,travel,2263.0,False,2025-01
902194,100239,2025-04-18 14:16:23.260076,utilities,4528.3,False,2025-04
902195,100360,2025-03-08 14:16:23.260077,travel,2671.03,False,2025-03
902196,101464,2025-03-03 14:16:23.260079,dining,6658.18,False,2025-03
902197,101054,2025-03-30 14:16:23.260080,utilities,3357.91,False,2025-03
902198,101922,2025-01-15 14:16:23.260081,travel,1979.42,False,2025-01
902199,101652,2025-01-19 14:16:23.260082,groceries,9073.51,False,2025-01
902200,100706,2025-02-07 14:16:23.260083,groceries,129.39,False,2025-02
902201,101625,2025-09-24 14:16:23.260084,fuel,2345.73,False,2025-09
902202,100689,2025-01-23 14:16:23.260086,groceries,3783.89,False,2025-01
902203,100656,2025-11-03 14:16:23.260090,utilities,6328.86,False,2025-11
902204,101979,2025-02-18 14:16:23.260093,electronics,2726.66,False,2025-02
902205,101737,2025-01-19 14:16:23.260095,groceries,7585.67,False,2025-01
902206,101345,2025-06-01 14:16:23.260097,groceries,1944.63,False,2025-06
902207,100343,2025-05-31 14:16:23.260099,entertainment,1335.07,False,2025-05
902208,101738,2025-01-23 14:16:23.260101,travel,12748.6,False,2025-01
902209,100535,2025-07-03 14:16:23.260103,utilities,3850.55,False,2025-07
902210,100354,2025-04-22 14:16:23.260105,online shopping,1941.59,False,2025-04
902211,101494,2025-03-07 14:16:23.260107,groceries,7368.52,False,2025-03
902212,100927,2025-06-11 14:16:23.260109,online shopping,4021.88,False,2025-06
902213,100982,2025-10-08 14:16:23.260111,entertainment,3555.76,False,2025-10
902214,100104,2025-07-26 14:16:23.260113,dining,4563.76,False,2025-07
902215,101810,2024-12-24 14:16:23.260115,dining,4691.86,False,2024-12
902216,101345,2025-05-23 14:16:23.260117,travel,2377.24,False,2025-05
902217,101595,2024-12-23 14:16:23.260121,groceries,1902.37,False,2024-12
902218,101906,2025-05-24 14:16:23.260122,groceries,8400.02,False,2025-05
902219,100961,2025-05-10 14:16:23.260123,travel,2406.8,False,2025-05
902220,100526,2025-03-06 14:16:23.260124,groceries,850.92,False,2025-03
902221,100503,2025-07-08 14:16:23.260125,online shopping,2580.6,False,2025-07
902222,101108,2025-10-07 14:16:23.260126,entertainment,122.6,False,2025-10
902223,100930,2025-04-22 14:16:23.260127,travel,4497.11,False,2025-04
902224,100708,2025-08-13 14:16:23.260129,dining,475.31,False,2025-08
902225,100234,2025-09-24 14:16:23.260130,electronics,414.66,False,2025-09
902226,101946,2025-12-03 14:16:23.260131,utilities,10238.86,False,2025-12
902227,101879,2025-04-14 14:16:23.260132,online shopping,5182.99,False,2025-04
902228,101286,2025-02-09 14:16:23.260133,fuel,1871.89,False,2025-02
902229,101029,2025-03-10 14:16:23.260134,utilities,958.58,False,2025-03
902230,100493,2025-12-16 14:16:23.260135,entertainment,6491.23,False,2025-12
902231,101916,2025-10-05 14:16:23.260136,groceries,12111.52,False,2025-10
902232,101312,2025-10-15 14:16:23.260137,online shopping,2484.99,False,2025-10
902233,101593,2025-04-01 14:16:23.260138,entertainment,3036.89,False,2025-04
902234,101968,2025-01-05 14:16:23.260139,utilities,974.62,False,2025-01
902235,101680,2025-01-28 14:16:23.260141,electronics,3114.2,False,2025-01
902236,100877,2025-04-23 14:16:23.260142,groceries,1791.38,False,2025-04
902237,101577,2025-01-15 14:16:23.260143,groceries,6538.24,False,2025-01
902238,101373,2025-01-11 14:16:23.260144,entertainment,1656.87,False,2025-01
902239,101223,2025-03-14 14:16:23.260145,fuel,3662.19,False,2025-03
902240,101959,2024-12-30 14:16:23.260146,utilities,796.2,False,2024-12
902241,101709,2025-05-31 14:16:23.260147,entertainment,332.68,False,2025-05
902242,100966,2025-02-28 14:16:23.260149,fuel,144.17,False,2025-02
902243,100965,2025-03-07 14:16:23.260150,groceries,1880.37,False,2025-03
902244,100963,2025-05-11 14:16:23.260151,online shopping,624.97,False,2025-05
902245,100896,2025-07-09 14:16:23.260152,entertainment,17615.19,True,2025-07
902246,101358,2025-06-18 14:16:23.260153,travel,5604.86,False,2025-06
902247,101630,2025-03-28 14:16:23.260154,entertainment,4137.43,False,2025-03
902248,100216,2025-08-08 14:16:23.260155,electronics,5691.59,False,2025-08
902249,100622,2025-01-30 14:16:23.260156,utilities,1066.89,False,2025-01
902250,100352,2025-08-20 14:16:23.260157,travel,7399.52,False,2025-08
902251,100691,2025-05-13 14:16:23.260158,entertainment,19020.6,True,2025-05
902252,100674,2025-07-11 14:16:23.260160,fuel,1198.0,False,2025-07
902253,100630,2025-02-21 14:16:23.260161,entertainment,14617.94,False,2025-02
902254,100324,2025-08-31 14:16:23.260162,fuel,1351.86,False,2025-08
902255,100900,2025-04-24 14:16:23.260163,utilities,41.27,False,2025-04
902256,101251,2025-02-28 14:16:23.260164,fuel,1601.68,False,2025-02
902257,101168,2025-10-12 14:16:23.260165,utilities,20991.19,True,2025-10
902258,101972,2025-02-05 14:16:23.260166,groceries,3528.95,False,2025-02
902259,100307,2025-06-14 14:16:23.260168,online shopping,4161.48,False,2025-06
902260,100653,2025-11-12 14:16:23.260169,groceries,952.93,False,2025-11
902261,101657,2025-10-30 14:16:23.260170,utilities,552.06,False,2025-10
902262,100284,2025-04-06 14:16:23.260171,dining,7585.45,False,2025-04
902263,100391,2025-09-02 14:16:23.260172,groceries,1866.9,False,2025-09
902264,101761,2025-12-10 14:16:23.260173,online shopping,14.41,False,2025-12
902265,100359,2025-04-26 14:16:23.260174,dining,1219.71,False,2025-04
902266,100768,2025-06-23 14:16:23.260175,travel,762.38,False,2025-06
902267,100796,2025-04-20 14:16:23.260176,dining,3240.18,False,2025-04
902268,100931,2025-11-07 14:16:23.260177,online shopping,4938.82,False,2025-11
902269,101970,2024-12-26 14:16:23.260178,electronics,2408.55,False,2024-12
902270,100164,2025-04-17 14:16:23.260179,fuel,719.85,False,2025-04
902271,100732,2025-08-27 14:16:23.260180,fuel,208.99,False,2025-08
902272,100580,2025-04-06 14:16:23.260181,travel,1316.7,False,2025-04
902273,100820,2025-07-05 14:16:23.260182,online shopping,5738.98,False,2025-07
902274,101247,2025-01-10 14:16:23.260183,groceries,1903.61,False,2025-01
902275,100123,2025-10-01 14:16:23.260185,utilities,1017.41,False,2025-10
902276,101971,2025-05-25 14:16:23.260186,entertainment,73.3,False,2025-05
902277,100343,2025-02-10 14:16:23.260187,utilities,2398.56,False,2025-02
902278,101874,2025-06-05 14:16:23.260188,travel,4041.16,False,2025-06
902279,100523,2025-01-31 14:16:23.260190,online shopping,738.95,False,2025-01
902280,101075,2025-10-15 14:16:23.260191,dining,2696.53,False,2025-10
902281,100128,2025-07-31 14:16:23.260192,electronics,1911.01,False,2025-07
902282,101158,2025-11-06 14:16:23.260193,travel,4260.27,False,2025-11
902283,100656,2025-02-15 14:16:23.260194,electronics,6896.55,False,2025-02
902284,101150,2025-05-23 14:16:23.260195,online shopping,1283.79,False,2025-05
902285,100737,2025-02-17 14:16:23.260196,entertainment,8230.15,False,2025-02
902286,100938,2025-10-06 14:16:23.260197,online shopping,4295.96,False,2025-10
902287,100070,2025-07-18 14:16:23.260198,entertainment,132.56,False,2025-07
902288,100272,2025-08-05 14:16:23.260199,groceries,5483.04,False,2025-08
902289,101210,2024-12-21 14:16:23.260200,groceries,2388.61,False,2024-12
902290,101026,2025-03-29 14:16:23.260202,groceries,10180.93,False,2025-03
902291,101308,2025-05-16 14:16:23.260203,groceries,1368.56,False,2025-05
902292,100021,2025-05-23 14:16:23.260204,dining,3130.97,False,2025-05
902293,100165,2025-05-28 14:16:23.260205,fuel,10944.13,False,2025-05
902294,101333,2025-08-30 14:16:23.260206,entertainment,1107.05,False,2025-08
902295,100874,2025-11-17 14:16:23.260207,travel,2235.0,False,2025-11
902296,101500,2025-12-06 14:16:23.260208,utilities,4887.14,False,2025-12
902297,100497,2025-08-13 14:16:23.260209,dining,4111.57,False,2025-08
902298,100433,2025-02-08 14:16:23.260210,groceries,6385.78,False,2025-02
902299,100757,2025-06-07 14:16:23.260211,entertainment,2567.41,False,2025-06
902300,100233,2025-07-31 14:16:23.260213,dining,1344.27,False,2025-07
902301,100836,2025-11-21 14:16:23.260214,online shopping,2680.65,False,2025-11
902302,101693,2025-11-02 14:16:23.260215,utilities,1507.52,False,2025-11
902303,100662,2025-08-05 14:16:23.260216,entertainment,679.38,False,2025-08
902304,100724,2025-02-04 14:16:23.260217,groceries,2833.65,False,2025-02
902305,100375,2025-10-21 14:16:23.260218,fuel,173.57,False,2025-10
902306,100729,2025-12-05 14:16:23.260219,entertainment,130.41,False,2025-12
902307,101269,2025-09-09 14:16:23.260220,groceries,233.63,False,2025-09
902308,100302,2025-10-30 14:16:23.260221,travel,3908.12,False,2025-10
902309,100404,2025-03-02 14:16:23.260222,groceries,1828.89,False,2025-03
902310,101811,2025-09-15 14:16:23.260224,fuel,2385.06,False,2025-09
902311,101686,2025-09-14 14:16:23.260225,entertainment,1472.37,False,2025-09
902312,100707,2025-07-26 14:16:23.260226,groceries,1023.9,False,2025-07
902313,100916,2025-10-07 14:16:23.260227,online shopping,1552.75,False,2025-10
902314,100020,2025-12-08 14:16:23.260228,groceries,752.15,False,2025-12
902315,100256,2025-07-09 14:16:23.260229,entertainment,3974.46,False,2025-07
902316,100398,2025-05-18 14:16:23.260230,utilities,375.52,False,2025-05
902317,101552,2025-12-14 14:16:23.260231,groceries,2546.37,False,2025-12
902318,100050,2025-05-08 14:16:23.260232,travel,2267.45,False,2025-05
902319,100446,2025-11-19 14:16:23.260233,utilities,1257.99,False,2025-11
902320,101293,2025-02-19 14:16:23.260234,online shopping,377.68,False,2025-02
902321,100826,2025-05-29 14:16:23.260235,travel,4253.3,False,2025-05
902322,100594,2025-10-02 14:16:23.260236,entertainment,2950.16,False,2025-10
902323,100817,2025-10-20 14:16:23.260237,groceries,5802.93,False,2025-10
902324,100635,2025-06-05 14:16:23.260238,electronics,939.97,False,2025-06
902325,101825,2025-01-30 14:16:23.260240,entertainment,5488.43,False,2025-01
902326,101285,2025-09-02 14:16:23.260241,travel,1208.32,False,2025-09
902327,101388,2025-01-10 14:16:23.260242,groceries,418.07,False,2025-01
